,age,id,length_min,title_matched_path,title_matched,title,uuid,violence_rating,violence_text
1486,12,6109766,132,/data/GDI/SeeJane_2019/Godzilla_King_of_the_Monsters.mp4,Godzilla King of the Monsters,Godzilla: King of the Monsters,38922d9d-3ff5-4cd2-b2e6-783a2fd6fc6c,4.0,"Extensive, near-constant violent scenes, generally involving giant monsters battling each other or humans running in terror (and often not making it). Giant monster battles are bloodless, even when one monster's head is lopped off. People are crushed, eaten, set on fire, hurled through the air, dropped into vast pits, etc., though often faceless, far away. Countless people are killed in giant accidents, but camera doesn't linger on dead bodies, and viewers don't see blood or gore."
258,12,6091581,132,/data/GDI/SeeJane_2019/Shazam.mp4,Shazam,Shazam!,d66297f9-7dee-4835-91ed-6f0270951697,4.0,"Intense car crash near beginning includes character being thrown from the vehicle; some blood. Lots of superhero violence (much with slapstick tone, but some quite scary). Villain unleashes the potentially upsetting ""Seven Deadly Sins"" monsters out of his eye in a boardroom; they kill people in variety of ways. Some characters crumble and disintegrate disturbingly (one screams in terror as it happens); others are shot with guns, slammed against buildings, walls, concrete, etc. A character is thrown out of a window; another's head is bitten off. Lots of chases and pursuits, with big fights between Sivana and Shazam and later a climactic battle with more characters. Property damage. School bullies push Freddy to the ground; Billy punches them. Parents yell at, disparage children. A child loses his mother in a crowd, leading to permanent separation."
469,12,5828791,134,/data/GDI/Film2018/Black_Panther.mp4,Black Panther,Black Panther,93581686-c4c8-465c-a36d-fd3a0b4a6b5b,4.0,"More close-up fights than in previous Marvel films, with more explosive, widespread violence. One-on-one ritual battles are intense (with bloody wounds, stabbings, etc.), full of moments when it seems like a character is going to die. A couple of deaths (both real and presumed) are particularly emotional. Weapons used in full-scale battle scenes include spears, curved knives, armored war animals. Super-powered guns/cannons that have the power to obliterate vehicles in one shot. Bad guys shoot bystanders and enemies, sometimes in cold blood. A long, explosive car chase causing lots of destruction. Dead bodies shown. Flashback to T'Challa's father's death. Brief footage from 1992 LA riots on TV. Black Panther rescues women from armed Nigerian soldiers."
435,14,6120619,134,/data/GDI/SeeJane_2019/Fast_Furious_Presents_Hobbs.mp4,Fast Furious Presents Hobbs,Fast & Furious Presents: Hobbs & Shaw,195498d6-cd39-4edf-b04c-d882fde0e16e,4.0,"Extremely strong, comic book/cartoon-style action violence. Guns and shooting. Torture. Explosions. Car chases and car crashes. Martial arts fighting, punching, hitting, etc. Minor characters are killed. Threat of a deadly virus destroying the world. Flamethrower. Painful operation on a cyborg, with his back sliced open."
796,12,5828956,134,/data/GDI/Film2018/Fantastic_Beasts_The_Crimes_of_Grimwald.mp4,Fantastic Beasts The Crimes of Grimwald,Fantastic Beasts: The Crimes of Grindelwald,631aec7a-42d2-43e9-9cad-1fc23bc9f582,4.0,"From opening sequence to climactic battle scene, there's a high body count, with many character deaths and/or injuries. Mass destruction. Wizards and witches engage in wand battles. Villainous wizards deceive, ambush other wizards and non-magical humans, including children. Characters die/are injured from animal attacks, unforgivable curses (both in duels and execution-style murders, but spells are often unheard or nonverbal), drowning, and magical fire. Characters can magically turn into animals and/or amorphous destructive forces that kill. Implied coercive sexual relationship."
1473,12,5736101,140,/data/GDI/Film2018/Ready_Player_One.mp4,Ready Player One,Ready Player One,94632141-4f70-4737-9900-c29a1a29f5a8,4.0,"Many action-packed battle/fight/destruction scenes in the Oasis, a few in real life. In the Oasis, Parzival and friends must survive enemy attacks in the form of dinosaurs, King Kong, and other players targeting them with arsenals of virtual weapons (from guns and swords to grenades and world-leveling bombs). Scary re-creation of a horror film includes a literal flood of blood, ax attacks, frightening/gross zombies. Intense car chases/crashes. Characters die frequently in the Oasis (often brutally), breaking apart and turning into coins, which ""zeroes out"" their avatars. In the real word, an evil corporation sends assassins to kill and/or arrest people, put them in debtors' prisons, blow up their homes, pursue them in armored vehicles, and shoot at them. Gun threats. Creature from alien pops out of an avatar's stomach in a jump-scare moment."
7109,13,5854926,142,/data/GDI/Film2018/Maze_Runner_Death_Cure.mp4,Maze Runner Death Cure,Maze Runner: The Death Cure,18e504cd-c833-4547-8659-e3191cf39f9f,4.0,"There's a high body count: People die or are injured as the result of shoot-outs, assassination, and/or mass destruction, including explosions (one created by a suicide mission) and entire buildings falling. One character who's succumbing to a deadly virus asks to be killed and then has a knife fight with someone and ends up fatally wounded. A man with part of his face missing is shown several times. A couple of people who've been infested are shown transforming into zombie-like creatures. Someone plunges to their death after failing to hold on to an escape vehicle. Hundreds die during a ground/air fight."
44,13,5930251,147,/data/GDI/Film2018/Mission_Impossible_Fallout.mp4,Mission Impossible Fallout,Mission: Impossible - Fallout,5be2ce25-3224-4d63-9dd4-b6099c172f81,4.0,"Many intense action-movie stunts with unrealistic outcomes (for example, a character is thrown from a motorcycle at high speed without a helmet, rolls a few times, and is OK). The action is stepped up from previous chapters in the already famously stunt-heavy franchise, with more intense hand-to-hand combat and vehicle chases (cars, motorcycles, helicopters, etc.). Blood is rare, but a character does get a disfiguring burn/wound. Shootings, knife fights, frequent peril. Deaths. A confusing bathroom situation could come across as a potential incident of violent gay-bashing that's thankfully nipped in the bud."
489,13,5904296,156,/data/GDI/Film2018/Avengers_Infinity_War.mp4,Avengers Infinity War,Avengers: Infinity War,82cf8a59-d0d3-473d-8259-4532f940bedb,4.0,"Frequent, intense, massively destructive comic book-style action violence, as well as brutal beatings, impalings, stabbings, and sudden smashings/crushings. Characters tortured. Violence is generally bloodless, but consequences feel real; the emotional impact is greater. Some deaths of well-known characters appear final, which will likely upset younger viewers. Also a scene of genocide, though actual murders aren't graphically or clearly shown. A flashback includes a scared child hiding with her mother from bad guys; the child is saved, but everyone she knows is killed."
250,15,6125984,169,/data/GDI/SeeJane_2019_2/It_Chapter_Two.mp4,It Chapter Two,It Chapter Two,10035d79-3082-4f68-b4c0-dbbecd52f160,4.0,"Scary clown attacks, biting and chomping children with huge, oversized teeth. Many scary creatures attacking. Lots of blood. In a hate crime, bullies beat and kick a gay character, smashing his face (lots of blood) and throwing him over a bridge. An abusive husband slaps/punches his wife, hits her with belt; she hits back, smashing his head with a blunt object. Character dies via suicide; shown in bathtub with bloody wrists. Characters stabbed in the face and the chest. Decomposed bodies. Extracted and squished heart. Flashback to abusive father. A character uses a gun to ""shoot"" a younger version of himself in a scary fantasy sequence."
490,13,6079767,181,/data/GDI/SeeJane_2019/Avengers_Endgame.mp4,Avengers Endgame,Avengers: Endgame,1f1b7e0e-a370-4b80-aa3d-d3e6d252d0c1,4.0,"Frequent and intense comic book-style action violence. Characters are killed, severely injured. Viewers will see dismemberment, decapitation, stabbing, crushing, shooting, impalement, choking, extremely destructive explosions, self-sacrifice, pursuit by scary monsters, etc. A character carries out ruthless vigilante justice, leaving lots of bodies in his wake. Weapons include guns, swords, axes, hammers, missiles. Violence isn't especially gory, but a couple of injuries/deaths are a bit bloody. Frequent peril and danger. Mourning/sadness. Arguments/yelling/shouting. Spoiler alert: A couple of beloved characters die in order to save the universe, and a couple of previously dead characters don't return to life, which could upset viewers."
