age,id,length_min,title,uuid,violence_rating,violence_text
18,1260001,89,Death Race,03210c0b-c3b8-44de-acbf-512313c17d8e,4.0,"Constant graphic action, including shooting, fistfights, stabbings, people being beaten with truncheons, explosions, car crashes, Tasering, pepper spraying, head-butts, a character slashing himself with a razor blade, a character being strangled with a length of chain, and more. Several grisly demises are witnessed on screen, including a bare-handed neck-breaking, a character being struck by a car, a character being hurled from a moving car, a character being burned alive, a character's vehicle being struck by a tank shell, a speeding car being impaled on spikes, a female character being mangled by wheel-spikes cutting through the side of a car and her body, and much more."
8,2555751,107,Big Miracle,1713f361-2449-47eb-9ff9-9da2a9a9bcb1,3.0,"The movie opens with an Inuit tribe hunting a whale, which they harpoon (this happens off camera). Bam Bam is injured during the ordeal; his breath sounds shaky and labored while he's ill. Spoiler alert: Children may become upset during an unexpected animal death. It's devastating, because audiences assume there will be a happily ever after. Expect younger kids to be disturbed, possibly to the point of crying. Also a few tense moments during a helicopter ride."
8,2555806,94,Journey 2: The Mysterious Island,2de8922a-97f2-47e6-b218-ea75f48add9f,3.0,"Giant monsters roar and chase the main characters; many of those chases end up with the creatures getting smushed and crunched. There's a somewhat scary helicopter crash scene and some ""gross out"" scenes as well."
12,2555916,132,John Carter,c082c931-645b-45ad-9a2b-0b9b31fa7208,4.0,"Heavy sci-fi violence includes some frightening battle scenes, a weapon that turns anything or one in its path to dust, and a shape-changing villain who plans to destroy an entire planet. There's a Gladiator-style battle to the death in an arena where huge ape-like monsters are killed and another character is decapitated. Sola is branded and tortured and eventually sentenced to death by her own people. Tars Tarkas is injured and expected to die in the arena. John Carter is nearly killed several times. A horrifying flashback shows how John Carter's wife and child died in a fire in their home; he finds their charred remains. An early gun battle injures a U.S. officer. A long-dead character's skeleton is shown. A group of unhatched eggs is mercilessly crushed. All sorts of weapons -- from guns to spears, knives, and swords -- are used in battle."
5,2555906,94,The Lorax,7eed8bb4-2cc2-4895-80b8-081525f34d04,1.0,"The Once-ler employs a huge machine attached to axes to chop down the Truffula trees. At one point, the Once-ler and a baby Barbaloot are floating on a mattress toward a waterfall, but neither is injured. A few characters are hit in the face with various objects (marshmallows, a hammer), but there's no lasting harm."
14,2556036,101,The Lucky One,32964a13-ec3c-4345-8861-3d4bbc474209,3.0,"Gunfight in the middle of a war, with some soldiers shot dead. Innocent bystanders also die. Explosions in war zones. The war scenes in general feel menacing. An abusive man stalks his ex-wife and threatens her when she doesn't give into his demands. Later, he gets into a fight with another man and brandishes a gun at him. A harrowing scene shows people about to fall into a raging river during a storm."
6,2556001,87,The Pirates! Band of Misfits,4e5d9b77-683b-4cf4-82e2-a82d09a1f175,2.0,"Some gun, sword, and hand-to-hand violence. There are explosions and close calls, but no one is killed or permanently injured, although the queen must be subdued in order to save the Dodo bird that was going to be slaughtered and eaten. The pirates face off against ghosts."
17,2555671,113,American Reunion,189004a4-65cc-4f9a-a8c9-58be2b10db7b,2.0,"Several people get into a drunken brawl outside a party, with plenty of punches, kicks, and knock-down, drag-out fighting. Some couples get into heated arguments."
16,2555601,110,21 Jump Street,fb32096b-a5dd-4f0a-94a4-89e226048f50,3.0,"Lots of it, but generally played cartoonishly (and lots of slow-motion scenes). A character rejoices when his friend shoots someone (it's a gross-out moment); guns are drawn and pointed at someone's head. Though most of the fight scenes are cartoonish in nature, blood is shed. And cops rejoice after arresting and shooting people."
6,2556021,78,Chimpanzee,66f1742f-8ff7-463a-8ec0-d1a6ef06c198,3.0,"Some children will be upset by the scenes of suspense and peril during the various confrontations between the two chimpanzee groups. Scar and his much larger and stronger family attack Freddie, but the violence is edited quickly, so you can't really tell what's going on or which chimpanzees are injured. But the narration explains that Oscar's mother is hurt and can't get off the forest floor. Then, during a frighteningly loud thunderstorm, a leopard is shown, yells are heard, and the narration says that Oscar's mother ""will never return."" Her death is then referenced several times. The chimps also plan and execute a successful monkey hunt, but audiences don't see the dead animal."
8,2555931,102,Mirror Mirror,25d9a16d-cd19-4356-9460-58ac249aaec3,2.0,"Some sword fighting (no one is seriously injured) and a sequence in which two giant marionettes try to kill Snow White and destroy the dwarfs' home. Toward the end of the movie, the queen unleashes her pet beast (a flying mythical creature) which nearly kills Snow and the prince. The king dies in the beginning of the movie, but it's not shown. Some threats."
17,2560961,94,Young Adult,369badc1-d03b-4ae8-96c5-721f95fe08bf,1.0,Mavis crashes her Mini Cooper after drunk driving. Matt tells a horrifying story about how he was disfigured by bullies in high school.
16,2587466,80,Carnage,d0b53702-bb87-4a07-9dad-776d121e39a9,1.0,"Some yelling among the four main characters and frank discussions about bullying. One couple's child hit the other's with a tree branch, injuring him, but the incident isn't shown."
17,2590231,123,Coriolanus,763eb055-6dad-4a1c-9f60-f05c68404ac5,4.0,"The story is set during a modern-style war, with lots of violence and blood. There's a gunshot through the head, guns and shooting, knife fighting, and hand-to-hand fighting. There's also an angry mob, rioting, beatings, bombs, and explosions. Viewers see bloody faces and dead bodies, including women and children. A boy is shown holding a gun. A character commits suicide by slicing his wrist."
8,2601166,100,The North Avenue Irregulars,0421f921-dcb5-4eaf-baef-35e03cb1c69b,2.0,"A few shots are fired, but it's mostly car chases and rather silly car crashes in the finale. The church explodes with no one inside. Gamblers threaten the minister. A woman punches her fiance and a man falls from the church roof into a blanket unhurt."
17,2603056,133,A Very Long Engagement,0b7db40f-14f2-4ddf-a8d7-462bb1a3153f,5.0,"An unsparing portrayal of the ravages of World War I -- the violence and death of battle is graphically shown throughout the film. The gruesome injuries of the soldiers are on full display. Also, in one of the subplots of the story, a vengeful prostitute is shown killing the men who sent her lover to be slaughtered on battlefield."
10,2603186,136,Funny Lady,5a0f56cc-b1d2-445e-8bae-a84478b4a680,0.0,"A buffalo is briefly loose backstage during a production. In a comic verbal-only argument, one character gets a bloody nose."
9,2622016,88,Princess and the Pony,e9382348-b2e4-4f12-a2ff-58141c1aa263,3.0,"There is a lot of violence in the movie. Although at times it's comical, the entire plot is based on a group that wants to kidnap the princess. There's gun violence, and in one tense sequence, the villain points a gun and is about to shoot the girl he thinks is the princess, until he realizes who the princess is and then points the gun at her (and is about to shoot). The girls are also pushed and made to cry. In other scenes, the princess' guards chase two potential kidnappers away. A pony stops a villain and causes him enough injury for the cops to capture him."
8,2616521,91,Ernest Saves Christmas,695ee968-394b-4dbe-a776-050dd0af9b02,1.0,"There's nothing violent to the content, but there are some near-misses between cars on the freeway and peril as Ernest loses control of Santa's sleigh. In one scene, a man is crushed by a large crate and remains stuck to it when it's raised. A man wields a prop gun in a movie scene, and Ernest suffers some snake bites in another."
14,2157505,129,Sherlock Holmes: A Game of Shadows,5fe9a32b-c66a-4d80-9e28-5ba5a3b4b491,4.0,"The film is filled with highly choreographed fights and lots of other action violence. Bare hands, brass knuckles, poison arrows, knives, guns, bombs -- you name it, it's here. Holmes is also tortured in one scene, and there's a suicide. Some scenes are almost balletic because of how directed and maneuvered they are, but they're still bone-crunching and (sometimes) bloody -- and the slow-mo shots can sometimes make the anticipation of the impact even worse."
18,2621906,127,In the Land of Blood and Honey,c8295cc3-cd30-43c8-9bdb-9c2e3cfc91a7,5.0,"Soldiers brutally rape women prisoners, more than once. Women are also bullied and beaten regularly. Lots of blood is shown. Women are used as human shields in a battle. An old woman is shot in the head, and a baby is killed (off screen). A character dies a gurgling, bloody death. In other scenes, soldiers are seen shooting and killing, fighting and pummeling. Also explosions and dead bodies."
13,2626276,105,The Iron Lady,96dde0c2-c7d0-4571-b75f-2d4be91ca892,2.0,"Footage of the Falklands War, as well as strategy conversations about how to proceed against the Argentines. In one jarring scene, Margaret's senior adviser is killed in a car bomb planted by the I.R.A.; the explosion occurs just moments after she speaks to him in a garage. References to the I.R.A. hunger strikers; a montage of English protesters demonstrating against Thatcher's policies."
17,2658096,88,Underworld Awakening,2a40d227-abef-49b9-9988-5bd2c826dbe0,5.0,"Extremely strong fantasy violence, with several bloody battles and dead bodies. There's hand-to-hand fighting, shooting, stabbing, slicing, spurting blood, blood drinking, and bombs and explosions. A 12-year-old girl is shown slicing her wrists (she's a vampire/lycan, and the cuts heal instantly). There's disturbing talk of ""cleansing,"" as the humans wipe out all vampires and lycans. The main character revives a fallen comrade by slicing open his stomach and reaching her hand in. Viewers see a protruding broken bone, an injection into an eyeball, and a throat ripped out."
16,2680386,85,Scary Movie 5,a6842227-ca41-40a3-9072-1b3f61603aa1,4.0,"In one scene, a clueless aunt and uncle punch a couple of little girls in the face (the girls punch back). A baby's head is bashed on a door frame and is also accidentally set on fire. In a scene spoofing Evil Dead, characters saw off their limbs and slice their tongues -- it all happens off screen, though lots of blood is shown. Two characters draw and fire guns. Lots of slapstick falling, characters getting clocked in the head, and comical fighting."
17,2679411,88,Hansel and Gretel: Witch Hunters,344b0ecb-707f-4fe7-86f3-eb4e6387e37e,4.0,"Constant outrageous, bloody fantasy violence and almost wall-to-wall fighting and chasing. Very powerful guns and other weapons are used. Bad guys are shot, stabbed, and beheaded. Heads are smashed. A man's stomach explodes. A witch is burned at the stake, and a man is hanged. Gretel is violently beaten up in a fight, and many female witches are viciously battered. Children are in peril. There's some scary, horrific witch-related imagery. Many minor characters are killed, in addition to one major supporting character."
13,2680136,99,Wrath of the Titans,4b27619b-ae94-4339-aea9-1782a87d5bde,3.0,"The violence is less intense than in the previous movie and mostly bloodless, though there are some fights, with characters stabbed, bashed in the head, and thrown up against tree trunks. Perseus also battles many computer-generated creatures with swords and other makeshift weapons. Several gods die onscreen, turning gray and crumpling into ashes. Fiery monsters roast innocent victims."
9,2664391,99,Return to Snowy River,cb91156a-f2b1-4567-afe7-ba51081a751a,3.0,"There's a good deal of violence for a PG-rated movie. The action includes mostly gun violence and a hand-to-hand brawl. A wild stallion tramples a man to death. Wealthy Alistair pays a group of men to harass Jim. After a dangerous leap down a mountain, a horse falters and dies. Alistair tries to kill Jim with a sword as if he was jousting. They have a fist fight and both men are seriously injured."
17,2677371,90,Pariah,e36d56ea-f368-493b-99d7-191a2448754d,2.0,"A husband and wife argue loudly and sometimes viciously. Men leer and harass a young woman at a store. Some references to street crime; also, some characters are homophobic and refer to LGBT people with slurs."
6,2690951,75,The Adventures of Tom Thumb and Thumbelina,b667d001-f45c-4c58-bc87-702c75f2aac4,2.0,"Some standard cartoon violence -- chases, spills, falls. Early in the film, a monkey bites the hand of the circus ringleader, which requires him to wear gauze."
18,2679706,110,The Raven,e8fee2a0-e428-46db-83d5-b31ab9bbaea5,4.0,"Extremely grisly murders, with gallons of spurting, gurgling blood. A man is sliced in half with a swinging blade; a man's throat is sliced; and viewers see several bloody, mangled corpses, including one of a 12-year-old girl. The female lead is kidnapped and locked in a coffin (a la ""The Premature Burial""). There are guns and shooting. One of the main characters is shot in the shoulder, and he howls in pain as a doctor digs for the bullet with a knife. A cadaver is tortured. Viewers also see a dead cat, a dead raven, a human heart (being eaten by a raccoon), and a human tongue. Also some ""jump"" scenes, lots of arguing, and some punching."
8,2693461,107,Second Chances,1b685a9e-b12c-4419-9140-19d76087aff6,3.0,"A car accident is shown at the beginning of the film where a girl is found unconscious, presumably thrown from the vehicle. We later learn her father died in the accident. Two little girls get into a brief scuffle in which they shove each other then fall to the ground pushing. A character falls off a horse in the rain and is sent to the hospital."
16,2719041,124,The Five-Year Engagement,f42d1c5f-f945-40dd-993e-47a832f398d7,2.0,"Some heated arguments and a few accidents involving a crossbow, a cleaver, and frostbite that feature grisly images of reasonably serious injuries (though the tone is light/humorous). Some scenes feature deer hunting. One man angrily threatens another with bodily harm, chases him down the street, and then takes a few swings at him, though it's not really much of a fight."
10,2694941,90,Finding Rin Tin Tin,44d67375-95f0-4f4a-8872-97cfac53e318,2.0,"There are multiple cartoonish action sequences: an army cook chases dog and boy brandishing a rolling pin; the dog chases a robber through a crowded marketplace, upending food carts and people; ""Rinty"" spills oil on the kitchen floor so the cook falls repeatedly; there's a silly pig stampede. More seriously, a young child is captured by crooks who hope to sell him; the dog-hero rescues a baby carriage from a burning building. There's one brief air battle during which the hero's plane is hit and he is injured. An avalanche buries the French village, but once again, Rin Tin Tin comes to the rescue."
8,2728191,74,Bratz: Desert Jewelz,15c44fb6-7f43-4d6f-a6e3-f03ff3487402,3.0,"Katia is kidnapped by a nefarious professor, and her friends are stranded in a cave until they figure out how to escape. Kids may be initially scared of the hideous hag with the warts and crooked teeth, but she's actually helpful. There's definite peril in a few scenes, especially when it seems like a beloved camel has fallen over a cliff or that a father is trapped as a genie forever. Since Katia is kidnapped for the majority of the film, the sequences featuring her and her captor are especially tense."
8,2727076,78,Slappy and the Stinkers,6025c2fc-b260-4852-9479-a27aab2e2275,2.0,"Clownish action from beginning to end. There are only two brief and perhaps disturbing scenes in which the villain tries to train a kidnapped sea lion by chaining him and using an electric prod. Otherwise there are no serious injuries and there is no actual suspense, just lots of slapstick action."
18,2723046,121,The Divide,ee3d2635-3a7a-45b7-9dc2-ff6b1ecf7291,5.0,"In addition to beatings, shootings, dead bodies, gurgling blood, and gore, The Divide has rape, torture, humiliation, severed fingers, and the chopping up of decaying bodies. A little girl is kidnapped; children also are seen shaved and experimented upon and stuck in hibernation chambers. There's a sense of fear and dread around nuclear fallout; the characters grow sicker and more horrific-looking as the movie goes on. And the tone of all this is realistic, mean, and hopeless rather than thrilling in any way."
8,2750031,88,Wild Hearts Can't Be Broken,4b689fac-8dd0-4415-9488-cc73192b02d7,3.0,Sonora has a major accident with injury near the end of the movie. Several brief fisticuffs and shoving matches. Sonora bloodies her nose while learning how to jump on a moving horse. Some of the scenes of Sonora and the horse diving from the high dive into the water-filled tub may be a bit scary. Sonora is verbally bullied by kids in her hometown after she cuts her hair.
16,2741391,123,A Separation,fff5b6bc-0e20-48e9-9512-d32069a65b3e,2.0,There's a minor scuffle as an enraged man tries to eject a woman from his home. Also discussion of a miscarriage. Many shouting matches and tense arguments.
18,2770821,146,The Flowers of War,84760007-e384-4988-a4a2-deb64e599c7a,5.0,"Many violent sequences include battle scenes and their bloody aftermath, as well as several graphic sexual assaults. Innocents flee from gunfire, bayonets, and automatic weapons. Both soldiers and civilians are savagely attacked. There are point-blank shootings, piles of bodies (children, adults, soldiers), gruesome injuries, and explosions in slow motion hitting their targets. A dozen young girls are in danger throughout, one of whom falls to her death. Two prostitutes are gang raped and murdered by cackling Japanese soldiers."
7,2769691,89,Radio Rebel,44d8cb90-79a0-4d8a-9f6f-9e178cf53761,0.0,Not applicable
17,2788546,100,The Innkeepers,63f78f56-e6dd-4ee2-923b-9fd60c6fb1df,4.0,"The movie has long non-gory stretches, but when the scary/gory stuff happens, it happens full-blast. Viewers see bloody bodies, scary ghosts, and frightening attacks. The main character, a woman, is sometimes in peril. A character tells scary ghost stories to a young boy. Characters die."
8,2758826,95,Like Mike 2: Streetball,7d488117-51b2-4d21-9054-8b2e7633851f,1.0,"Some players are mean to and aggressive with Triple J and his friends on the court (trash talking and pushing), and one player is an ex con with an ankle bracelet who acts menacing toward the younger players. During a game, one boy falls so hard he sprains his ankle."
17,2762381,117,The Grey,a332f51f-16b8-400f-a172-04b8e0e72ac2,4.0,"Many characters die; there's lots of blood and some gore. Wolves attack people, and people shoot wolves. There's a huge, scary plane crash shown from inside the plane, followed by the wreckage and gory dead bodies. The main character contemplates suicide in an early scene. There's a brief, frightening dream sequence. People engage in a barroom brawl in an early scene. A character drowns. A character severs the head of a dead wolf and hurls it into the woods."
10,2791766,165,Funny Girl,eaaa34d3-b22a-402f-8111-2ff4dde0b885,0.0,Not applicable
16,2801491,83,The Dictator,314ecd8c-5746-44d2-8494-83099f958476,2.0,"Cartoonish violence with lots of talk (and gestures) about killing people, but no gore. Some scenes involve assassinations and include references to genocide. Aladeen brandishes weapons, and there's a scene in which instruments of torture are discussed at length for their effectiveness. Aladeen is ruthless and quick to order the death of those who have failed him, but not all of his orders are carried out."
12,2801501,131,Battleship,bb705651-c6ec-4d2e-93a2-023cb297582e,4.0,"As with most alien-invasion films, there's a huge body count. The aliens wipe out two entire ships, destroy a number of buildings, and cause widespread deaths in Hawaii and China, as well as worldwide panic. A few well-liked secondary characters die. Lots of explosions and gun violence, as well as some minor brawling among the rival naval officers. Characters are shown bloodied from close calls, as well as moments before their ships explode."
5,2808976,93,Treasure Buddies,f8f2df65-440b-4b5d-b40e-ca7d1b0a3514,2.0,"Like the other Buddies adventures, this one features mild peril and frightening sequences. A camel kicks a person to help the puppies escape; in other scenes, it spits on people's faces (this is portrayed as comical). Quicksand buries two evil cats, and a dangerous game of Senet causes one man and two other villainous cats to fall (presumably to death or injury). It's clear that a bunch of cat statues that come to life hissing and clawing are evil. A man is OK with leaving another character and a young child behind as long as he gets the treasure he always wanted."
6,2810186,95,Toby Tyler,0840e120-c2bd-41ed-b0a0-ff1c790542e4,2.0,"Some cartoon action: a large, strongman throws several people into water to punish them for bad behavior. A chimpanzee errantly fires a gun multiple times; no one is hit. Also, a boy falls from a horse and breaks his leg; and two scary incidents involve the chimp and at one point viewers think he might be dead."
11,2822611,113,Undefeated,9c216f35-56d0-4990-88d6-049731870a4d,1.0,"Two players push each other, and one calls the other ""gay."" Chavis is known for having anger management problems, and he's suspended from playing for a portion of the season for his behavior. The actual game can get fairly violent, and one fall injures a key player."
17,2818126,118,W.E.,6ee57d0a-3998-4b4c-8f8e-945a73c19d73,3.0,There's a disturbing amount of domestic abuse in the story. Wallis is severely beaten by her first husband; she's kicked so hard that she miscarries (blood is shown pooling around her naked body). Wally's husband also beats her after a fight escalates into physical abuse. Wallis slaps Wally.
16,2811556,99,Tiny Furniture,4eb853f8-ab47-480c-b192-6df53b68738a,1.0,Some intense arguments among family members.
16,2833556,96,Chico & Rita,48673144-ae0e-40ed-9e18-bf42bf1dc8bf,2.0,"A few animated conflicts, including a realistic slap-fight between two women, a car chase, and a not totally realistic drug-related shooting that leaves a man dead."
17,2817466,115,Safe House,b36f86ba-7670-4389-a0b2-becffad14208,4.0,"This movie is a non-stop chase, with lots of shooting, deaths, and blood. There are explosions, car chases, car crashes, knife fights, strangling, and fist fights. Characters are stabbed with shards of glass. There's an intense scene of water torture (a wet towel is placed over the victim's face, and water is poured on top to simulate the feel of drowning)."
14,2832476,172,Patton,36e48926-5e93-4d11-bc54-5d7b81190835,3.0,"There are several battles, marked with dropping bombs and explosions, and shooting of guns (mostly shown from a distance). In the aftermath, there are many dead bodies, some covered in blood. In one disturbing sequence, Patton shoots and kills a couple of donkeys that are blocking a road. (Their deaths are off-screen.) In a famous sequence, he slaps a soldier for being a ""coward."""
15,2847156,95,Ghost Rider: Spirit of Vengeance,6e03253b-319d-4177-8197-560984b26b13,4.0,"Very little blood, and all of the violence is heavily FX-based, but viewers do see characters rotting and burning. A boy of about 13 and his mother are in danger; they're both physically attacked, pushed around, and hit. The boy is kidnapped and treated roughly (he's injected with a needle and gets a small cut on his face). There are also threats and heavy fighting, guns and shooting, car chases, crashes, and explosions. Minor characters die. Some scary stuff (Ghost Rider's skull face is quite creepy). Characters behave angrily and crazily."
8,2841646,115,Pinocchio (2002),30db4b0e-a19a-42c4-9bd4-0d23d12d71e8,3.0,"Many action sequences that could be frightening and confusing to kids. Characters die and/or get injured, and some then come back to life -- including Pinocchio (shown in shadows, hanging lifeless from a rope for several minutes), Gepetto (he disappears in the ocean after his boat capsizes and doesn't reappear until much later), and a young man who is turned into a donkey and ultimately dies. There are black-clothed, shadowy characters labeled ""assassins"" and ""robbers"" that threaten Pinocchio and laugh hideously. The traditional whale that swallows Pinocchio and his father is a scary creature with giant teeth. Also chases, falls, a runaway log wreaking havoc on a village, and fist fights."
7,2844921,85,The Retrievers,b216b57c-2252-4174-b7e3-f341b37661b1,1.0,"Three suspenseful moments, all involving animals in danger. In two incidents, all turns out well. In the third, an animal is the off-camera victim of a tragic accident."
13,2857686,111,Honey 2,178d45e2-4992-41c0-b504-6b03c0e1f593,2.0,"Some pushing, shoving, and trash talking that leads to a dance-off. The movie starts at a girls' juvenile detention center where the girls are hostile toward each other."
14,2854611,121,The Way,bb7268b5-5c79-4d4e-846e-752d48a90e3a,1.0,"The main character is forcibly escorted to a police station after drunkenly resisting police officers. In other action scenes, he scuffles with a woman, and she slaps him; he also jumps in a turbulent river to retrieve his backpack, and he chases a young thief."
8,2862876,83,The Lone Ranger,c34a2d1c-45b9-444e-8b57-961a36392832,3.0,"Lots of standard 1950s cowboys-and-Indians fighting. Gunplay, rifleplay, bow-and-arrowplay, dynamite, fistfights, and Tonto nearly gets strung up and hung by angry townsfolk. Characters are shot and killed at far and close range, and in one instance, a character is shot and killed and then trampled by a herd of cattle."
17,2858536,89,Fireflies in the Garden,12a892a1-cd8f-452b-8bfe-e79c1d2794c0,2.0,"Several very intense arguments, including one that escalates into violence when a tween boy is so enraged that he attacks his father. Some scenes feature a father who metes out punishments so harsh they border on cruel. Much of the movie's action is precipitated by a terrible car accident."
17,2877506,102,Being Flynn,b50b6594-d867-4327-8b17-e8ffa55d9e26,2.0,"Jonathan has a mean streak. He brandishes a bat that he uses as a weapon and airs his prejudices in aggressive ways. He gets in fights -- mostly off-camera -- and the battle scars are sometimes visible. He also witnesses a homeless man beaten up by a group of teens. There's a brief scene in which a dead, bloodied body is displayed in front of a building. Suicide is a theme of the movie."
18,2875536,93,Tim and Eric's Billion Dollar Movie,2144beb9-9914-42e7-b14c-75202c8329df,4.0,"Trying to get their money back, tough movie moguls torture two old ladies, beating them up and severing a finger -- there's spurting, gushing blood. A man is attacked by a wolf. A bloody showdown at the climax features explosions, weapons, and beheadings. A character is covered in diarrhea. Many characters die horrible, gory deaths, and a child is kidnapped. All of this is played for laughs."
12,2891351,95,"Mama, I Want to Sing!",3faa3c4f-b459-486e-a371-673002f1b0d3,1.0,"A character lands a job as a combat photojournalist in Iraq. A few scenes show soldiers in bombed-out neighborhoods, though there are no actual combat scenes. Some people argue heatedly."
10,3819516,95,From Time to Time,07880938-935f-42e3-9ca2-c618095184d7,3.0,"Some eerie moments when ghosts first are heard and then are revealed. A mean teen boy jeopardizes a young child, forcing him into a chimney, then lighting the fireplace below. In the climactic scenes, a fire consumes much of the great house, endangering more than 20 people, including several children. It's an extended sequence with falling rafters, children trapped in burning rooms, and narrow escapes through tunnels and staircases."
15,1262615,105,Shine,b3ec83d8-20bb-4abb-9f02-7196e531e967,2.0,"Parental abuse is mostly psychological, but some slapping in one scene. David undergoes electro-shock therapy, non-explicitly."
6,1249748,78,The Emperor's New Groove,0cb9db19-8c72-4a2c-9197-4683bec2c83f,2.0,"Though most of the violence is comic, slapstick violence, Yzma does try to kill Kuzco more than once, and she's not shy about saying: ""I will KILL you!"" Perilous falls and dark jungle scenes might be frightening for younger viewers."
15,1262742,116,Battle: Los Angeles,3dab10e0-2540-4d45-ba0e-49268c181a59,4.0,"This movie is an almost constant battle, with a plethora of guns and shooting. Many characters get shot and die, and there's a generous amount of blood. There are also grenades, missiles, and big explosions, as well as general devastation and destruction. In one graphic scene, the heroes ""operate"" on an alien body, looking for major organs in an attempt to figure out how to kill it."
7,1258071,88,Spy Kids,f1abd066-0e04-410d-8f87-62cf9ee135ce,3.0,"A good bit of peril and fantasy/cartoonish action violence, though it's often played for laughs. Fights and chases, plus falls, crashes, and explosions. Mutant creatures could be scary to some little kids."
14,1259233,106,Mostly Martha,1fbee173-b630-418e-8c80-91bf5fe76df6,3.0,One scene of Martha and her neice slapping each other.
8,1260014,82,Bratz: Girlz Really Rock,6cb63f01-ad21-486f-9d78-85e939f04352,0.0,Hijinks with water balloons is as bad as it gets.
16,1261527,115,Pirate Radio,f51ae8fe-c555-4473-9671-0a937f5d979a,1.0,"Characters threaten one another, and there's playful banter, but hardly any physical violence and no blood or gore. Police are armed."
17,1259067,86,Aliens vs. Predator: Requiem,bb8cc63c-9aac-4268-946d-f698a5e61660,5.0,"Typical Aliens-style violence includes chests exploding, teeth ripping flesh, acidic blood burning human faces. Standard Predator business includes hunting prey, shooting with lasers. A small boy watches his father get attacked by an alien and cries in terror; the father's arm falls off, and after the boy is also attacked, both of their chests explode to ""birth"" toothy, hissy little aliens. A small girl sees her father assaulted by an alien who crashes through her bedroom window and rips him up. An alien enters the pregnancy ward, sucks babies out of women, and implants its own babies inside; a later scene shows their bellies bursting open bloodily to reveal little aliens. Police officer is found dead, hanging upside down from a tree and skinned. Other images include a space ship crashing, heads blown off or shot through with Alien's penetrating jaw, a girl pinned to a wall by Predator's throwing star, bullies hitting and kicking Ricky, shooting at the aliens that produces blood and burning flesh, and blood all over. Alien-Predator fights feature punching, kicking, biting, shooting, throwing bodies against/through walls. Nuclear explosion kills some protagonists. A bully beats up one of the lead characters and throws his truck keys into the sewer grate."
13,1256791,130,Oliver Twist,c6f69fc2-3a5d-40f6-b943-e2597faa6528,3.0,"Oliver is beaten and abused (at one point he breaks his arm); a young woman is murdered, with blood visible."
12,1258199,112,Becoming Jane,26b813a5-dbae-48a3-aef0-4c31a61cd82a,3.0,"A few characters box in a bar; basically, they brawl while others bet on their match, and the results are quite bloody."
13,1255924,100,An Inconvenient Truth,7067d5e4-6ec3-4ffe-bc9c-0c572de76ee6,3.0,"Images of environmental devastation, including post-Katrina footage (bodies floating); heat-wave effects (mostly numbers of people who died in France, 2003); melting polar ice caps (a polar bear looks sad as it tries to find ice on which to rest but must keep swimming); an animated frog almost boils in a beaker; Gore discusses shooting his rifle as a boy; a flashback sequence shows Gore worried about his six-year-old son, who almost died in a car accident."
18,1254094,100,Frailty,c9c748a8-ed22-4aff-a7c1-9e90f81fa455,4.0,"Multiple grisly murders (mostly offscreen, deranged parent, child locked u."
9,1259642,219,The Ten Commandments,807754b2-a1ef-476d-95e7-f5fb755a7e1c,3.0,"Hebrew slaves are whipped, threatened with death (including an old woman nearly crushed under a stone), and occasionally killed on camera. Moses strangles an Egyptian baddie, and a princess is nearly murdered. Children (in the massacres/deaths of the first born) die off-screen, and a boy's body is shown."
3,1258674,50,Rudolph's Shiny New Year,b639e095-9a13-4155-b1ac-930206e52334,1.0,Mild scenes of peril by a threatening giant bird.
18,1262810,96,Super,54d86931-c166-4fe9-9581-0fc707560423,5.0,"Frequent violence throughout the movie. Early in the film, bullies are shown urinating on the head of a young boy. During a dream sequence, a man gets a poker stabbed in his neck; blood gushes out. Three bouncers are shown kicking and punching a man on the ground. Tentacles wielding razors slice open a man's head, pulling back his scalp to reveal his brain. Various criminals are hit in the head with a pipe wrench, causing bloody foreheads. In a dream sequence, the main character imagines himself being raped by other men in a prison. A detective is shot in the head by three bouncers. A woman dressed as a superhero slices a man to death with a makeshift claw. A man is burned alive. A woman's head is blown off by a gun. At the end of the movie, there's a mass shootout with many casualties. The lead criminal is shot in the crotch with a razor."
15,3299046,100,Hope Springs,84926f3f-d4f0-48cd-852c-7ae23784e063,0.0,Not applicable
15,1261148,107,The Time Traveler's Wife,8d1623a7-ed7b-434e-b6db-d1a7c9684ac9,3.0,"Early in the movie, there are some perilous/fiery scenes of an intense car accident. There's also some fistfighting (with some injuries), and a man is shot and is shown bleeding. Characters hunt with rifles. A woman bleeds heavily during a miscarriage. A man gets slapped after speaking harshly to a woman."
18,1253059,97,The Watcher,2f6755bd-3fa2-46fe-bceb-7526ca22adb3,4.0,"Plot centers on a serial killer, many deaths."
10,1255716,110,Ghostbusters II,f79efdd5-ccf0-4a1f-916f-a715e7a91b15,3.0,"Some demonic imagery, including dozens of severed heads in the subway. A baby in a carriage rolls away from her mother and weaves in and out of NYC traffic. The Ghostbusters crew attacks the slime and the ghosts with laser guns that shoot light and goo. A baby walks out onto the ledge of a high-rise apartment building before being kidnapped by a ghost. Reckless driving. Explosions."
13,1257578,106,The Devil Wears Prada,17f46df7-4e5b-42e7-9c90-3347403ae9cb,1.0,"Girl hit by taxi flies over hood to the street, ends up in hospital with bruised face and broken leg."
