,age,id,length_min,title_matched_path,title_matched,title,uuid,violence_rating,violence_text
7514,10,6081543,120,/data/GDI/SeeJane_2019/The_Kid_Who_Would_Be_King.mp4,The Kid Who Would Be King,The Kid Who Would Be King,4145d539-4220-482a-b3c6-68f5a28c4bd0,3.0,"Shape-shifting villain Morgana is incredibly creepy in every form, especially as winged, demonic-looking creature. Her armed dark army is also scary: Horse-mounted mud creatures with fiery eyes, weapons (like ring wraiths in Lord of the Rings); they attack the kids, even invade Alex's home. Creepy skeleton warriors, evil trees attack the kids. Suspenseful chases/big battles between Morgana/her army and kid knights and schoolmates; at one point, Merlin looks done for. Morgana breathes fire, destroys a lot of the school, while kids use homespun weapons to defeat her. Apocalyptic vision of future if kids don't succeed. Lance and Kaye start out as bullies who pick on Bedders and Alex, taunting, threatening, pushing them, making Bedders hang upside down, etc. Alex gets in a fight with Lance, who later wants to retaliate with Kaye as backup. Alex falls in a construction site, looks injured. School kids throw food/items at ""Mertin."" Alex reluctantly points his sword at his mom to get out of house. Animated battle violence in opening backstory sequence. Talk of instability throughout world: fear, crisis, division. Kids argue."
387,13,6108417,122,/data/GDI/SeeJane_2019_2/Ad_Astra.mp4,Ad Astra,Ad Astra,1bf8f9f6-5ef4-4bf3-b69a-0771181184d2,3.0,"A wild animal fatally attacks a human; it happens off-screen, but viewers see the gory remains. Several deaths as a result of guns, explosions in a war zone, pressurized head explosions, a stabbing, an implied suicide. People fall to their death from a high platform during a natural disaster."
453,10,6065617,124,/data/GDI/SeeJane_2019/Captain_Marvel.mp4,Captain Marvel,Captain Marvel,a3cd9ba3-b235-44bc-afa8-5e841e4a099f,3.0,"Guns are used; most weapons are of the fantasy/space variety, like laser scepter, photon blasts. A young woman punches what appears to be an old woman (it's not). Minimal blood is shown, and it's usually blue alien blood. All deaths are those of aliens. Lots of fistfights, including throwing people against walls, blasting them away. Explosions/destruction."
835,8,6078165,128,/data/GDI/SeeJane_2019/Aladdin.mp4,Aladdin,Aladdin,00be9b07-4a17-45bc-a5ae-ab740b72603b,3.0,"Cave of Wonders is scary. When Abu breaks the rules, it crumbles and spews lava, nearly killing Aladdin and Abu. Falls and perilous climbs/pursuits/flights. Jafar pushes a man to his death in a dark, creepy dungeon, later uses his powers to disappear people and torture the sultan. He also tries to kill Aladdin by pushing him, bound, into the water (it's a tense scene for a few moments while Aladdin is in danger of drowning). A giant bird chases the heroes, causing damage. Jafar is scary when he wields his full powers. Sultan's armed guards take hold of various people and chase/capture Aladdin. Genie is forced to make even dangerous wishes come true. Arguing. References to both Jasmine's mother and Aladdin's parents being dead. Carpet is damaged during an action scene, which could upset some young kids."
1477,13,6072807,130,/data/GDI/Film2018/Creed_II.mp4,Creed II,Creed II,507d9fc8-fb50-4b41-ae18-a8b91241750f,3.0,"Boxing-related violence. Though it's not more graphic than previous entries in the series, the intensity is stepped up slightly from the other films because the fights seem/feel more realistic. There's also a seriously depicted internal injury."
7478,13,6072810,130,/data/GDI/Film2018/Green_Book.mp4,Green Book,Green Book,49c97952-7f00-422e-9397-e2a67396c934,3.0,"Fistfight after verbal confrontation in and in front of nightclub. A black man gets beaten up in a bar for no reason. Tony threatens to pull out a gun to defend Dr. Shirley; bartender then pulls out shotgun. Police officer stops Tony and Dr. Shirley's car; after Tony punches cop, cop arrests both men, making veiled threats about ""boy"" being ""his."" Men who engaged in sexual activity are caught, handcuffed."
6812,16,5682506,133,/data/GDI/SeeJane_2019_2/The_Wizard_of_Oz.mp4,The Wizard of Oz,The Wizard of Lies,f174b22f-f43d-4435-97d6-fdc12d3cfb3f,3.0,"Arguing, yelling, threats. Suicide occurs; a body is shown hanging from a ceiling."
8594,14,1254018,134,/data/GDI/SeeJane_2019/The_Hustle.mp4,The Hustle,The Hustler,79964c98-aaca-46f9-80ed-ca03103217ac,3.0,Eddie beat up (in shadows); Sarah commits suicide (off-screen).
7337,15,6003761,135,/data/GDI/Film2018/BlacKkKlansman.mp4,BlacKkKlansman,BlacKkKlansman,1ac8f1fb-7106-4a65-9a47-059e761b88a5,3.0,"Very little violence shown. But one particularly sadistic lynching is described in disturbing detail, and pictures of its aftermath are shown. Fatal explosion. Guns are often brandished, fired. White cops beat a black man; another white officer makes racist threats. Footage from real-life altercations in Charlottesville, VA, in 2017, including a fatal attack with a car."
4555,12,6065768,141,/data/GDI/Film2018/First_Man.mp4,First Man,First Man,16c38e28-9954-414a-8882-a44ee700494f,3.0,"Several deaths due to mission/equipment failures -- most take place off camera. In one case, lead-up to the deaths is shown, with astronauts worrying, yelling for help as fire breaks out. Tense scenes in which astronauts in space have to overcome difficulties that could have life-threatening consequences. A child's death is implied; her small coffin is shown during a funeral."
442,11,6071829,143,/data/GDI/Film2018/Aquaman.mp4,Aquaman,Aquaman,02f49919-f603-4ba9-875f-1d73b20a3d3f,3.0,"Extensive fantasy comic book-style fighting. Little blood, but some impalements and drownings. Characters are shot with blasters, eaten by monsters, beaten. Aquaman uses his trident as a weapon in martial arts-style ways."
7342,13,6007441,172,/data/GDI/Film2018/Hate_U_Give.mp4,Hate U Give,The Hate U Give,971d5f4d-e548-4577-8769-7ce8aef92386,3.0,"Someone pulls a gun at a party; shots send everyone fleeing. A police officer fatally shoots an unarmed teen; some blood seen. Nightmare about the incident. Upsetting flashback: a child being killed during drive-by shooting. Starr is so nervous, grief-stricken, disturbed that she throws up. King and his cronies have guns, make both veiled and open threats; one of his lackeys sets a store on fire when people are inside. Shots are fired at a family's home (they dive for cover). Seven is beaten; his injuries look painful. Tear gas is released at a protest; police clash with protesters; some destruction/rioting. Very tense scene with someone pointing a gun at sympathetic characters and child pulling out a gun. Scuffle outside restaurant leads to confrontation with police. A teen girl rages at another."
3109,10,1253826,238,/data/GDI/SeeJane_2019_2/Gone_With_the_Wind.mp4,Gone With the Wind,Gone with the Wind,cff6ca06-6a5d-449d-8876-2bd357468880,3.0,"The movie revolves around the Civil War, and there is a great deal of overt and implied violence, although sans the gratuitous depictions common in contemporary movies. Wounded soliders are screaming, needing amputations, and dying in tent hospitals. Union officers cruelly light fire to Atlanta. Scarlett shoots a bloodied Union deserter and then drags his body away. Scarlett falls down the stairs and loses a pregnancy. A child dies after a horseback-riding accident. Rhett handles Scarlett roughly and makes a comment about wanting to tear her apart. Men try to steal Scarlett's carriage, causing her to almost falls off a bridge."
