,A3TDR6MXS6UO5,A1T1FK3P2N408,A2Q3SM0KEI497
442223,-100.0,-100.0,-100.0
442345,-100.0,-100.0,-100.0
442374,-100.0,-100.0,-100.0
442381,-100.0,-100.0,-100.0
442395,-100.0,-100.0,-100.0
442402,-100.0,-100.0,-100.0
442425,-100.0,-100.0,-100.0
442528,-100.0,-100.0,-100.0
442551,-100.0,-100.0,-100.0
442573,-100.0,-100.0,-100.0
442595,-100.0,-100.0,-100.0
442678,-100.0,-100.0,-100.0
442742,-100.0,-100.0,-100.0
442747,-100.0,-100.0,-100.0
442768,-100.0,-100.0,-100.0
442774,-100.0,-100.0,-100.0
442794,-100.0,-100.0,-100.0
442800,-100.0,-100.0,-100.0
442820,-100.0,-100.0,-100.0
442900,-100.0,-100.0,-100.0
442929,-100.0,-100.0,-100.0
442934,-100.0,-100.0,-100.0
442967,-100.0,-100.0,-100.0
442973,-100.0,-100.0,-100.0
442994,-100.0,-100.0,-100.0
443099,-100.0,-100.0,-100.0
443126,-100.0,-100.0,-100.0
443130,-100.0,-100.0,-100.0
443150,-100.0,-100.0,-100.0
443156,-100.0,-100.0,-100.0
443166,-100.0,-100.0,-100.0
443704,-100.0,-100.0,-100.0
443725,-100.0,-100.0,-100.0
443732,-100.0,-100.0,-100.0
443750,-100.0,-100.0,-100.0
443758,-100.0,-100.0,-100.0
443803,-100.0,-100.0,-100.0
443808,-100.0,-100.0,-100.0
443851,-100.0,-100.0,-100.0
443955,-100.0,-100.0,-100.0
443976,-100.0,-100.0,-100.0
443981,-100.0,-100.0,-100.0
444021,-100.0,-100.0,-100.0
444027,-100.0,-100.0,-100.0
444048,-100.0,-100.0,-100.0
444128,-100.0,-100.0,-100.0
444176,-100.0,-100.0,-100.0
444181,-100.0,-100.0,-100.0
444209,-100.0,-100.0,-100.0
444233,-100.0,-100.0,-100.0
444252,-100.0,-100.0,-100.0
444328,-100.0,-100.0,-100.0
444350,-100.0,-100.0,-100.0
444356,-100.0,-100.0,-100.0
444384,-100.0,-100.0,-100.0
444390,-100.0,-100.0,-100.0
444413,-100.0,-100.0,-100.0
444429,-100.0,-100.0,-100.0
444438,-100.0,-100.0,-100.0
444482,-100.0,-100.0,-100.0
444487,-100.0,-100.0,-100.0
444517,-100.0,-100.0,-100.0
444527,-100.0,-100.0,-100.0
444528,-100.0,-100.0,-100.0
444566,-100.0,-100.0,-100.0
444571,-100.0,-100.0,-100.0
444572,-100.0,-100.0,-100.0
444611,-100.0,-100.0,-100.0
444614,-100.0,-100.0,-100.0
444617,-100.0,-100.0,-100.0
444628,-100.0,-100.0,-100.0
444635,-100.0,-100.0,-100.0
444641,-100.0,-100.0,-100.0
444678,-100.0,-100.0,-100.0
444684,-100.0,-100.0,-100.0
444703,-100.0,-100.0,-100.0
444710,-100.0,-100.0,-100.0
444744,-100.0,-100.0,-100.0
444749,-100.0,-100.0,-100.0
444751,-100.0,-100.0,-100.0
444778,-100.0,-100.0,-100.0
444786,-100.0,-100.0,-100.0
444794,-100.0,-100.0,-100.0
444800,-100.0,-100.0,-100.0
444803,-100.0,-100.0,-100.0
444807,-100.0,-100.0,-100.0
444828,-100.0,-100.0,-100.0
444834,-100.0,-100.0,-100.0
444855,-100.0,-100.0,-100.0
444864,-100.0,-100.0,-100.0
444873,-100.0,-100.0,-100.0
444957,-100.0,-100.0,-100.0
444972,-100.0,-100.0,-100.0
444978,-100.0,-100.0,-100.0
444983,-100.0,-100.0,-100.0
444985,-100.0,-100.0,-100.0
445008,-100.0,-100.0,-100.0
445012,-100.0,-100.0,-100.0
445032,-100.0,-100.0,-100.0
445037,-100.0,-100.0,-100.0
445055,-100.0,-100.0,-100.0
445059,-100.0,-100.0,-100.0
445066,-100.0,-100.0,-100.0
445150,-100.0,-100.0,-100.0
445175,-100.0,-100.0,-100.0
445181,-100.0,-100.0,-100.0
445186,-100.0,-100.0,-100.0
445193,-100.0,-100.0,-100.0
445200,-100.0,-100.0,-100.0
445208,-100.0,-100.0,-100.0
445226,-100.0,-100.0,-100.0
445233,-100.0,-100.0,-100.0
445251,-100.0,-100.0,-100.0
445253,-100.0,-100.0,-100.0
445260,-100.0,-100.0,-100.0
445264,-100.0,-100.0,-100.0
445279,-100.0,-100.0,-100.0
445288,-100.0,-100.0,-100.0
445297,-100.0,-100.0,-100.0
445326,-100.0,-100.0,-100.0
445336,-100.0,-100.0,-100.0
445367,-100.0,-100.0,-100.0
445375,-100.0,-100.0,-100.0
445402,-100.0,-100.0,-100.0
445428,-100.0,-100.0,-100.0
445430,-100.0,-100.0,-100.0
445437,-100.0,-100.0,-100.0
445456,-100.0,-100.0,-100.0
445462,-100.0,-100.0,-100.0
445480,-100.0,-100.0,-100.0
445513,-100.0,-100.0,-100.0
445530,-100.0,-100.0,-100.0
445575,-100.0,-100.0,-100.0
445577,-100.0,-100.0,-100.0
445586,-100.0,-100.0,-100.0
445603,-100.0,-100.0,-100.0
445607,-100.0,-100.0,-100.0
445625,-100.0,-100.0,-100.0
445636,-100.0,-100.0,-100.0
445645,-100.0,-100.0,-100.0
445651,-100.0,-100.0,-100.0
445652,-100.0,-100.0,-100.0
445658,-100.0,-100.0,-100.0
445678,-100.0,-100.0,-100.0
445697,-100.0,-100.0,-100.0
445704,-100.0,-100.0,-100.0
445752,-100.0,-100.0,-100.0
445761,-100.0,-100.0,-100.0
445795,-100.0,-100.0,-100.0
445800,-100.0,-100.0,-100.0
445804,-100.0,-100.0,-100.0
445829,-100.0,-100.0,-100.0
445837,-100.0,-100.0,-100.0
445844,-100.0,-100.0,-100.0
445851,-100.0,-100.0,-100.0
445859,-100.0,-100.0,-100.0
445878,-100.0,-100.0,-100.0
445885,-100.0,-100.0,-100.0
445896,-100.0,-100.0,-100.0
445902,-100.0,-100.0,-100.0
445907,-100.0,-100.0,-100.0
445946,-100.0,-100.0,-100.0
445954,-100.0,-100.0,-100.0
445993,-100.0,-100.0,-100.0
446000,-100.0,-100.0,-100.0
446002,-100.0,-100.0,-100.0
446020,-100.0,-100.0,-100.0
446026,-100.0,-100.0,-100.0
446052,-100.0,-100.0,-100.0
446061,-100.0,-100.0,-100.0
446068,-100.0,-100.0,-100.0
446074,-100.0,-100.0,-100.0
446079,-100.0,-100.0,-100.0
446120,-100.0,-100.0,-100.0
446127,-100.0,-100.0,-100.0
446201,-100.0,-100.0,-100.0
446236,-100.0,-100.0,-100.0
446242,-100.0,-100.0,-100.0
446251,-100.0,-100.0,-100.0
446255,-100.0,-100.0,-100.0
446276,-100.0,-100.0,-100.0
446281,-100.0,-100.0,-100.0
446297,-100.0,-100.0,-100.0
446302,-100.0,-100.0,-100.0
446304,-100.0,-100.0,-100.0
446308,-100.0,-100.0,-100.0
446329,-100.0,-100.0,-100.0
446334,-100.0,-100.0,-100.0
446349,-100.0,-100.0,-100.0
446356,-100.0,-100.0,-100.0
446445,-100.0,-100.0,-100.0
446453,-100.0,-100.0,-100.0
446477,-100.0,-100.0,-100.0
446498,-100.0,-100.0,-100.0
446503,-100.0,-100.0,-100.0
446504,-100.0,-100.0,-100.0
446506,-100.0,-100.0,-100.0
446527,-100.0,-100.0,-100.0
446534,-100.0,-100.0,-100.0
446556,-100.0,-100.0,-100.0
446559,-100.0,-100.0,-100.0
446563,-100.0,-100.0,-100.0
446567,-100.0,-100.0,-100.0
446571,-100.0,-100.0,-100.0
446654,-100.0,-100.0,-100.0
446662,-100.0,-100.0,-100.0
446703,-100.0,-100.0,-100.0
446714,-100.0,-100.0,-100.0
446722,-100.0,-100.0,-100.0
446728,-100.0,-100.0,-100.0
446734,-100.0,-100.0,-100.0
446741,-100.0,-100.0,-100.0
446749,-100.0,-100.0,-100.0
446756,-100.0,-100.0,-100.0
446761,-100.0,-100.0,-100.0
446780,-100.0,-100.0,-100.0
446785,-100.0,-100.0,-100.0
446796,-100.0,-100.0,-100.0
446800,-100.0,-100.0,-100.0
446809,-100.0,-100.0,-100.0
446839,-100.0,-100.0,-100.0
446845,-100.0,-100.0,-100.0
446893,-100.0,-100.0,-100.0
446899,-100.0,-100.0,-100.0
446929,-100.0,-100.0,-100.0
446955,-100.0,-100.0,-100.0
446957,-100.0,-100.0,-100.0
446962,-100.0,-100.0,-100.0
446967,-100.0,-100.0,-100.0
446984,-100.0,-100.0,-100.0
446990,-100.0,-100.0,-100.0
447032,-100.0,-100.0,-100.0
447049,-100.0,-100.0,-100.0
447051,-100.0,-100.0,-100.0
447107,-100.0,-100.0,-100.0
447113,-100.0,-100.0,-100.0
447163,-100.0,-100.0,-100.0
447171,-100.0,-100.0,-100.0
447182,-100.0,-100.0,-100.0
447208,-100.0,-100.0,-100.0
447214,-100.0,-100.0,-100.0
447230,-100.0,-100.0,-100.0
447244,-100.0,-100.0,-100.0
447248,-100.0,-100.0,-100.0
447252,-100.0,-100.0,-100.0
447273,-100.0,-100.0,-100.0
447278,-100.0,-100.0,-100.0
447287,-100.0,-100.0,-100.0
447339,-100.0,-100.0,-100.0
447345,-100.0,-100.0,-100.0
447401,-100.0,-100.0,-100.0
447407,-100.0,-100.0,-100.0
447409,-100.0,-100.0,-100.0
447423,-100.0,-100.0,-100.0
447428,-100.0,-100.0,-100.0
447448,-100.0,-100.0,-100.0
447452,-100.0,-100.0,-100.0
447463,-100.0,-100.0,-100.0
447471,-100.0,-100.0,-100.0
447473,-100.0,-100.0,-100.0
447479,-100.0,-100.0,-100.0
447501,-100.0,-100.0,-100.0
447507,-100.0,-100.0,-100.0
447526,-100.0,-100.0,-100.0
447648,-100.0,-100.0,-100.0
447675,-100.0,-100.0,-100.0
447680,-100.0,-100.0,-100.0
447726,-100.0,-100.0,-100.0
447733,-100.0,-100.0,-100.0
447753,-100.0,-100.0,-100.0
447874,-100.0,-100.0,-100.0
447900,-100.0,-100.0,-100.0
447908,-100.0,-100.0,-100.0
447926,-100.0,-100.0,-100.0
447933,-100.0,-100.0,-100.0
447978,-100.0,-100.0,-100.0
448074,-100.0,-100.0,-100.0
448100,-100.0,-100.0,-100.0
448103,-100.0,-100.0,-100.0
448127,-100.0,-100.0,-100.0
448136,-100.0,-100.0,-100.0
448204,-100.0,-100.0,-100.0
448273,-100.0,-100.0,-100.0
448301,-100.0,-100.0,-100.0
451068,-100.0,-100.0,-100.0
451081,-100.0,-100.0,-100.0
451158,-100.0,-100.0,-100.0
451175,-100.0,-100.0,-100.0
451280,-100.0,-100.0,-100.0
451290,-100.0,-100.0,-100.0
451303,-100.0,-100.0,-100.0
451309,-100.0,-100.0,-100.0
451324,-100.0,-100.0,-100.0
451334,-100.0,-100.0,-100.0
451346,-100.0,-100.0,-100.0
451353,-100.0,-100.0,-100.0
451363,-100.0,-100.0,-100.0
451369,-100.0,-100.0,-100.0
451422,-100.0,-100.0,-100.0
451455,-100.0,-100.0,-100.0
451494,-100.0,-100.0,-100.0
451502,-100.0,-100.0,-100.0
451523,-100.0,-100.0,-100.0
451529,-100.0,-100.0,-100.0
451556,-100.0,-100.0,-100.0
451561,-100.0,-100.0,-100.0
451587,-100.0,-100.0,-100.0
451592,-100.0,-100.0,-100.0
451617,-100.0,-100.0,-100.0
451625,-100.0,-100.0,-100.0
451651,-100.0,-100.0,-100.0
451660,-100.0,-100.0,-100.0
451687,-100.0,-100.0,-100.0
451697,-100.0,-100.0,-100.0
451725,-100.0,-100.0,-100.0
451732,-100.0,-100.0,-100.0
451743,-100.0,-100.0,-100.0
451751,-100.0,-100.0,-100.0
451782,-100.0,-100.0,-100.0
451789,-100.0,-100.0,-100.0
451816,-100.0,-100.0,-100.0
451825,-100.0,-100.0,-100.0
451836,-100.0,-100.0,-100.0
451844,-100.0,-100.0,-100.0
451872,-100.0,-100.0,-100.0
451879,-100.0,-100.0,-100.0
451908,-100.0,-100.0,-100.0
451916,-100.0,-100.0,-100.0
451965,-100.0,-100.0,-100.0
451972,-100.0,-100.0,-100.0
452018,-100.0,-100.0,-100.0
452028,-100.0,-100.0,-100.0
452067,-100.0,-100.0,-100.0
452073,-100.0,-100.0,-100.0
452106,-100.0,-100.0,-100.0
452114,-100.0,-100.0,-100.0
452144,-100.0,-100.0,-100.0
452151,-100.0,-100.0,-100.0
452176,-100.0,-100.0,-100.0
452186,-100.0,-100.0,-100.0
452247,-100.0,-100.0,-100.0
452260,-100.0,-100.0,-100.0
452280,-100.0,-100.0,-100.0
452291,-100.0,-100.0,-100.0
452328,-100.0,-100.0,-100.0
452335,-100.0,-100.0,-100.0
452400,-100.0,-100.0,-100.0
452406,-100.0,-100.0,-100.0
452440,-100.0,-100.0,-100.0
452446,-100.0,-100.0,-100.0
452481,-100.0,-100.0,-100.0
452489,-100.0,-100.0,-100.0
452552,-100.0,-100.0,-100.0
452565,-100.0,-100.0,-100.0
452615,-100.0,-100.0,-100.0
452623,-100.0,-100.0,-100.0
452645,-100.0,-100.0,-100.0
452658,-100.0,-100.0,-100.0
452711,-100.0,-100.0,-100.0
452721,-100.0,-100.0,-100.0
452775,-100.0,-100.0,-100.0
452786,-100.0,-100.0,-100.0
452820,-100.0,-100.0,-100.0
452828,-100.0,-100.0,-100.0
452880,-100.0,-100.0,-100.0
452890,-100.0,-100.0,-100.0
452913,-100.0,-100.0,-100.0
452922,-100.0,-100.0,-100.0
452978,-100.0,-100.0,-100.0
452993,-100.0,-100.0,-100.0
453028,-100.0,-100.0,-100.0
453037,-100.0,-100.0,-100.0
453086,-100.0,-100.0,-100.0
453104,-100.0,-100.0,-100.0
453127,-100.0,-100.0,-100.0
453135,-100.0,-100.0,-100.0
453187,-100.0,-100.0,-100.0
453195,-100.0,-100.0,-100.0
453221,-100.0,-100.0,-100.0
453223,-100.0,-100.0,-100.0
453278,-100.0,-100.0,-100.0
453290,-100.0,-100.0,-100.0
453342,-100.0,-100.0,-100.0
453350,-100.0,-100.0,-100.0
453390,-100.0,-100.0,-100.0
453399,-100.0,-100.0,-100.0
453438,-100.0,-100.0,-100.0
453446,-100.0,-100.0,-100.0
453450,-100.0,-100.0,-100.0
453453,-100.0,-100.0,-100.0
453493,-100.0,-100.0,-100.0
453501,-100.0,-100.0,-100.0
453565,-100.0,-100.0,-100.0
453574,-100.0,-100.0,-100.0
458217,-100.0,-100.0,-100.0
458243,-100.0,-100.0,-100.0
458248,-100.0,-100.0,-100.0
458269,-100.0,-100.0,-100.0
458278,-100.0,-100.0,-100.0
458310,-100.0,-100.0,-100.0
458315,-100.0,-100.0,-100.0
458336,-100.0,-100.0,-100.0
458341,-100.0,-100.0,-100.0
458389,-100.0,-100.0,-100.0
458511,-100.0,-100.0,-100.0
458537,-100.0,-100.0,-100.0
458542,-100.0,-100.0,-100.0
458563,-100.0,-100.0,-100.0
458568,-100.0,-100.0,-100.0
458615,-100.0,-100.0,-100.0
460466,-100.0,-100.0,-100.0
460498,-100.0,-100.0,-100.0
460504,-100.0,-100.0,-100.0
460569,-100.0,-100.0,-100.0
460574,-100.0,-100.0,-100.0
460621,-100.0,-100.0,-100.0
460691,-100.0,-100.0,-100.0
460743,-100.0,-100.0,-100.0
460749,-100.0,-100.0,-100.0
460795,-100.0,-100.0,-100.0
460801,-100.0,-100.0,-100.0
460822,-100.0,-100.0,-100.0
460946,-100.0,-100.0,-100.0
460971,-100.0,-100.0,-100.0
461005,-100.0,-100.0,-100.0
461022,-100.0,-100.0,-100.0
461121,-100.0,-100.0,-100.0
461143,-100.0,-100.0,-100.0
461148,-100.0,-100.0,-100.0
461167,-100.0,-100.0,-100.0
461171,-100.0,-100.0,-100.0
461194,-100.0,-100.0,-100.0
461202,-100.0,-100.0,-100.0
461224,-100.0,-100.0,-100.0
461302,-100.0,-100.0,-100.0
461321,-100.0,-100.0,-100.0
461354,-100.0,-100.0,-100.0
461370,-100.0,-100.0,-100.0
461374,-100.0,-100.0,-100.0
461394,-100.0,-100.0,-100.0
461849,-100.0,-100.0,-100.0
461874,-100.0,-100.0,-100.0
461879,-100.0,-100.0,-100.0
461898,-100.0,-100.0,-100.0
461905,-100.0,-100.0,-100.0
461924,-100.0,-100.0,-100.0
461929,-100.0,-100.0,-100.0
461943,-100.0,-100.0,-100.0
462050,-100.0,-100.0,-100.0
462073,-100.0,-100.0,-100.0
462078,-100.0,-100.0,-100.0
462098,-100.0,-100.0,-100.0
462125,-100.0,-100.0,-100.0
462150,-100.0,-100.0,-100.0
462226,-100.0,-100.0,-100.0
462256,-100.0,-100.0,-100.0
462310,-100.0,-100.0,-100.0
462325,-100.0,-100.0,-100.0
462420,-100.0,-100.0,-100.0
462449,-100.0,-100.0,-100.0
462477,-100.0,-100.0,-100.0
462500,-100.0,-100.0,-100.0
462579,-100.0,-100.0,-100.0
462600,-100.0,-100.0,-100.0
462603,-100.0,-100.0,-100.0
462622,-100.0,-100.0,-100.0
462646,-100.0,-100.0,-100.0
462671,-100.0,-100.0,-100.0
462783,-100.0,-100.0,-100.0
462801,-100.0,-100.0,-100.0
462805,-100.0,-100.0,-100.0
462829,-100.0,-100.0,-100.0
462923,-100.0,-100.0,-100.0
462956,-100.0,-100.0,-100.0
462979,-100.0,-100.0,-100.0
463003,-100.0,-100.0,-100.0
463008,-100.0,-100.0,-100.0
463017,-100.0,-100.0,-100.0
463020,-100.0,-100.0,-100.0
463059,-100.0,-100.0,-100.0
463123,-100.0,-100.0,-100.0
463156,-100.0,-100.0,-100.0
463207,-100.0,-100.0,-100.0
463218,-100.0,-100.0,-100.0
463322,-100.0,-100.0,-100.0
463352,-100.0,-100.0,-100.0
463357,-100.0,-100.0,-100.0
463374,-100.0,-100.0,-100.0
463382,-100.0,-100.0,-100.0
463400,-100.0,-100.0,-100.0
463407,-100.0,-100.0,-100.0
463429,-100.0,-100.0,-100.0
463496,-100.0,-100.0,-100.0
463523,-100.0,-100.0,-100.0
463527,-100.0,-100.0,-100.0
463546,-100.0,-100.0,-100.0
468204,-100.0,-100.0,-100.0
468213,-100.0,-100.0,-100.0
468261,-100.0,-100.0,-100.0
468267,-100.0,-100.0,-100.0
468316,-100.0,-100.0,-100.0
468323,-100.0,-100.0,-100.0
468339,-100.0,-100.0,-100.0
468349,-100.0,-100.0,-100.0
468385,-100.0,-100.0,-100.0
468390,-100.0,-100.0,-100.0
468402,-100.0,-100.0,-100.0
468408,-100.0,-100.0,-100.0
468420,-100.0,-100.0,-100.0
468425,-100.0,-100.0,-100.0
468452,-100.0,-100.0,-100.0
468461,-100.0,-100.0,-100.0
468471,-100.0,-100.0,-100.0
468478,-100.0,-100.0,-100.0
468489,-100.0,-100.0,-100.0
468495,-100.0,-100.0,-100.0
468530,-100.0,-100.0,-100.0
468537,-100.0,-100.0,-100.0
468581,-100.0,-100.0,-100.0
468589,-100.0,-100.0,-100.0
468610,-100.0,-100.0,-100.0
468615,-100.0,-100.0,-100.0
468645,-100.0,-100.0,-100.0
468650,-100.0,-100.0,-100.0
468679,-100.0,-100.0,-100.0
468685,-100.0,-100.0,-100.0
468716,-100.0,-100.0,-100.0
468722,-100.0,-100.0,-100.0
468753,-100.0,-100.0,-100.0
468759,-100.0,-100.0,-100.0
468775,-100.0,-100.0,-100.0
468781,-100.0,-100.0,-100.0
468812,-100.0,-100.0,-100.0
468817,-100.0,-100.0,-100.0
468830,-100.0,-100.0,-100.0
468841,-100.0,-100.0,-100.0
468870,-100.0,-100.0,-100.0
468877,-100.0,-100.0,-100.0
468907,-100.0,-100.0,-100.0
468913,-100.0,-100.0,-100.0
468951,-100.0,-100.0,-100.0
468959,-100.0,-100.0,-100.0
469002,-100.0,-100.0,-100.0
469009,-100.0,-100.0,-100.0
469033,-100.0,-100.0,-100.0
469035,-100.0,-100.0,-100.0
469067,-100.0,-100.0,-100.0
469073,-100.0,-100.0,-100.0
469087,-100.0,-100.0,-100.0
469094,-100.0,-100.0,-100.0
469132,-100.0,-100.0,-100.0
469139,-100.0,-100.0,-100.0
469172,-100.0,-100.0,-100.0
469179,-100.0,-100.0,-100.0
469210,-100.0,-100.0,-100.0
469217,-100.0,-100.0,-100.0
469248,-100.0,-100.0,-100.0
469254,-100.0,-100.0,-100.0
469257,-100.0,-100.0,-100.0
469261,-100.0,-100.0,-100.0
469297,-100.0,-100.0,-100.0
469304,-100.0,-100.0,-100.0
469323,-100.0,-100.0,-100.0
469330,-100.0,-100.0,-100.0
469368,-100.0,-100.0,-100.0
469377,-100.0,-100.0,-100.0
469416,-100.0,-100.0,-100.0
469426,-100.0,-100.0,-100.0
469470,-100.0,-100.0,-100.0
469480,-100.0,-100.0,-100.0
476544,-100.0,-100.0,-100.0
476574,-100.0,-100.0,-100.0
476603,-100.0,-100.0,-100.0
476629,-100.0,-100.0,-100.0
476639,-100.0,-100.0,-100.0
476649,-100.0,-100.0,-100.0
476652,-100.0,-100.0,-100.0
476656,-100.0,-100.0,-100.0
476663,-100.0,-100.0,-100.0
476677,-100.0,-100.0,-100.0
476686,-100.0,-100.0,-100.0
476699,-100.0,-100.0,-100.0
476709,-100.0,-100.0,-100.0
476714,-100.0,-100.0,-100.0
476720,-100.0,-100.0,-100.0
476721,-100.0,-100.0,-100.0
476767,-100.0,-100.0,-100.0
476775,-100.0,-100.0,-100.0
476829,-100.0,-100.0,-100.0
476839,-100.0,-100.0,-100.0
476866,-100.0,-100.0,-100.0
476881,-100.0,-100.0,-100.0
476888,-100.0,-100.0,-100.0
476893,-100.0,-100.0,-100.0
476902,-100.0,-100.0,-100.0
476908,-100.0,-100.0,-100.0
476924,-100.0,-100.0,-100.0
476933,-100.0,-100.0,-100.0
476937,-100.0,-100.0,-100.0
476942,-100.0,-100.0,-100.0
476947,-100.0,-100.0,-100.0
476955,-100.0,-100.0,-100.0
476971,-100.0,-100.0,-100.0
476980,-100.0,-100.0,-100.0
476994,-100.0,-100.0,-100.0
477002,-100.0,-100.0,-100.0
477010,-100.0,-100.0,-100.0
477015,-100.0,-100.0,-100.0
477018,-100.0,-100.0,-100.0
477024,-100.0,-100.0,-100.0
477041,-100.0,-100.0,-100.0
477050,-100.0,-100.0,-100.0
477062,-100.0,-100.0,-100.0
477069,-100.0,-100.0,-100.0
477076,-100.0,-100.0,-100.0
477101,-100.0,-100.0,-100.0
477108,-100.0,-100.0,-100.0
477139,-100.0,-100.0,-100.0
477148,-100.0,-100.0,-100.0
477234,-100.0,-100.0,-100.0
477243,-100.0,-100.0,-100.0
477248,-100.0,-100.0,-100.0
477263,-100.0,-100.0,-100.0
477271,-100.0,-100.0,-100.0
477287,-100.0,-100.0,-100.0
477293,-100.0,-100.0,-100.0
477303,-100.0,-100.0,-100.0
477306,-100.0,-100.0,-100.0
477311,-100.0,-100.0,-100.0
477315,-100.0,-100.0,-100.0
477328,-100.0,-100.0,-100.0
477338,-100.0,-100.0,-100.0
477351,-100.0,-100.0,-100.0
477360,-100.0,-100.0,-100.0
477372,-100.0,-100.0,-100.0
477400,-100.0,-100.0,-100.0
477420,-100.0,-100.0,-100.0
477423,-100.0,-100.0,-100.0
477431,-100.0,-100.0,-100.0
477489,-100.0,-100.0,-100.0
477496,-100.0,-100.0,-100.0
477550,-100.0,-100.0,-100.0
477559,-100.0,-100.0,-100.0
477566,-100.0,-100.0,-100.0
477570,-100.0,-100.0,-100.0
477628,-100.0,-100.0,-100.0
477644,-100.0,-100.0,-100.0
477702,-100.0,-100.0,-100.0
477712,-100.0,-100.0,-100.0
477769,-100.0,-100.0,-100.0
477778,-100.0,-100.0,-100.0
477844,-100.0,-100.0,-100.0
477853,-100.0,-100.0,-100.0
477877,-100.0,-100.0,-100.0
477886,-100.0,-100.0,-100.0
477981,-100.0,-100.0,-100.0
477992,-100.0,-100.0,-100.0
478038,-100.0,-100.0,-100.0
478057,-100.0,-100.0,-100.0
478152,-100.0,-100.0,-100.0
478166,-100.0,-100.0,-100.0
478254,-100.0,-100.0,-100.0
478265,-100.0,-100.0,-100.0
478366,-100.0,-100.0,-100.0
478380,-100.0,-100.0,-100.0
478456,-100.0,-100.0,-100.0
478467,-100.0,-100.0,-100.0
478510,-100.0,-100.0,-100.0
478528,-100.0,-100.0,-100.0
478632,-100.0,-100.0,-100.0
478640,-100.0,-100.0,-100.0
478769,-100.0,-100.0,-100.0
478781,-100.0,-100.0,-100.0
478920,-100.0,-100.0,-100.0
478935,-100.0,-100.0,-100.0
478987,-100.0,-100.0,-100.0
478996,-100.0,-100.0,-100.0
479131,-100.0,-100.0,-100.0
479138,-100.0,-100.0,-100.0
479209,-100.0,-100.0,-100.0
479222,-100.0,-100.0,-100.0
479252,-100.0,-100.0,-100.0
479261,-100.0,-100.0,-100.0
479312,-100.0,-100.0,-100.0
479331,-100.0,-100.0,-100.0
479550,-100.0,-100.0,-100.0
479558,-100.0,-100.0,-100.0
479591,-100.0,-100.0,-100.0
479599,-100.0,-100.0,-100.0
479667,-100.0,-100.0,-100.0
479676,-100.0,-100.0,-100.0
479741,-100.0,-100.0,-100.0
479749,-100.0,-100.0,-100.0
479828,-100.0,-100.0,-100.0
479838,-100.0,-100.0,-100.0
479910,-100.0,-100.0,-100.0
479918,-100.0,-100.0,-100.0
479953,-100.0,-100.0,-100.0
479960,-100.0,-100.0,-100.0
480043,-100.0,-100.0,-100.0
480052,-100.0,-100.0,-100.0
480125,-100.0,-100.0,-100.0
480129,-100.0,-100.0,-100.0
480209,-100.0,-100.0,-100.0
480218,-100.0,-100.0,-100.0
480253,-100.0,-100.0,-100.0
480263,-100.0,-100.0,-100.0
480339,-100.0,-100.0,-100.0
480347,-100.0,-100.0,-100.0
480395,-100.0,-100.0,-100.0
480407,-100.0,-100.0,-100.0
480488,-100.0,-100.0,-100.0
480499,-100.0,-100.0,-100.0
480552,-100.0,-100.0,-100.0
480555,-100.0,-100.0,-100.0
480561,-100.0,-100.0,-100.0
480577,-100.0,-100.0,-100.0
480586,-100.0,-100.0,-100.0
480601,-100.0,-100.0,-100.0
480608,-100.0,-100.0,-100.0
480625,-100.0,-100.0,-100.0
480633,-100.0,-100.0,-100.0
480638,-100.0,-100.0,-100.0
480647,-100.0,-100.0,-100.0
480653,-100.0,-100.0,-100.0
480732,-100.0,-100.0,-100.0
480743,-100.0,-100.0,-100.0
480807,-100.0,-100.0,-100.0
480817,-100.0,-100.0,-100.0
480847,-100.0,-100.0,-100.0
480851,-100.0,-100.0,-100.0
480862,-100.0,-100.0,-100.0
480863,-100.0,-100.0,-100.0
480872,-100.0,-100.0,-100.0
480889,-100.0,-100.0,-100.0
480898,-100.0,-100.0,-100.0
480914,-100.0,-100.0,-100.0
480927,-100.0,-100.0,-100.0
480940,-100.0,-100.0,-100.0
480948,-100.0,-100.0,-100.0
480953,-100.0,-100.0,-100.0
480960,-100.0,-100.0,-100.0
480976,-100.0,-100.0,-100.0
480986,-100.0,-100.0,-100.0
481000,-100.0,-100.0,-100.0
481010,-100.0,-100.0,-100.0
481023,-100.0,-100.0,-100.0
481024,-100.0,-100.0,-100.0
481035,-100.0,-100.0,-100.0
481036,-100.0,-100.0,-100.0
481051,-100.0,-100.0,-100.0
481060,-100.0,-100.0,-100.0
481072,-100.0,-100.0,-100.0
481082,-100.0,-100.0,-100.0
481094,-100.0,-100.0,-100.0
481103,-100.0,-100.0,-100.0
481116,-100.0,-100.0,-100.0
481119,-100.0,-100.0,-100.0
481125,-100.0,-100.0,-100.0
481128,-100.0,-100.0,-100.0
481138,-100.0,-100.0,-100.0
481147,-100.0,-100.0,-100.0
481162,-100.0,-100.0,-100.0
481171,-100.0,-100.0,-100.0
481183,-100.0,-100.0,-100.0
481192,-100.0,-100.0,-100.0
481203,-100.0,-100.0,-100.0
481204,-100.0,-100.0,-100.0
481209,-100.0,-100.0,-100.0
481217,-100.0,-100.0,-100.0
481229,-100.0,-100.0,-100.0
481239,-100.0,-100.0,-100.0
481242,-100.0,-100.0,-100.0
481253,-100.0,-100.0,-100.0
481256,-100.0,-100.0,-100.0
