,AZSSG2REHDX18,ASEW6NZHLI41K,ACBG07QLGIDP0,AYYSG3O9FNU15,AJE5OG666CBAC,A1XY2JMPVJCF4,A5XU9JZ5IHLA1,ACM1CEGHXTKZP
252016,-100.0,-100.0,-76.0,-86.0,-77.2,-100.0,-19.0,-21.0
252034,-100.0,-100.0,-76.0,-86.0,-77.18,-100.0,-19.0,-20.0
252051,-100.0,-100.0,-76.0,-86.0,-77.16,-100.0,-19.0,-19.0
252069,-100.0,-100.0,-76.0,-86.0,-77.14,-100.0,-19.0,-18.0
252088,-100.0,-100.0,-76.0,-86.0,-77.12,-100.0,-19.0,-17.0
252201,-100.0,-100.0,-76.0,-86.0,-77.1,-100.0,-19.0,-17.0
252220,-100.0,-100.0,-76.0,-86.0,-77.08,-100.0,-19.0,-16.0
252237,-100.0,-100.0,-76.0,-86.0,-77.06,-100.0,-19.0,-15.0
252253,-100.0,-100.0,-76.0,-86.0,-77.04,-100.0,-19.0,-14.0
252271,-100.0,-100.0,-76.0,-86.0,-77.02,-100.0,-19.0,-13.0
252277,-100.0,-100.0,-76.0,-86.0,-77.0,-100.0,-19.0,-12.5
252289,-100.0,-100.0,-76.0,-86.0,-76.75,-100.0,-19.0,-12.0
252297,-100.0,-100.0,-76.0,-86.0,-76.5,-100.0,-19.0,-11.0
252315,-100.0,-100.0,-76.0,-86.0,-76.25,-100.0,-19.0,-10.0
252324,-100.0,-100.0,-76.0,-86.0,-76.0,-100.0,-19.0,-10.0
252358,-100.0,-100.0,-76.0,-86.0,-73.0,-100.0,-19.0,-10.0
252405,-100.0,-100.0,-76.0,-86.0,-71.0,-100.0,-19.0,-10.0
252439,-100.0,-100.0,-76.0,-86.0,-69.5,-100.0,-19.0,-10.0
252440,-100.0,-100.0,-76.0,-86.0,-68.0,-100.0,-19.0,-9.666666666666666
252441,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,-9.333333333333334
252458,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,-9.0
252463,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,-8.0
252481,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,-7.0
252499,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,-6.0
252519,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,-5.0
252536,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,-4.0
252666,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,-4.0
252685,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,-3.0
252702,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,-2.0
252720,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,-1.0
252738,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,0.0
252755,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,2.0
252888,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,2.0
252907,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,3.0
252922,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,4.0
252930,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,5.0
252946,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,6.0
252969,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,7.0
252983,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,8.0
253114,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,8.0
253134,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,9.0
253149,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,10.0
253167,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,11.0
253185,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,12.0
253203,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,13.0
253221,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,14.0
253277,-100.0,-100.0,-76.0,-86.0,,-100.0,-19.0,14.0
253318,-100.0,-100.0,-76.0,-85.0,,-100.0,-19.0,14.0
253359,-100.0,-100.0,-76.0,-82.0,,-100.0,-19.0,14.0
253360,-100.0,-100.0,-76.0,,,-100.0,-19.0,14.0
253388,-100.0,-100.0,-76.0,,,-100.0,-19.0,14.0
253407,-100.0,-100.0,-76.0,,,-100.0,-19.0,15.0
253412,-100.0,-100.0,-76.0,,,-100.0,-19.0,16.0
253431,-100.0,-100.0,-76.0,,,-100.0,-19.0,17.0
253447,-100.0,-100.0,-76.0,,,-100.0,-19.0,19.0
253465,-100.0,-100.0,-76.0,,,-100.0,-19.0,20.0
253484,-100.0,-100.0,-76.0,,,-100.0,-19.0,21.0
253634,-100.0,-100.0,-76.0,,,-100.0,-19.0,21.0
253651,-100.0,-100.0,-76.0,,,-100.0,-19.0,22.0
253668,-100.0,-100.0,-76.0,,,-100.0,-19.0,23.0
253686,-100.0,-100.0,-76.0,,,-100.0,-19.0,24.0
253703,-100.0,-100.0,-76.0,,,-100.0,-19.0,25.0
253721,-100.0,-100.0,-76.0,,,-100.0,-19.0,26.0
253730,-100.0,-100.0,-76.0,,,-100.0,-19.0,27.0
253813,-100.0,-100.0,-76.0,,,-100.0,-19.0,27.0
253830,-100.0,-100.0,-76.0,,,-100.0,-19.0,27.0
253846,-100.0,-100.0,-76.0,,,-100.0,-19.0,27.0
253863,-100.0,-100.0,-76.0,,,-100.0,-19.0,27.0
253879,-100.0,-100.0,-76.0,,,-100.0,-19.0,27.0
253895,-100.0,-100.0,-76.0,,,-100.0,-19.0,27.0
253896,-100.0,-100.0,-76.0,,,-100.0,-19.0,27.333333333333332
253913,-100.0,-100.0,-76.0,,,-100.0,-19.0,27.666666666666668
253915,-100.0,-100.0,-76.0,,,-100.0,-19.0,28.0
253929,-100.0,-100.0,-76.0,,,-100.0,-19.0,28.5
253930,-100.0,-100.0,-76.0,,,-100.0,-19.0,29.0
253946,-100.0,-100.0,-76.0,,,-100.0,-19.0,29.5
253948,-100.0,-100.0,-76.0,,,-100.0,-19.0,30.0
253963,-100.0,-100.0,-76.0,,,-100.0,-19.0,30.5
253969,-100.0,-100.0,-76.0,,,-100.0,-19.0,31.0
253979,-100.0,-100.0,-76.0,,,-100.0,-19.0,31.0
253996,-100.0,-100.0,-76.0,,,-100.0,-19.0,31.0
254013,-100.0,-100.0,-76.0,,,-100.0,-19.0,31.0
254029,-100.0,-100.0,-76.0,,,-100.0,-19.0,31.0
254046,-100.0,-100.0,-76.0,,,-100.0,-19.0,31.0
254063,-100.0,-100.0,-76.0,,,-100.0,-19.0,31.0
254079,-100.0,-100.0,-76.0,,,-100.0,-19.0,31.0
254096,-100.0,-100.0,-76.0,,,-100.0,-19.0,31.0
254113,-100.0,-100.0,-76.0,,,-100.0,-19.0,31.0
254129,-100.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255334,-100.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255352,-99.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255366,-98.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255380,-97.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255395,-96.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255412,-95.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255428,-94.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255453,-93.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255468,-92.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255484,-91.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255499,-89.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255513,-88.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255530,-87.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255545,-86.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255571,-85.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255587,-84.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255601,-83.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255616,-82.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255631,-81.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255648,-79.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255662,-78.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255679,-77.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255704,-76.0,-100.0,-76.0,,,-100.0,-19.0,31.0
255720,-75.0,-100.0,-76.0,,,-100.0,-19.0,31.0
256491,-75.0,-100.0,-76.0,,,-100.0,-19.0,31.0
256492,-75.0,-100.0,-76.0,,-66.0,-100.0,-19.0,31.0
256538,-75.0,-100.0,-76.0,,-65.0,-100.0,-19.0,31.0
256573,-75.0,-100.0,-76.0,,-62.0,-100.0,-19.0,31.0
256619,-75.0,-100.0,-76.0,,-60.0,-100.0,-19.0,31.0
256620,-75.0,-100.0,-76.0,,,-100.0,-19.0,31.0
257633,-75.0,-100.0,-76.0,,,-100.0,-19.0,31.0
257647,-76.0,-100.0,-76.0,,,-100.0,-19.0,31.0
257664,-77.0,-100.0,-76.0,,,-100.0,-19.0,31.0
257689,-78.0,-100.0,-76.0,,,-100.0,-19.0,31.0
257705,-80.0,-100.0,-76.0,,,-100.0,-19.0,31.0
257720,-81.0,-100.0,-76.0,,,-100.0,-19.0,31.0
257735,-82.0,-100.0,-76.0,,,-100.0,-19.0,31.0
257750,-83.0,-100.0,-76.0,,,-100.0,-19.0,31.0
257765,-84.0,-100.0,-76.0,,,-100.0,-19.0,31.0
257782,-85.0,-100.0,-76.0,,,-100.0,-19.0,31.0
257807,-86.0,-100.0,-76.0,,,-100.0,-19.0,31.0
257822,-87.0,-100.0,-76.0,,,-100.0,-19.0,31.0
257839,-88.0,-100.0,-76.0,,,-100.0,-19.0,31.0
257855,-90.0,-100.0,-76.0,,,-100.0,-19.0,31.0
257868,-91.0,-100.0,-76.0,,,-100.0,-19.0,31.0
257883,-92.0,-100.0,-76.0,,,-100.0,-19.0,31.0
257900,-93.0,-100.0,-76.0,,,-100.0,-19.0,31.0
258499,-93.0,-100.0,-76.0,,,-100.0,-19.0,31.0
258500,-93.0,-100.0,-76.0,,-58.0,-100.0,-19.0,31.0
258547,-93.0,-100.0,-76.0,,-57.0,-100.0,-19.0,31.0
258581,-93.0,-100.0,-76.0,,-55.0,-100.0,-19.0,31.0
258628,-93.0,-100.0,-76.0,,-53.0,-100.0,-19.0,31.0
258663,-93.0,-100.0,-76.0,,-49.0,-100.0,-19.0,31.0
258709,-93.0,-100.0,-76.0,,-47.0,-100.0,-19.0,31.0
261466,-93.0,-100.0,-76.0,,-47.0,-100.0,-19.0,31.0
261488,-93.0,-100.0,-77.0,,-47.0,-100.0,-19.0,31.0
261517,-93.0,-100.0,-78.0,,-47.0,-100.0,-19.0,31.0
261568,-93.0,-100.0,-81.0,,-47.0,-100.0,-19.0,31.0
261616,-93.0,-100.0,-81.0,,-47.0,-100.0,-19.0,31.0
261636,-93.0,-100.0,-82.0,,-47.0,-100.0,-19.0,31.0
261667,-93.0,-100.0,-84.0,,-47.0,-100.0,-19.0,31.0
261685,-93.0,-100.0,-85.0,,-47.0,-100.0,-19.0,31.0
261700,-93.0,-100.0,-86.0,,-47.0,-100.0,-19.0,31.0
261717,-93.0,-100.0,-87.0,,-47.0,-100.0,-19.0,31.0
261735,-93.0,-100.0,-88.0,,-47.0,-100.0,-19.0,31.0
261752,-93.0,-100.0,-89.0,,-47.0,-100.0,-19.0,31.0
261767,-93.0,-100.0,-89.0,,-47.0,-100.0,-19.0,31.0
261785,-93.0,-100.0,-91.0,,-47.0,-100.0,-19.0,31.0
261807,-93.0,-100.0,-91.0,,-47.0,-100.0,-19.0,31.0
261817,-93.0,-100.0,-92.0,,-47.0,-100.0,-19.0,31.0
261838,-93.0,-100.0,-92.0,,-47.0,-100.0,-19.0,31.0
261850,-93.0,-100.0,-93.0,,-47.0,-100.0,-19.0,31.0
261870,-93.0,-100.0,-93.0,,-47.0,-100.0,-19.0,31.0
261886,-93.0,-100.0,-94.0,,-47.0,-100.0,-19.0,31.0
261908,-93.0,-100.0,-94.0,,-47.0,-100.0,-19.0,31.0
261926,-93.0,-100.0,-95.0,,-47.0,-100.0,-19.0,31.0
261947,-93.0,-100.0,-95.0,,-47.0,-100.0,-19.0,31.0
261957,-93.0,-100.0,-96.0,,-47.0,-100.0,-19.0,31.0
261981,-93.0,-100.0,-96.0,,-47.0,-100.0,-19.0,31.0
261993,-93.0,-100.0,-97.0,,-47.0,-100.0,-19.0,31.0
262015,-93.0,-100.0,-98.0,,-47.0,-100.0,-19.0,31.0
262032,-93.0,-100.0,-98.0,,-47.0,-100.0,-19.0,31.0
262045,-93.0,-100.0,-99.0,,-47.0,-100.0,-19.0,31.0
262069,-93.0,-100.0,-99.0,,-47.0,-100.0,-19.0,31.0
262085,-93.0,-100.0,-100.0,,-47.0,-100.0,-19.0,31.0
264096,-93.0,-100.0,-100.0,,-47.0,-100.0,-19.0,31.0
264131,-93.0,-100.0,-100.0,,-46.0,-100.0,-19.0,31.0
264177,-93.0,-100.0,-100.0,,-44.0,-100.0,-19.0,31.0
264212,-93.0,-100.0,-100.0,,-41.0,-100.0,-19.0,31.0
264259,-93.0,-100.0,-100.0,,-39.0,-100.0,-19.0,31.0
264260,-93.0,-100.0,-100.0,,,-100.0,-19.0,31.0
264541,-93.0,-100.0,-100.0,,,-100.0,-19.0,31.0
264556,-92.0,-100.0,-100.0,,,-100.0,-19.0,31.0
264570,-91.0,-100.0,-100.0,,,-100.0,-19.0,31.0
264587,-90.0,-100.0,-100.0,,,-100.0,-19.0,31.0
264601,-89.0,-100.0,-100.0,,,-100.0,-19.0,31.0
264627,-88.0,-100.0,-100.0,,,-100.0,-19.0,31.0
264644,-86.0,-100.0,-100.0,,,-100.0,-19.0,31.0
264658,-85.0,-100.0,-100.0,,,-100.0,-19.0,31.0
264673,-84.0,-100.0,-100.0,,,-100.0,-19.0,31.0
265390,-84.0,-100.0,-100.0,,,-100.0,-19.0,31.0
265391,-84.0,-100.0,-100.0,-80.0,,-100.0,-19.0,31.0
265431,-84.0,-100.0,-100.0,-79.0,,-100.0,-19.0,31.0
265432,-84.0,-100.0,-100.0,,,-100.0,-19.0,31.0
266773,-84.0,-100.0,-100.0,,,-100.0,-19.0,31.0
266791,-84.0,-100.0,-100.0,,,-100.0,-19.0,30.0
266808,-84.0,-100.0,-100.0,,,-100.0,-19.0,29.0
266827,-84.0,-100.0,-100.0,,,-100.0,-19.0,28.0
266845,-84.0,-100.0,-100.0,,,-100.0,-19.0,27.0
266851,-84.0,-100.0,-100.0,,,-100.0,-19.0,26.0
266867,-84.0,-100.0,-100.0,,,-100.0,-19.0,25.0
266885,-84.0,-100.0,-100.0,,,-100.0,-19.0,24.0
266905,-84.0,-100.0,-100.0,,,-100.0,-19.0,23.0
266921,-84.0,-100.0,-100.0,,,-100.0,-19.0,21.0
266941,-84.0,-100.0,-100.0,,,-100.0,-19.0,20.0
266957,-84.0,-100.0,-100.0,,,-100.0,-19.0,19.0
266974,-84.0,-100.0,-100.0,,,-100.0,-19.0,18.333333333333332
266975,-84.0,-100.0,-100.0,-76.0,,-100.0,-19.0,17.666666666666668
266993,-84.0,-100.0,-100.0,-75.66666666666667,,-100.0,-19.0,17.0
267010,-84.0,-100.0,-100.0,-75.33333333333333,,-100.0,-19.0,16.0
267017,-84.0,-100.0,-100.0,-75.0,,-100.0,-19.0,15.0
267018,-84.0,-100.0,-100.0,,,-100.0,-19.0,14.5
267035,-84.0,-100.0,-100.0,,,-100.0,-19.0,14.0
267053,-84.0,-100.0,-100.0,,,-100.0,-19.0,13.0
267070,-84.0,-100.0,-100.0,,,-100.0,-19.0,11.0
267088,-84.0,-100.0,-100.0,,,-100.0,-19.0,10.0
267106,-84.0,-100.0,-100.0,,,-100.0,-19.0,9.0
267124,-84.0,-100.0,-100.0,,,-100.0,-19.0,8.0
267142,-84.0,-100.0,-100.0,,,-100.0,-19.0,7.0
267160,-84.0,-100.0,-100.0,,,-100.0,-19.0,6.0
267177,-84.0,-100.0,-100.0,,,-100.0,-19.0,6.0
267184,-84.0,-100.0,-100.0,,,-100.0,-19.0,5.0
267202,-84.0,-100.0,-100.0,,,-100.0,-19.0,4.0
267220,-84.0,-100.0,-100.0,,,-100.0,-19.0,3.0
267238,-84.0,-100.0,-100.0,,,-100.0,-19.0,2.0
267256,-84.0,-100.0,-100.0,,,-100.0,-19.0,1.0
267272,-84.0,-100.0,-100.0,,,-100.0,-19.0,0.0
267290,-84.0,-100.0,-100.0,,,-100.0,-19.0,-1.0
267308,-84.0,-100.0,-100.0,,,-100.0,-19.0,-2.0
267327,-84.0,-100.0,-100.0,,,-100.0,-19.0,-4.0
267334,-84.0,-100.0,-100.0,,,-100.0,-19.0,-5.0
267351,-84.0,-100.0,-100.0,,,-100.0,-19.0,-6.0
267368,-84.0,-100.0,-100.0,,,-100.0,-19.0,-7.0
267386,-84.0,-100.0,-100.0,,,-100.0,-19.0,-8.0
267405,-84.0,-100.0,-100.0,,,-100.0,-19.0,-9.0
267475,-84.0,-100.0,-100.0,,,-100.0,-19.0,-9.0
267493,-84.0,-100.0,-100.0,,,-100.0,-19.0,-10.0
267500,-84.0,-100.0,-100.0,,,-100.0,-19.0,-11.0
267518,-84.0,-100.0,-100.0,,,-100.0,-19.0,-12.0
267537,-84.0,-100.0,-100.0,,,-100.0,-19.0,-13.0
267554,-84.0,-100.0,-100.0,,,-100.0,-19.0,-15.0
267571,-84.0,-100.0,-100.0,,,-100.0,-19.0,-16.0
267589,-84.0,-100.0,-100.0,,,-100.0,-19.0,-17.0
267607,-84.0,-100.0,-100.0,,,-100.0,-19.0,-18.0
267625,-84.0,-100.0,-100.0,,,-100.0,-19.0,-19.0
267643,-84.0,-100.0,-100.0,,,-100.0,-19.0,-20.0
267650,-84.0,-100.0,-100.0,,,-100.0,-19.0,-21.0
267667,-84.0,-100.0,-100.0,,,-100.0,-19.0,-22.0
267684,-84.0,-100.0,-100.0,,,-100.0,-19.0,-23.0
267703,-84.0,-100.0,-100.0,,,-100.0,-19.0,-24.0
267721,-84.0,-100.0,-100.0,,,-100.0,-19.0,-26.0
267739,-84.0,-100.0,-100.0,,,-100.0,-19.0,-27.0
267757,-84.0,-100.0,-100.0,,,-100.0,-19.0,-28.0
267773,-84.0,-100.0,-100.0,,,-100.0,-19.0,-29.0
267793,-84.0,-100.0,-100.0,,,-100.0,-19.0,-30.0
267810,-84.0,-100.0,-100.0,,,-100.0,-19.0,-31.0
267817,-84.0,-100.0,-100.0,,,-100.0,-19.0,-32.0
267836,-84.0,-100.0,-100.0,,,-100.0,-19.0,-33.0
267853,-84.0,-100.0,-100.0,,,-100.0,-19.0,-34.0
267869,-84.0,-100.0,-100.0,,,-100.0,-19.0,-36.0
267887,-84.0,-100.0,-100.0,,,-100.0,-19.0,-37.0
267905,-84.0,-100.0,-100.0,,,-100.0,-19.0,-38.0
267924,-84.0,-100.0,-100.0,,,-100.0,-19.0,-39.0
267941,-84.0,-100.0,-100.0,,,-100.0,-19.0,-40.0
267959,-84.0,-100.0,-100.0,,,-100.0,-19.0,-41.0
267979,-84.0,-100.0,-100.0,,,-100.0,-19.0,-42.0
267985,-84.0,-100.0,-100.0,,,-100.0,-19.0,-43.0
268002,-84.0,-100.0,-100.0,,,-100.0,-19.0,-44.0
268019,-84.0,-100.0,-100.0,,,-100.0,-19.0,-46.0
268037,-84.0,-100.0,-100.0,,,-100.0,-19.0,-47.0
268055,-84.0,-100.0,-100.0,,,-100.0,-19.0,-48.0
268071,-84.0,-100.0,-100.0,,,-100.0,-19.0,-49.0
268090,-84.0,-100.0,-100.0,,,-100.0,-19.0,-50.0
268222,-84.0,-100.0,-100.0,,,-100.0,-19.0,-50.0
268241,-84.0,-100.0,-100.0,,,-100.0,-19.0,-51.0
268257,-84.0,-100.0,-100.0,,,-100.0,-19.0,-52.0
268274,-84.0,-100.0,-100.0,,,-100.0,-19.0,-53.0
268292,-84.0,-100.0,-100.0,,,-100.0,-19.0,-54.0
268300,-84.0,-100.0,-100.0,,,-100.0,-19.0,-55.0
268317,-84.0,-100.0,-100.0,,,-100.0,-19.0,-56.0
268335,-84.0,-100.0,-100.0,,,-100.0,-19.0,-57.0
268354,-84.0,-100.0,-100.0,,,-100.0,-19.0,-58.0
268370,-84.0,-100.0,-100.0,,,-100.0,-19.0,-60.0
268388,-84.0,-100.0,-100.0,,,-100.0,-19.0,-61.0
268406,-84.0,-100.0,-100.0,,,-100.0,-19.0,-62.0
268424,-84.0,-100.0,-100.0,,,-100.0,-19.0,-63.0
268442,-84.0,-100.0,-100.0,,,-100.0,-19.0,-64.0
268449,-84.0,-100.0,-100.0,,,-100.0,-19.0,-65.0
268466,-84.0,-100.0,-100.0,,,-100.0,-19.0,-66.0
268484,-84.0,-100.0,-100.0,,,-100.0,-19.0,-67.0
268504,-84.0,-100.0,-100.0,,,-100.0,-19.0,-68.0
268520,-84.0,-100.0,-100.0,,,-100.0,-19.0,-70.0
268538,-84.0,-100.0,-100.0,,,-100.0,-19.0,-71.0
268556,-84.0,-100.0,-100.0,,,-100.0,-19.0,-72.0
268573,-84.0,-100.0,-100.0,,,-100.0,-19.0,-73.0
268590,-84.0,-100.0,-100.0,,,-100.0,-19.0,-74.0
268609,-84.0,-100.0,-100.0,,,-100.0,-19.0,-75.0
268616,-84.0,-100.0,-100.0,,,-100.0,-19.0,-76.0
268634,-84.0,-100.0,-100.0,,,-100.0,-19.0,-77.0
268652,-84.0,-100.0,-100.0,,,-100.0,-19.0,-78.0
268669,-84.0,-100.0,-100.0,,,-100.0,-19.0,-80.0
268686,-84.0,-100.0,-100.0,,,-100.0,-19.0,-81.0
268705,-84.0,-100.0,-100.0,,,-100.0,-19.0,-82.0
268722,-84.0,-100.0,-100.0,,,-100.0,-19.0,-83.0
268741,-84.0,-100.0,-100.0,,,-100.0,-19.0,-84.0
268760,-84.0,-100.0,-100.0,,,-100.0,-19.0,-85.0
268776,-84.0,-100.0,-100.0,,,-100.0,-19.0,-86.0
268782,-84.0,-100.0,-100.0,,,-100.0,-19.0,-87.0
268801,-84.0,-100.0,-100.0,,,-100.0,-19.0,-88.0
268818,-84.0,-100.0,-100.0,,,-100.0,-19.0,-89.0
268836,-84.0,-100.0,-100.0,,,-100.0,-19.0,-91.0
268856,-84.0,-100.0,-100.0,,,-100.0,-19.0,-92.0
268871,-84.0,-100.0,-100.0,,,-100.0,-19.0,-93.0
268889,-84.0,-100.0,-100.0,,,-100.0,-19.0,-94.0
268909,-84.0,-100.0,-100.0,,,-100.0,-19.0,-95.0
269117,-84.0,-100.0,-100.0,,,-100.0,-19.0,-95.0
269137,-84.0,-100.0,-100.0,,,-100.0,-19.0,-96.0
269151,-84.0,-100.0,-100.0,,,-100.0,-19.0,-97.0
269169,-84.0,-100.0,-100.0,,,-100.0,-19.0,-99.0
269189,-84.0,-100.0,-100.0,,,-100.0,-19.0,-100.0
270698,-84.0,-100.0,-100.0,,,-100.0,-19.0,-100.0
270718,-84.0,-100.0,-100.0,,,-100.0,-19.0,-99.0
270733,-84.0,-100.0,-100.0,,,-100.0,-19.0,-98.0
270750,-84.0,-100.0,-100.0,,,-100.0,-19.0,-97.0
270768,-84.0,-100.0,-100.0,,,-100.0,-19.0,-96.0
270786,-84.0,-100.0,-100.0,,,-100.0,-19.0,-95.0
270806,-84.0,-100.0,-100.0,,,-100.0,-19.0,-93.0
270823,-84.0,-100.0,-100.0,,,-100.0,-19.0,-92.0
270840,-84.0,-100.0,-100.0,,,-100.0,-19.0,-91.0
270858,-84.0,-100.0,-100.0,,,-100.0,-19.0,-90.0
270865,-84.0,-100.0,-100.0,,,-100.0,-19.0,-89.0
270884,-84.0,-100.0,-100.0,,,-100.0,-19.0,-88.0
271120,-84.0,-100.0,-100.0,,,-100.0,-19.0,-88.0
271131,-84.0,-100.0,-100.0,,,-100.0,-19.0,-87.66666666666667
271132,-84.0,-100.0,-100.0,,-38.0,-100.0,-19.0,-87.33333333333333
271140,-84.0,-100.0,-100.0,,-37.75,-100.0,-19.0,-87.0
271155,-84.0,-100.0,-100.0,,-37.5,-100.0,-19.0,-86.0
271174,-84.0,-100.0,-100.0,,-37.25,-100.0,-19.0,-85.0
271178,-84.0,-100.0,-100.0,,-37.0,-100.0,-19.0,-84.5
271180,-84.0,-100.0,-100.0,,-36.333333333333336,-100.0,-19.0,-84.0
271198,-84.0,-100.0,-100.0,,-35.666666666666664,-100.0,-19.0,-83.0
271213,-84.0,-100.0,-100.0,,-35.0,-100.0,-19.0,-82.5
271217,-84.0,-100.0,-100.0,,-34.25,-100.0,-19.0,-82.0
271234,-84.0,-100.0,-100.0,,-33.5,-100.0,-19.0,-81.0
271251,-84.0,-100.0,-100.0,,-32.75,-100.0,-19.0,-80.0
271260,-84.0,-100.0,-100.0,,-32.0,-100.0,-19.0,-79.5
271269,-84.0,-100.0,-100.0,,-31.333333333333332,-100.0,-19.0,-79.0
271287,-84.0,-100.0,-100.0,,-30.666666666666668,-100.0,-19.0,-77.0
271294,-84.0,-100.0,-100.0,,-30.0,-100.0,-19.0,-76.5
271305,-84.0,-100.0,-100.0,,-29.5,-100.0,-19.0,-76.0
271323,-84.0,-100.0,-100.0,,-29.0,-100.0,-19.0,-75.0
271330,-84.0,-100.0,-100.0,,-28.5,-100.0,-19.0,-74.0
271341,-84.0,-100.0,-100.0,,-28.0,-100.0,-19.0,-73.66666666666667
271342,-84.0,-100.0,-100.0,,,-100.0,-19.0,-73.33333333333333
271347,-84.0,-100.0,-100.0,,,-100.0,-19.0,-73.0
272149,-84.0,-100.0,-100.0,,,-100.0,-19.0,-73.0
272170,-84.0,-100.0,-99.0,,,-100.0,-19.0,-73.0
272195,-84.0,-100.0,-99.0,,,-100.0,-19.0,-73.0
272204,-84.0,-100.0,-98.0,,,-100.0,-19.0,-73.0
272232,-84.0,-100.0,-98.0,,,-100.0,-19.0,-73.0
272252,-84.0,-100.0,-97.0,,,-100.0,-19.0,-73.0
273538,-84.0,-100.0,-97.0,,,-100.0,-19.0,-73.0
273539,-84.0,-100.0,-97.0,-72.0,,-100.0,-19.0,-73.0
273581,-84.0,-100.0,-97.0,-71.0,,-100.0,-19.0,-73.0
273621,-84.0,-100.0,-97.0,-69.0,,-100.0,-19.0,-73.0
273622,-84.0,-100.0,-97.0,,,-100.0,-19.0,-73.0
273659,-84.0,-100.0,-97.0,,,-100.0,-19.0,-73.0
273674,-83.0,-100.0,-97.0,,,-100.0,-19.0,-73.0
273699,-82.0,-100.0,-97.0,,,-100.0,-19.0,-73.0
273716,-80.0,-100.0,-97.0,,,-100.0,-19.0,-73.0
273730,-79.0,-100.0,-97.0,,,-100.0,-19.0,-73.0
273745,-78.0,-100.0,-97.0,,,-100.0,-19.0,-73.0
273762,-77.0,-100.0,-97.0,,,-100.0,-19.0,-73.0
273777,-76.0,-100.0,-97.0,,,-100.0,-19.0,-73.0
275668,-76.0,-100.0,-97.0,,,-100.0,-19.0,-73.0
275690,-76.0,-100.0,-96.0,,,-100.0,-19.0,-73.0
275717,-76.0,-100.0,-96.0,,,-100.0,-19.0,-73.0
275726,-76.0,-100.0,-95.0,,,-100.0,-19.0,-73.0
275753,-76.0,-100.0,-94.0,,,-100.0,-19.0,-73.0
275776,-76.0,-100.0,-94.0,,,-100.0,-19.0,-73.0
275792,-76.0,-100.0,-93.0,,,-100.0,-19.0,-73.0
275813,-76.0,-100.0,-93.0,,,-100.0,-19.0,-73.0
275828,-76.0,-100.0,-92.0,,,-100.0,-19.0,-73.0
275999,-76.0,-100.0,-92.0,,,-100.0,-19.0,-73.0
276024,-76.0,-100.0,-91.0,,,-100.0,-19.0,-73.0
