,AMWN796XA8EMA,A2RG35OL29USI,A1CF1W8CP0DHB,A21LNC7SH15DN
196516,-100.0,-100.0,-100.0,-100.0
196542,-100.0,-100.0,-100.0,-100.0
196550,-100.0,-100.0,-100.0,-100.0
196555,-100.0,-100.0,-100.0,-100.0
196566,-100.0,-100.0,-100.0,-100.0
196572,-100.0,-100.0,-100.0,-100.0
196596,-100.0,-100.0,-100.0,-100.0
196603,-100.0,-100.0,-100.0,-100.0
196625,-100.0,-100.0,-100.0,-100.0
196637,-100.0,-100.0,-100.0,-100.0
196699,-100.0,-100.0,-100.0,-100.0
196705,-100.0,-100.0,-100.0,-100.0
196711,-100.0,-100.0,-100.0,-100.0
196715,-100.0,-100.0,-100.0,-100.0
196726,-100.0,-100.0,-100.0,-100.0
196730,-100.0,-100.0,-100.0,-100.0
196754,-100.0,-100.0,-100.0,-100.0
196767,-100.0,-100.0,-100.0,-100.0
196784,-100.0,-100.0,-100.0,-100.0
196789,-100.0,-100.0,-100.0,-100.0
196802,-100.0,-100.0,-100.0,-100.0
196808,-100.0,-100.0,-100.0,-100.0
196818,-100.0,-100.0,-100.0,-100.0
196822,-100.0,-100.0,-100.0,-100.0
196837,-100.0,-100.0,-100.0,-100.0
196842,-100.0,-100.0,-100.0,-100.0
196853,-100.0,-100.0,-100.0,-100.0
196858,-100.0,-100.0,-100.0,-100.0
196871,-100.0,-100.0,-100.0,-100.0
196875,-100.0,-100.0,-100.0,-100.0
196888,-100.0,-100.0,-100.0,-100.0
196893,-100.0,-100.0,-100.0,-100.0
196904,-100.0,-100.0,-100.0,-100.0
196910,-100.0,-100.0,-100.0,-100.0
196931,-100.0,-100.0,-100.0,-100.0
196947,-100.0,-100.0,-100.0,-100.0
196960,-100.0,-100.0,-100.0,-100.0
196965,-100.0,-100.0,-100.0,-100.0
196968,-100.0,-100.0,-100.0,-100.0
196983,-100.0,-100.0,-100.0,-100.0
197006,-100.0,-100.0,-100.0,-100.0
197019,-100.0,-100.0,-100.0,-100.0
197023,-100.0,-100.0,-100.0,-100.0
197038,-100.0,-100.0,-100.0,-100.0
197042,-100.0,-100.0,-100.0,-100.0
197056,-100.0,-100.0,-100.0,-100.0
197060,-100.0,-100.0,-100.0,-100.0
197069,-100.0,-100.0,-100.0,-100.0
197076,-100.0,-100.0,-100.0,-100.0
197089,-100.0,-100.0,-100.0,-100.0
197093,-100.0,-100.0,-100.0,-100.0
197111,-100.0,-100.0,-100.0,-100.0
197115,-100.0,-100.0,-100.0,-100.0
197125,-100.0,-100.0,-100.0,-100.0
197131,-100.0,-100.0,-100.0,-100.0
197140,-100.0,-100.0,-100.0,-100.0
197167,-100.0,-100.0,-100.0,-100.0
197175,-100.0,-100.0,-100.0,-100.0
197180,-100.0,-100.0,-100.0,-100.0
197182,-100.0,-100.0,-100.0,-100.0
197187,-100.0,-100.0,-100.0,-100.0
197200,-100.0,-100.0,-100.0,-100.0
197204,-100.0,-100.0,-100.0,-100.0
197216,-100.0,-100.0,-100.0,-100.0
197222,-100.0,-100.0,-100.0,-100.0
197235,-100.0,-100.0,-100.0,-100.0
197242,-100.0,-100.0,-100.0,-100.0
197252,-100.0,-100.0,-100.0,-100.0
197256,-100.0,-100.0,-100.0,-100.0
197270,-100.0,-100.0,-100.0,-100.0
197296,-100.0,-100.0,-100.0,-100.0
197305,-100.0,-100.0,-100.0,-100.0
197309,-100.0,-100.0,-100.0,-100.0
197322,-100.0,-100.0,-100.0,-100.0
197329,-100.0,-100.0,-100.0,-100.0
197340,-100.0,-100.0,-100.0,-100.0
197345,-100.0,-100.0,-100.0,-100.0
197357,-100.0,-100.0,-100.0,-100.0
197361,-100.0,-100.0,-100.0,-100.0
197375,-100.0,-100.0,-100.0,-100.0
197380,-100.0,-100.0,-100.0,-100.0
197382,-100.0,-100.0,-100.0,-100.0
197386,-100.0,-100.0,-100.0,-100.0
197399,-100.0,-100.0,-100.0,-100.0
197406,-100.0,-100.0,-100.0,-100.0
197416,-100.0,-100.0,-100.0,-100.0
197422,-100.0,-100.0,-100.0,-100.0
197434,-100.0,-100.0,-100.0,-100.0
197439,-100.0,-100.0,-100.0,-100.0
197451,-100.0,-100.0,-100.0,-100.0
197456,-100.0,-100.0,-100.0,-100.0
197469,-100.0,-100.0,-100.0,-100.0
197473,-100.0,-100.0,-100.0,-100.0
197488,-100.0,-100.0,-100.0,-100.0
197497,-100.0,-100.0,-100.0,-100.0
197503,-100.0,-100.0,-100.0,-100.0
197509,-100.0,-100.0,-100.0,-100.0
197521,-100.0,-100.0,-100.0,-100.0
197525,-100.0,-100.0,-100.0,-100.0
197539,-100.0,-100.0,-100.0,-100.0
197543,-100.0,-100.0,-100.0,-100.0
197556,-100.0,-100.0,-100.0,-100.0
197561,-100.0,-100.0,-100.0,-100.0
197575,-100.0,-100.0,-100.0,-100.0
197580,-100.0,-100.0,-100.0,-100.0
197594,-100.0,-100.0,-100.0,-100.0
197598,-100.0,-100.0,-100.0,-100.0
197608,-100.0,-100.0,-100.0,-100.0
197612,-100.0,-100.0,-100.0,-100.0
197616,-100.0,-100.0,-100.0,-100.0
197621,-100.0,-100.0,-100.0,-100.0
197633,-100.0,-100.0,-100.0,-100.0
197637,-100.0,-100.0,-100.0,-100.0
197651,-100.0,-100.0,-100.0,-100.0
197657,-100.0,-100.0,-100.0,-100.0
197669,-100.0,-100.0,-100.0,-100.0
197673,-100.0,-100.0,-100.0,-100.0
197685,-100.0,-100.0,-100.0,-100.0
197695,-100.0,-100.0,-100.0,-100.0
197703,-100.0,-100.0,-100.0,-100.0
197707,-100.0,-100.0,-100.0,-100.0
197721,-100.0,-100.0,-100.0,-100.0
197725,-100.0,-100.0,-100.0,-100.0
197739,-100.0,-100.0,-100.0,-100.0
197745,-100.0,-100.0,-100.0,-100.0
197756,-100.0,-100.0,-100.0,-100.0
197760,-100.0,-100.0,-100.0,-100.0
197774,-100.0,-100.0,-100.0,-100.0
197780,-100.0,-100.0,-100.0,-100.0
197791,-100.0,-100.0,-100.0,-100.0
197797,-100.0,-100.0,-100.0,-100.0
197807,-100.0,-100.0,-100.0,-100.0
197811,-100.0,-100.0,-100.0,-100.0
197816,-100.0,-100.0,-100.0,-100.0
197822,-100.0,-100.0,-100.0,-100.0
197833,-100.0,-100.0,-100.0,-100.0
197838,-100.0,-100.0,-100.0,-100.0
197850,-100.0,-100.0,-100.0,-100.0
197854,-100.0,-100.0,-100.0,-100.0
197868,-100.0,-100.0,-100.0,-100.0
197874,-100.0,-100.0,-100.0,-100.0
197885,-100.0,-100.0,-100.0,-100.0
197889,-100.0,-100.0,-100.0,-100.0
197903,-100.0,-100.0,-100.0,-100.0
197908,-100.0,-100.0,-100.0,-100.0
197920,-100.0,-100.0,-100.0,-100.0
197925,-100.0,-100.0,-100.0,-100.0
197938,-100.0,-100.0,-100.0,-100.0
197943,-100.0,-100.0,-100.0,-100.0
197972,-100.0,-100.0,-100.0,-100.0
197977,-100.0,-100.0,-100.0,-100.0
197990,-100.0,-100.0,-100.0,-100.0
197996,-100.0,-100.0,-100.0,-100.0
198008,-100.0,-100.0,-100.0,-100.0
198012,-100.0,-100.0,-100.0,-100.0
198025,-100.0,-100.0,-100.0,-100.0
198030,-100.0,-100.0,-100.0,-100.0
198033,-100.0,-100.0,-100.0,-100.0
198036,-100.0,-100.0,-100.0,-100.0
198048,-100.0,-100.0,-100.0,-100.0
198053,-100.0,-100.0,-100.0,-100.0
198066,-100.0,-100.0,-100.0,-100.0
198073,-100.0,-100.0,-100.0,-100.0
198085,-100.0,-100.0,-100.0,-100.0
198088,-100.0,-100.0,-100.0,-100.0
198101,-100.0,-100.0,-100.0,-100.0
198105,-100.0,-100.0,-100.0,-100.0
198120,-100.0,-100.0,-100.0,-100.0
198123,-100.0,-100.0,-100.0,-100.0
198137,-100.0,-100.0,-100.0,-100.0
198141,-100.0,-100.0,-100.0,-100.0
198153,-100.0,-100.0,-100.0,-100.0
198160,-100.0,-100.0,-100.0,-100.0
198172,-100.0,-100.0,-100.0,-100.0
198176,-100.0,-100.0,-100.0,-100.0
198189,-100.0,-100.0,-100.0,-100.0
198195,-100.0,-100.0,-100.0,-100.0
198207,-100.0,-100.0,-100.0,-100.0
198211,-100.0,-100.0,-100.0,-100.0
198225,-100.0,-100.0,-100.0,-100.0
198229,-100.0,-100.0,-100.0,-100.0
198232,-100.0,-100.0,-100.0,-100.0
198236,-100.0,-100.0,-100.0,-100.0
198248,-100.0,-100.0,-100.0,-100.0
198257,-100.0,-100.0,-100.0,-100.0
198284,-100.0,-100.0,-100.0,-100.0
198288,-100.0,-100.0,-100.0,-100.0
198301,-100.0,-100.0,-100.0,-100.0
198305,-100.0,-100.0,-100.0,-100.0
198319,-100.0,-100.0,-100.0,-100.0
198325,-100.0,-100.0,-100.0,-100.0
198337,-100.0,-100.0,-100.0,-100.0
198341,-100.0,-100.0,-100.0,-100.0
198353,-100.0,-100.0,-100.0,-100.0
198357,-100.0,-100.0,-100.0,-100.0
198372,-100.0,-100.0,-100.0,-100.0
198376,-100.0,-100.0,-100.0,-100.0
198389,-100.0,-100.0,-100.0,-100.0
198393,-100.0,-100.0,-100.0,-100.0
198407,-100.0,-100.0,-100.0,-100.0
198412,-100.0,-100.0,-100.0,-100.0
198424,-100.0,-100.0,-100.0,-100.0
198430,-100.0,-100.0,-100.0,-100.0
198459,-100.0,-100.0,-100.0,-100.0
198465,-100.0,-100.0,-100.0,-100.0
198483,-100.0,-100.0,-100.0,-100.0
198487,-100.0,-100.0,-100.0,-100.0
198501,-100.0,-100.0,-100.0,-100.0
198509,-100.0,-100.0,-100.0,-100.0
198528,-100.0,-100.0,-100.0,-100.0
198554,-100.0,-100.0,-100.0,-100.0
198712,-100.0,-100.0,-100.0,-100.0
198827,-100.0,-100.0,-100.0,-100.0
198846,-100.0,-100.0,-100.0,-100.0
198875,-100.0,-100.0,-100.0,-100.0
198894,-100.0,-100.0,-100.0,-100.0
198925,-100.0,-100.0,-100.0,-100.0
198944,-100.0,-100.0,-100.0,-100.0
198977,-100.0,-100.0,-100.0,-100.0
199011,-100.0,-100.0,-100.0,-100.0
199027,-100.0,-100.0,-100.0,-100.0
199060,-100.0,-100.0,-100.0,-100.0
199094,-100.0,-100.0,-100.0,-100.0
217271,-100.0,-100.0,-100.0,-100.0
217287,-100.0,-100.0,-100.0,-100.0
217333,-100.0,-100.0,-100.0,-100.0
217340,-100.0,-100.0,-100.0,-100.0
217371,-100.0,-100.0,-100.0,-100.0
217382,-100.0,-100.0,-100.0,-100.0
217554,-100.0,-100.0,-100.0,-100.0
217568,-100.0,-100.0,-100.0,-100.0
217609,-100.0,-100.0,-100.0,-100.0
217622,-100.0,-100.0,-100.0,-100.0
217812,-100.0,-100.0,-100.0,-100.0
217826,-100.0,-100.0,-100.0,-100.0
217839,-100.0,-100.0,-100.0,-100.0
217851,-100.0,-100.0,-100.0,-100.0
217878,-100.0,-100.0,-100.0,-100.0
217887,-100.0,-100.0,-100.0,-100.0
218056,-100.0,-100.0,-100.0,-100.0
218070,-100.0,-100.0,-100.0,-100.0
218106,-100.0,-100.0,-100.0,-100.0
218112,-100.0,-100.0,-100.0,-100.0
218274,-100.0,-100.0,-100.0,-100.0
218288,-100.0,-100.0,-100.0,-100.0
218316,-100.0,-100.0,-100.0,-100.0
218323,-100.0,-100.0,-100.0,-100.0
218348,-100.0,-100.0,-100.0,-100.0
218356,-100.0,-100.0,-100.0,-100.0
218527,-100.0,-100.0,-100.0,-100.0
218543,-100.0,-100.0,-100.0,-100.0
218576,-100.0,-100.0,-100.0,-100.0
218584,-100.0,-100.0,-100.0,-100.0
218790,-100.0,-100.0,-100.0,-100.0
218803,-100.0,-100.0,-100.0,-100.0
218811,-100.0,-100.0,-100.0,-100.0
218819,-100.0,-100.0,-100.0,-100.0
218828,-100.0,-100.0,-100.0,-100.0
218835,-100.0,-100.0,-100.0,-100.0
218844,-100.0,-100.0,-100.0,-100.0
218851,-100.0,-100.0,-100.0,-100.0
218860,-100.0,-100.0,-100.0,-100.0
218868,-100.0,-100.0,-100.0,-100.0
219090,-100.0,-100.0,-100.0,-100.0
219104,-100.0,-100.0,-100.0,-100.0
219124,-100.0,-100.0,-100.0,-100.0
219136,-100.0,-100.0,-100.0,-100.0
219145,-100.0,-100.0,-100.0,-100.0
219152,-100.0,-100.0,-100.0,-100.0
219160,-100.0,-100.0,-100.0,-100.0
219170,-100.0,-100.0,-100.0,-100.0
219341,-100.0,-100.0,-100.0,-100.0
219355,-100.0,-100.0,-100.0,-100.0
219378,-100.0,-100.0,-100.0,-100.0
219386,-100.0,-100.0,-100.0,-100.0
219394,-100.0,-100.0,-100.0,-100.0
219404,-100.0,-100.0,-100.0,-100.0
219413,-100.0,-100.0,-100.0,-100.0
219419,-100.0,-100.0,-100.0,-100.0
219575,-100.0,-100.0,-100.0,-100.0
219589,-100.0,-100.0,-100.0,-100.0
219609,-100.0,-100.0,-100.0,-100.0
219620,-100.0,-100.0,-100.0,-100.0
219629,-100.0,-100.0,-100.0,-100.0
219639,-100.0,-100.0,-100.0,-100.0
219648,-100.0,-100.0,-100.0,-100.0
219654,-100.0,-100.0,-100.0,-100.0
219663,-100.0,-100.0,-100.0,-100.0
219674,-100.0,-100.0,-100.0,-100.0
219825,-100.0,-100.0,-100.0,-100.0
219839,-100.0,-100.0,-100.0,-100.0
219862,-100.0,-100.0,-100.0,-100.0
219872,-100.0,-100.0,-100.0,-100.0
219880,-100.0,-100.0,-100.0,-100.0
219888,-100.0,-100.0,-100.0,-100.0
219896,-100.0,-100.0,-100.0,-100.0
219904,-100.0,-100.0,-100.0,-100.0
219913,-100.0,-100.0,-100.0,-100.0
219927,-100.0,-100.0,-100.0,-100.0
220026,-100.0,-100.0,-100.0,-100.0
220041,-100.0,-100.0,-100.0,-100.0
220061,-100.0,-100.0,-100.0,-100.0
220072,-100.0,-100.0,-100.0,-100.0
220080,-100.0,-100.0,-100.0,-100.0
220088,-100.0,-100.0,-100.0,-100.0
220097,-100.0,-100.0,-100.0,-100.0
220106,-100.0,-100.0,-100.0,-100.0
220243,-100.0,-100.0,-100.0,-100.0
220261,-100.0,-100.0,-100.0,-100.0
220283,-100.0,-100.0,-100.0,-100.0
220289,-100.0,-100.0,-100.0,-100.0
220298,-100.0,-100.0,-100.0,-100.0
220306,-100.0,-100.0,-100.0,-100.0
220315,-100.0,-100.0,-100.0,-100.0
220323,-100.0,-100.0,-100.0,-100.0
220477,-100.0,-100.0,-100.0,-100.0
220491,-100.0,-100.0,-100.0,-100.0
220514,-100.0,-100.0,-100.0,-100.0
220522,-100.0,-100.0,-100.0,-100.0
220532,-100.0,-100.0,-100.0,-100.0
220541,-100.0,-100.0,-100.0,-100.0
220563,-100.0,-100.0,-100.0,-100.0
220573,-100.0,-100.0,-100.0,-100.0
220581,-100.0,-100.0,-100.0,-100.0
220592,-100.0,-100.0,-100.0,-100.0
220746,-100.0,-100.0,-100.0,-100.0
220758,-100.0,-100.0,-100.0,-100.0
220780,-100.0,-100.0,-100.0,-100.0
220790,-100.0,-100.0,-100.0,-100.0
220799,-100.0,-100.0,-100.0,-100.0
220806,-100.0,-100.0,-100.0,-100.0
220815,-100.0,-100.0,-100.0,-100.0
220824,-100.0,-100.0,-100.0,-100.0
220832,-100.0,-100.0,-100.0,-100.0
220841,-100.0,-100.0,-100.0,-100.0
220946,-100.0,-100.0,-100.0,-100.0
220959,-100.0,-100.0,-100.0,-100.0
220982,-100.0,-100.0,-100.0,-100.0
220990,-100.0,-100.0,-100.0,-100.0
221000,-100.0,-100.0,-100.0,-100.0
221008,-100.0,-100.0,-100.0,-100.0
221017,-100.0,-100.0,-100.0,-100.0
221025,-100.0,-100.0,-100.0,-100.0
221147,-100.0,-100.0,-100.0,-100.0
221159,-100.0,-100.0,-100.0,-100.0
221182,-100.0,-100.0,-100.0,-100.0
221191,-100.0,-100.0,-100.0,-100.0
237602,-100.0,-100.0,-100.0,-100.0
237621,-100.0,-100.0,-100.0,-100.0
237632,-100.0,-100.0,-100.0,-100.0
237651,-100.0,-100.0,-100.0,-100.0
237674,-100.0,-100.0,-100.0,-100.0
237686,-100.0,-100.0,-100.0,-100.0
237715,-100.0,-100.0,-100.0,-100.0
237728,-100.0,-100.0,-100.0,-100.0
237733,-100.0,-100.0,-100.0,-100.0
237775,-100.0,-100.0,-100.0,-100.0
237784,-100.0,-100.0,-100.0,-100.0
237799,-100.0,-100.0,-100.0,-100.0
237806,-100.0,-100.0,-100.0,-100.0
237817,-100.0,-100.0,-100.0,-100.0
237824,-100.0,-100.0,-100.0,-100.0
237833,-100.0,-100.0,-100.0,-100.0
237841,-100.0,-100.0,-100.0,-100.0
237869,-100.0,-100.0,-100.0,-100.0
237893,-100.0,-100.0,-100.0,-100.0
237906,-100.0,-100.0,-100.0,-100.0
237912,-100.0,-100.0,-100.0,-100.0
237924,-100.0,-100.0,-100.0,-100.0
237931,-100.0,-100.0,-100.0,-100.0
237939,-100.0,-100.0,-100.0,-100.0
237978,-100.0,-100.0,-100.0,-100.0
237992,-100.0,-100.0,-100.0,-100.0
238026,-100.0,-100.0,-100.0,-100.0
238033,-100.0,-100.0,-100.0,-100.0
238055,-100.0,-100.0,-100.0,-100.0
238068,-100.0,-100.0,-100.0,-100.0
238110,-100.0,-100.0,-100.0,-100.0
238137,-100.0,-100.0,-100.0,-100.0
238161,-100.0,-100.0,-100.0,-100.0
238176,-100.0,-100.0,-100.0,-100.0
238199,-100.0,-100.0,-100.0,-100.0
238211,-100.0,-100.0,-100.0,-100.0
238223,-100.0,-100.0,-100.0,-100.0
238232,-100.0,-100.0,-100.0,-100.0
238262,-100.0,-100.0,-100.0,-100.0
238282,-100.0,-100.0,-100.0,-100.0
238301,-100.0,-100.0,-100.0,-100.0
238308,-100.0,-100.0,-100.0,-100.0
238323,-100.0,-100.0,-100.0,-100.0
238339,-100.0,-100.0,-100.0,-100.0
238348,-100.0,-100.0,-100.0,-100.0
238357,-100.0,-100.0,-100.0,-100.0
238398,-100.0,-100.0,-100.0,-100.0
238408,-100.0,-100.0,-100.0,-100.0
238414,-100.0,-100.0,-100.0,-100.0
238429,-100.0,-100.0,-100.0,-100.0
238453,-100.0,-100.0,-100.0,-100.0
238463,-100.0,-100.0,-100.0,-100.0
238483,-100.0,-100.0,-100.0,-100.0
238493,-100.0,-100.0,-100.0,-100.0
238514,-100.0,-100.0,-100.0,-100.0
238521,-100.0,-100.0,-100.0,-100.0
238528,-100.0,-100.0,-100.0,-100.0
238542,-100.0,-100.0,-100.0,-100.0
238570,-100.0,-100.0,-100.0,-100.0
238579,-100.0,-100.0,-100.0,-100.0
238600,-100.0,-100.0,-100.0,-100.0
238611,-100.0,-100.0,-100.0,-100.0
238629,-100.0,-100.0,-100.0,-100.0
238648,-100.0,-100.0,-100.0,-100.0
238654,-100.0,-100.0,-100.0,-100.0
238668,-100.0,-100.0,-100.0,-100.0
238681,-100.0,-100.0,-100.0,-100.0
238708,-100.0,-100.0,-100.0,-100.0
238730,-100.0,-100.0,-100.0,-100.0
238738,-100.0,-100.0,-100.0,-100.0
238771,-100.0,-100.0,-100.0,-100.0
238784,-100.0,-100.0,-100.0,-100.0
238819,-100.0,-100.0,-100.0,-100.0
238826,-100.0,-100.0,-100.0,-100.0
238851,-100.0,-100.0,-100.0,-100.0
238857,-100.0,-100.0,-100.0,-100.0
238872,-100.0,-100.0,-100.0,-100.0
238876,-100.0,-100.0,-100.0,-100.0
238887,-100.0,-100.0,-100.0,-100.0
238901,-100.0,-100.0,-100.0,-100.0
238908,-100.0,-100.0,-100.0,-100.0
238929,-100.0,-100.0,-100.0,-100.0
238954,-100.0,-100.0,-100.0,-100.0
238965,-100.0,-100.0,-100.0,-100.0
239010,-100.0,-100.0,-100.0,-100.0
239021,-100.0,-100.0,-100.0,-100.0
239044,-100.0,-100.0,-100.0,-100.0
239064,-100.0,-100.0,-100.0,-100.0
239089,-100.0,-100.0,-100.0,-100.0
239100,-100.0,-100.0,-100.0,-100.0
239107,-100.0,-100.0,-100.0,-100.0
239119,-100.0,-100.0,-100.0,-100.0
239148,-100.0,-100.0,-100.0,-100.0
239159,-100.0,-100.0,-100.0,-100.0
239165,-100.0,-100.0,-100.0,-100.0
239175,-100.0,-100.0,-100.0,-100.0
239196,-100.0,-100.0,-100.0,-100.0
239205,-100.0,-100.0,-100.0,-100.0
239235,-100.0,-100.0,-100.0,-100.0
239249,-100.0,-100.0,-100.0,-100.0
239261,-100.0,-100.0,-100.0,-100.0
239274,-100.0,-100.0,-100.0,-100.0
239301,-100.0,-100.0,-100.0,-100.0
239307,-100.0,-100.0,-100.0,-100.0
239327,-100.0,-100.0,-100.0,-100.0
239342,-100.0,-100.0,-100.0,-100.0
239371,-100.0,-100.0,-100.0,-100.0
239380,-100.0,-100.0,-100.0,-100.0
239389,-100.0,-100.0,-100.0,-100.0
239409,-100.0,-100.0,-100.0,-100.0
239435,-100.0,-100.0,-100.0,-100.0
239441,-100.0,-100.0,-100.0,-100.0
239449,-100.0,-100.0,-100.0,-100.0
239464,-100.0,-100.0,-100.0,-100.0
239475,-100.0,-100.0,-100.0,-100.0
239495,-100.0,-100.0,-100.0,-100.0
239504,-100.0,-100.0,-100.0,-100.0
239510,-100.0,-100.0,-100.0,-100.0
239534,-100.0,-100.0,-100.0,-100.0
239553,-100.0,-100.0,-100.0,-100.0
239574,-100.0,-100.0,-100.0,-100.0
239586,-100.0,-100.0,-100.0,-100.0
239617,-100.0,-100.0,-100.0,-100.0
239643,-100.0,-100.0,-100.0,-100.0
239664,-100.0,-100.0,-100.0,-100.0
239675,-100.0,-100.0,-100.0,-100.0
239711,-100.0,-100.0,-100.0,-100.0
239722,-100.0,-100.0,-100.0,-100.0
239728,-100.0,-100.0,-100.0,-100.0
239739,-100.0,-100.0,-100.0,-100.0
239755,-100.0,-100.0,-100.0,-100.0
239771,-100.0,-100.0,-100.0,-100.0
239819,-100.0,-100.0,-100.0,-100.0
239824,-100.0,-100.0,-100.0,-100.0
239850,-100.0,-100.0,-100.0,-100.0
239881,-100.0,-100.0,-100.0,-100.0
239900,-100.0,-100.0,-100.0,-100.0
239911,-100.0,-100.0,-100.0,-100.0
239943,-100.0,-100.0,-100.0,-100.0
239953,-100.0,-100.0,-100.0,-100.0
239997,-100.0,-100.0,-100.0,-100.0
240044,-100.0,-100.0,-100.0,-100.0
240062,-100.0,-100.0,-100.0,-100.0
240086,-100.0,-100.0,-100.0,-100.0
240103,-100.0,-100.0,-100.0,-100.0
240134,-100.0,-100.0,-100.0,-100.0
240200,-100.0,-100.0,-100.0,-100.0
240227,-100.0,-100.0,-100.0,-100.0
240260,-100.0,-100.0,-100.0,-100.0
240296,-100.0,-100.0,-100.0,-100.0
240346,-100.0,-100.0,-100.0,-100.0
240362,-100.0,-100.0,-100.0,-100.0
240392,-100.0,-100.0,-100.0,-100.0
240413,-100.0,-100.0,-100.0,-100.0
240476,-100.0,-100.0,-100.0,-100.0
240497,-100.0,-100.0,-100.0,-100.0
240512,-100.0,-100.0,-100.0,-100.0
240548,-100.0,-100.0,-100.0,-100.0
240587,-100.0,-100.0,-100.0,-100.0
240607,-100.0,-100.0,-100.0,-100.0
240637,-100.0,-100.0,-100.0,-100.0
240661,-100.0,-100.0,-100.0,-100.0
240718,-100.0,-100.0,-100.0,-100.0
240774,-100.0,-100.0,-100.0,-100.0
240793,-100.0,-100.0,-100.0,-100.0
240834,-100.0,-100.0,-100.0,-100.0
240946,-100.0,-100.0,-100.0,-100.0
240973,-100.0,-100.0,-100.0,-100.0
241013,-100.0,-100.0,-100.0,-100.0
241043,-100.0,-100.0,-100.0,-100.0
241126,-100.0,-100.0,-100.0,-100.0
241162,-100.0,-100.0,-100.0,-100.0
241185,-100.0,-100.0,-100.0,-100.0
241215,-100.0,-100.0,-100.0,-100.0
241229,-100.0,-100.0,-100.0,-100.0
241295,-100.0,-100.0,-100.0,-100.0
241353,-100.0,-100.0,-100.0,-100.0
241380,-100.0,-100.0,-100.0,-100.0
241400,-100.0,-100.0,-100.0,-100.0
241571,-100.0,-100.0,-100.0,-100.0
241584,-100.0,-100.0,-100.0,-100.0
241642,-100.0,-100.0,-100.0,-100.0
241657,-100.0,-100.0,-100.0,-100.0
241702,-100.0,-100.0,-100.0,-100.0
241715,-100.0,-100.0,-100.0,-100.0
241745,-100.0,-100.0,-100.0,-100.0
241826,-100.0,-100.0,-100.0,-100.0
241873,-100.0,-100.0,-100.0,-100.0
241950,-100.0,-100.0,-100.0,-100.0
241992,-100.0,-100.0,-100.0,-100.0
242137,-100.0,-100.0,-100.0,-100.0
242161,-100.0,-100.0,-100.0,-100.0
242212,-100.0,-100.0,-100.0,-100.0
242247,-100.0,-100.0,-100.0,-100.0
242268,-100.0,-100.0,-100.0,-100.0
242385,-100.0,-100.0,-100.0,-100.0
242401,-100.0,-100.0,-100.0,-100.0
242429,-100.0,-100.0,-100.0,-100.0
242634,-100.0,-100.0,-100.0,-100.0
242694,-100.0,-100.0,-100.0,-100.0
242713,-100.0,-100.0,-100.0,-100.0
242737,-100.0,-100.0,-100.0,-100.0
242810,-100.0,-100.0,-100.0,-100.0
242871,-100.0,-100.0,-100.0,-100.0
242910,-100.0,-100.0,-100.0,-100.0
242930,-100.0,-100.0,-100.0,-100.0
242984,-100.0,-100.0,-100.0,-100.0
243008,-100.0,-100.0,-100.0,-100.0
243033,-100.0,-100.0,-100.0,-100.0
243066,-100.0,-100.0,-100.0,-100.0
243114,-100.0,-100.0,-100.0,-100.0
243131,-100.0,-100.0,-100.0,-100.0
243166,-100.0,-100.0,-100.0,-100.0
243193,-100.0,-100.0,-100.0,-100.0
243211,-100.0,-100.0,-100.0,-100.0
243230,-100.0,-100.0,-100.0,-100.0
243308,-100.0,-100.0,-100.0,-100.0
243330,-100.0,-100.0,-100.0,-100.0
243360,-100.0,-100.0,-100.0,-100.0
243378,-100.0,-100.0,-100.0,-100.0
243410,-100.0,-100.0,-100.0,-100.0
243458,-100.0,-100.0,-100.0,-100.0
243501,-100.0,-100.0,-100.0,-100.0
243524,-100.0,-100.0,-100.0,-100.0
243611,-100.0,-100.0,-100.0,-100.0
243656,-100.0,-100.0,-100.0,-100.0
243719,-100.0,-100.0,-100.0,-100.0
243743,-100.0,-100.0,-100.0,-100.0
243770,-100.0,-100.0,-100.0,-100.0
243841,-100.0,-100.0,-100.0,-100.0
243875,-100.0,-100.0,-100.0,-100.0
243896,-100.0,-100.0,-100.0,-100.0
243939,-100.0,-100.0,-100.0,-100.0
243961,-100.0,-100.0,-100.0,-100.0
243972,-100.0,-100.0,-100.0,-100.0
243999,-100.0,-100.0,-100.0,-100.0
244034,-100.0,-100.0,-100.0,-100.0
244061,-100.0,-100.0,-100.0,-100.0
244121,-100.0,-100.0,-100.0,-100.0
244169,-100.0,-100.0,-100.0,-100.0
244207,-100.0,-100.0,-100.0,-100.0
244240,-100.0,-100.0,-100.0,-100.0
244305,-100.0,-100.0,-100.0,-100.0
244331,-100.0,-100.0,-100.0,-100.0
244425,-100.0,-100.0,-100.0,-100.0
244451,-100.0,-100.0,-100.0,-100.0
244468,-100.0,-100.0,-100.0,-100.0
244706,-100.0,-100.0,-100.0,-100.0
244869,-100.0,-100.0,-100.0,-100.0
244884,-100.0,-100.0,-100.0,-100.0
244898,-100.0,-100.0,-100.0,-100.0
244915,-100.0,-100.0,-100.0,-100.0
244926,-100.0,-100.0,-100.0,-100.0
244997,-100.0,-100.0,-100.0,-100.0
245011,-100.0,-100.0,-100.0,-100.0
245039,-100.0,-100.0,-100.0,-100.0
245314,-100.0,-100.0,-100.0,-100.0
245365,-100.0,-100.0,-100.0,-100.0
245407,-100.0,-100.0,-100.0,-100.0
