,A10I249SZXANR,A11W9XU1ESKSA,AA3OOA62I1EEB
357718,100.0,-100.0,-100.0
357722,100.0,-100.0,-100.0
357737,100.0,-100.0,-100.0
357741,100.0,-100.0,-100.0
357757,100.0,-100.0,-100.0
357761,100.0,-100.0,-100.0
357778,100.0,-100.0,-100.0
357782,100.0,-100.0,-100.0
357799,100.0,-100.0,-100.0
357802,100.0,-100.0,-100.0
357820,100.0,-100.0,-100.0
357824,100.0,-100.0,-100.0
357841,100.0,-100.0,-100.0
357845,100.0,-100.0,-100.0
357864,100.0,-100.0,-100.0
357875,100.0,-100.0,-100.0
357905,100.0,-100.0,-100.0
357909,100.0,-100.0,-100.0
357914,100.0,-100.0,-100.0
357919,100.0,-100.0,-100.0
357936,100.0,-100.0,-100.0
361458,100.0,-100.0,-100.0
361470,100.0,-100.0,-100.0
361525,100.0,-100.0,-100.0
361535,100.0,-100.0,-100.0
361628,100.0,-100.0,-100.0
361644,100.0,-100.0,-100.0
361797,100.0,-100.0,-100.0
361811,100.0,-100.0,-100.0
361944,100.0,-100.0,-100.0
361963,100.0,-100.0,-100.0
362128,100.0,-100.0,-100.0
362141,100.0,-100.0,-100.0
362281,100.0,-100.0,-100.0
362294,100.0,-100.0,-100.0
362433,100.0,-100.0,-100.0
362447,100.0,-100.0,-100.0
362472,100.0,-100.0,-100.0
362484,100.0,-100.0,-100.0
362620,100.0,-100.0,-100.0
362636,100.0,-100.0,-100.0
362778,100.0,-100.0,-100.0
362792,100.0,-100.0,-100.0
362961,100.0,-100.0,-100.0
362979,100.0,-100.0,-100.0
363131,100.0,-100.0,-100.0
363144,100.0,-100.0,-100.0
363293,100.0,-100.0,-100.0
363306,100.0,-100.0,-100.0
363460,100.0,-100.0,-100.0
363472,100.0,-100.0,-100.0
363631,100.0,-100.0,-100.0
363641,100.0,-100.0,-100.0
363828,100.0,-100.0,-100.0
363841,100.0,-100.0,-100.0
363999,100.0,-100.0,-100.0
364015,100.0,-100.0,-100.0
364143,100.0,-100.0,-100.0
364155,100.0,-100.0,-100.0
364211,100.0,-100.0,-100.0
364224,100.0,-100.0,-100.0
364319,100.0,-100.0,-100.0
364333,100.0,-100.0,-100.0
364517,100.0,-100.0,-100.0
364521,100.0,-100.0,-100.0
364665,100.0,-100.0,-100.0
364677,100.0,-100.0,-100.0
364725,100.0,-100.0,-100.0
364730,100.0,-100.0,-100.0
364853,100.0,-100.0,-100.0
364864,100.0,-100.0,-100.0
365035,100.0,-100.0,-100.0
365045,100.0,-100.0,-100.0
365218,100.0,-100.0,-100.0
365236,100.0,-100.0,-100.0
365405,100.0,-100.0,-100.0
365428,100.0,-100.0,-100.0
365565,100.0,-100.0,-100.0
365575,100.0,-100.0,-100.0
365781,100.0,-100.0,-100.0
365803,100.0,-100.0,-100.0
365947,100.0,-100.0,-100.0
365978,100.0,-100.0,-100.0
366142,100.0,-100.0,-100.0
366165,100.0,-100.0,-100.0
366310,100.0,-100.0,-100.0
366331,100.0,-100.0,-100.0
366468,100.0,-100.0,-100.0
366485,100.0,-100.0,-100.0
366653,100.0,-100.0,-100.0
366664,100.0,-100.0,-100.0
366857,100.0,-100.0,-100.0
366866,100.0,-100.0,-100.0
367027,100.0,-100.0,-100.0
367046,100.0,-100.0,-100.0
367227,100.0,-100.0,-100.0
367247,100.0,-100.0,-100.0
367423,100.0,-100.0,-100.0
367439,100.0,-100.0,-100.0
367614,100.0,-100.0,-100.0
367629,100.0,-100.0,-100.0
367783,100.0,-100.0,-100.0
367802,100.0,-100.0,-100.0
367973,100.0,-100.0,-100.0
367987,100.0,-100.0,-100.0
368019,100.0,-100.0,-100.0
368036,100.0,-100.0,-100.0
368170,100.0,-100.0,-100.0
368183,100.0,-100.0,-100.0
368362,100.0,-100.0,-100.0
368368,100.0,-100.0,-100.0
368544,100.0,-100.0,-100.0
368561,100.0,-100.0,-100.0
368729,100.0,-100.0,-100.0
368747,100.0,-100.0,-100.0
368885,100.0,-100.0,-100.0
368899,100.0,-100.0,-100.0
369071,100.0,-100.0,-100.0
369086,100.0,-100.0,-100.0
369274,100.0,-100.0,-100.0
369289,100.0,-100.0,-100.0
369465,100.0,-100.0,-100.0
369479,100.0,-100.0,-100.0
369643,100.0,-100.0,-100.0
369649,100.0,-100.0,-100.0
369837,100.0,-100.0,-100.0
369845,100.0,-100.0,-100.0
370043,100.0,-100.0,-100.0
370059,100.0,-100.0,-100.0
370235,100.0,-100.0,-100.0
370252,100.0,-100.0,-100.0
370389,100.0,-100.0,-100.0
370409,100.0,-100.0,-100.0
370585,100.0,-100.0,-100.0
370603,100.0,-100.0,-100.0
370743,100.0,-100.0,-100.0
370760,100.0,-100.0,-100.0
380260,100.0,-100.0,-100.0
380292,100.0,-100.0,-99.0
380348,100.0,-100.0,-99.0
380375,100.0,-100.0,-98.0
380423,100.0,-100.0,-98.0
380443,100.0,-100.0,-97.0
380589,100.0,-100.0,-97.0
380614,100.0,-100.0,-96.0
380665,100.0,-100.0,-96.0
380685,100.0,-100.0,-95.0
380937,100.0,-100.0,-95.0
380958,100.0,-100.0,-94.0
381007,100.0,-100.0,-94.0
381025,100.0,-100.0,-93.0
381037,100.0,-100.0,-93.0
381077,100.0,-100.0,-92.0
381145,100.0,-100.0,-92.0
381146,100.0,-100.0,-92.0
381163,100.0,-100.0,-92.0
381180,100.0,-100.0,-92.0
381215,100.0,-100.0,-92.0
381226,100.0,-100.0,-92.0
381268,100.0,-100.0,-92.0
381277,100.0,-100.0,-92.0
381319,100.0,-100.0,-92.0
381330,100.0,-100.0,-92.0
381355,100.0,-100.0,-92.0
381365,100.0,-100.0,-92.0
381366,100.0,-100.0,-92.0
381376,100.0,-100.0,-92.0
381385,100.0,-100.0,-92.0
381399,100.0,-100.0,-92.0
381405,100.0,-100.0,-92.0
381415,100.0,-100.0,-92.0
381423,100.0,-100.0,-92.0
381434,100.0,-100.0,-92.0
381441,100.0,-100.0,-92.0
381474,100.0,-100.0,-92.0
381487,100.0,-100.0,-92.0
381496,100.0,-100.0,-92.0
381503,100.0,-100.0,-92.0
381517,100.0,-100.0,-92.0
381529,100.0,-100.0,-92.0
381538,100.0,-100.0,-92.0
381550,100.0,-100.0,-92.0
381562,100.0,-100.0,-92.0
381569,100.0,-100.0,-92.0
381580,100.0,-100.0,-92.0
381587,100.0,-100.0,-92.0
381591,100.0,-100.0,-92.0
381603,100.0,-100.0,-92.0
381611,100.0,-100.0,-92.0
381627,100.0,-100.0,-92.0
381633,100.0,-100.0,-92.0
381645,100.0,-100.0,-92.0
381653,100.0,-100.0,-92.0
381664,100.0,-100.0,-92.0
381671,100.0,-100.0,-92.0
381686,100.0,-100.0,-92.0
381693,100.0,-100.0,-92.0
381704,100.0,-100.0,-92.0
381715,100.0,-100.0,-92.0
381728,100.0,-100.0,-92.0
381797,100.0,-100.0,-91.0
381824,100.0,-100.0,-91.0
381943,100.0,-100.0,-89.0
382039,100.0,-100.0,-89.0
382083,100.0,-100.0,-88.0
382107,100.0,-100.0,-88.0
382118,100.0,-100.0,-88.0
382128,100.0,-100.0,-88.0
382139,100.0,-100.0,-88.0
382148,100.0,-100.0,-88.0
382155,100.0,-100.0,-88.0
382166,100.0,-100.0,-88.0
382180,100.0,-100.0,-88.0
382194,100.0,-100.0,-88.0
382206,100.0,-100.0,-88.0
382219,100.0,-100.0,-88.0
382230,100.0,-100.0,-88.0
382241,100.0,-100.0,-88.0
382250,100.0,-100.0,-88.0
382261,100.0,-100.0,-88.0
382291,100.0,-100.0,-88.0
382393,100.0,-100.0,-88.0
382406,100.0,-100.0,-88.0
382416,100.0,-100.0,-88.0
382426,100.0,-100.0,-88.0
382436,100.0,-100.0,-88.0
382437,100.0,-100.0,-88.0
382449,100.0,-100.0,-88.0
382464,100.0,-100.0,-88.0
382474,100.0,-100.0,-88.0
382489,100.0,-100.0,-88.0
382500,100.0,-100.0,-88.0
382511,100.0,-100.0,-87.66666666666667
382522,100.0,-100.0,-87.33333333333333
382524,100.0,-100.0,-87.0
382536,100.0,-100.0,-87.0
382537,100.0,-100.0,-87.0
382573,100.0,-100.0,-87.0
382593,100.0,-100.0,-86.0
382636,100.0,-100.0,-86.0
382663,100.0,-100.0,-85.0
382676,100.0,-100.0,-85.0
382726,100.0,-100.0,-84.0
382827,100.0,-100.0,-84.0
382871,100.0,-100.0,-83.0
383199,100.0,-100.0,-83.0
383207,100.0,-99.5,-83.0
383216,100.0,-99.0,-82.5
383223,100.0,-99.0,-82.0
383251,100.0,-99.0,-82.0
383253,100.0,-98.5,-82.0
383263,100.0,-98.0,-81.5
383273,100.0,-98.0,-81.0
383284,100.0,-98.0,-81.0
383287,100.0,-96.0,-81.0
383311,100.0,-96.0,-81.0
383316,100.0,-95.5,-81.0
383322,100.0,-95.0,-80.5
383336,100.0,-95.0,-80.0
383346,100.0,-95.0,-80.0
383357,100.0,-94.0,-80.0
383367,100.0,-94.0,-80.0
383384,100.0,-94.0,-79.5
383388,100.0,-93.5,-79.0
383394,100.0,-93.0,-79.0
383415,100.0,-93.0,-79.0
383428,100.0,-92.0,-79.0
383433,100.0,-92.0,-78.5
383445,100.0,-91.5,-78.0
383448,100.0,-91.0,-78.0
383470,100.0,-91.0,-78.0
383475,100.0,-90.5,-78.0
383484,100.0,-90.0,-77.5
383492,100.0,-90.0,-77.0
383503,100.0,-90.0,-77.0
383509,100.0,-90.0,-76.66666666666667
383511,100.0,-89.0,-76.33333333333333
383527,100.0,-89.0,-76.0
383546,100.0,-89.0,-76.0
383560,100.0,-88.0,-76.0
383582,100.0,-88.0,-76.0
383593,100.0,-87.0,-76.0
383621,100.0,-87.0,-76.0
383635,100.0,-86.0,-76.0
383661,100.0,-86.0,-76.0
383672,100.0,-85.0,-76.0
383678,100.0,-85.0,-76.0
383693,100.0,-85.0,-75.0
383694,100.0,-85.0,-75.0
383704,100.0,-84.0,-75.0
383716,100.0,-84.0,-75.0
383728,100.0,-83.0,-75.0
383730,100.0,-83.0,-75.0
383744,100.0,-83.0,-74.0
383750,100.0,-83.0,-74.0
383766,100.0,-82.0,-74.0
383787,100.0,-82.0,-74.0
383793,100.0,-81.5,-74.0
383795,100.0,-81.0,-73.5
383805,100.0,-81.0,-73.0
383824,100.0,-81.0,-73.0
383835,100.0,-80.0,-73.0
383837,100.0,-80.0,-73.0
383852,100.0,-80.0,-72.0
383853,100.0,-80.0,
383870,100.0,-80.0,
383882,100.0,-79.0,
383904,100.0,-79.0,
383913,100.0,-78.0,
383921,100.0,-78.0,
383934,100.0,-77.0,
383944,100.0,-77.0,
383955,100.0,-76.0,
383980,100.0,-76.0,
383994,100.0,-75.0,
384001,100.0,-75.0,
384016,100.0,-74.0,
384036,100.0,-74.0,
384046,100.0,-73.0,
384053,100.0,-73.0,
384066,100.0,-72.0,
384089,100.0,-72.0,
384101,100.0,-71.0,
384122,100.0,-71.0,
384131,100.0,-70.0,
384144,100.0,-70.0,
384155,100.0,-69.0,
384179,100.0,-69.0,
384189,100.0,-67.0,
384196,100.0,-67.0,
384210,100.0,-66.0,
384236,100.0,-66.0,
384247,100.0,-65.0,
384269,100.0,-65.0,
384278,100.0,-64.0,
384284,100.0,-64.0,
384297,100.0,-63.0,
384304,100.0,-63.0,
384319,100.0,-62.0,
384340,100.0,-62.0,
384356,100.0,-61.0,
384368,100.0,-61.0,
384382,100.0,-60.0,
384397,100.0,-60.0,
384410,100.0,-59.0,
384420,100.0,-59.0,
384445,100.0,-58.0,
384450,100.0,-58.0,
384465,100.0,-57.0,
384488,100.0,-57.0,
384497,100.0,-56.0,
384522,100.0,-56.0,
384533,100.0,-55.0,
384555,100.0,-55.0,
384565,100.0,-54.0,
384571,100.0,-53.0,
384577,100.0,-53.0,
384590,100.0,-52.0,
384612,100.0,-52.0,
384624,100.0,-50.0,
384650,100.0,-50.0,
384658,100.0,-49.0,
384682,100.0,-49.0,
384694,100.0,-48.0,
384699,100.0,-48.0,
384711,100.0,-47.0,
384718,100.0,-47.0,
384731,100.0,-46.0,
384752,100.0,-46.0,
384763,100.0,-45.0,
384770,100.0,-45.0,
384782,100.0,-44.0,
384787,100.0,-44.0,
384788,100.0,-43.0,
384811,100.0,-43.0,
384823,100.0,-42.0,
384829,100.0,-42.0,
384844,100.0,-41.0,
384848,100.0,-41.0,
384860,100.0,-40.0,
384866,100.0,-40.0,
384878,100.0,-39.0,
384901,100.0,-39.0,
384912,100.0,-38.0,
384917,100.0,-38.0,
384933,100.0,-37.0,
384951,100.0,-37.0,
384964,100.0,-35.0,
384986,100.0,-35.0,
384990,100.0,-34.0,
385011,100.0,-34.0,
385024,100.0,-33.0,
385029,100.0,-33.0,
385040,100.0,-32.0,
385063,100.0,-32.0,
385077,100.0,-30.0,
385099,100.0,-30.0,
385112,100.0,-29.0,
385117,100.0,-29.0,
385132,100.0,-28.0,
385154,100.0,-28.0,
385165,100.0,-27.0,
385187,100.0,-27.0,
385200,100.0,-26.0,
385205,100.0,-26.0,
385208,100.0,-25.0,
385232,100.0,-25.0,
385242,100.0,-24.0,
385265,100.0,-24.0,
385276,100.0,-23.0,
385299,100.0,-23.0,
385310,100.0,-22.0,
385316,100.0,-22.0,
385330,100.0,-21.0,
385352,100.0,-21.0,
385364,100.0,-20.0,
385369,100.0,-20.0,
385383,100.0,-19.0,
385406,100.0,-19.0,
385416,100.0,-18.0,
385432,100.0,-18.0,
385453,100.0,-17.0,
385484,100.0,-17.0,
385496,100.0,-16.0,
385501,100.0,-16.0,
385516,100.0,-15.0,
385538,100.0,-15.0,
385547,100.0,-14.0,
385572,100.0,-14.0,
385581,100.0,-13.0,
385606,100.0,-13.0,
385618,100.0,-12.0,
385642,100.0,-12.0,
385648,100.0,-11.0,
385670,100.0,-11.0,
385683,100.0,-10.0,
385704,100.0,-10.0,
385712,100.0,-9.0,
385736,100.0,-9.0,
385747,100.0,-8.0,
385770,100.0,-8.0,
385779,100.0,-7.0,
385802,100.0,-7.0,
385813,100.0,-6.0,
385819,100.0,-6.0,
385835,100.0,-5.0,
385847,100.0,-5.0,
385857,100.0,-4.0,
385879,100.0,-4.0,
385890,100.0,-3.0,
385896,100.0,-3.0,
385908,100.0,-2.0,
385932,100.0,-2.0,
385943,100.0,-1.0,
385949,100.0,-1.0,
385961,100.0,0.0,
385986,100.0,0.0,
385996,100.0,1.0,
386022,100.0,1.0,
386033,100.0,2.0,
386054,100.0,2.0,
386065,100.0,3.0,
386075,100.0,4.0,
386095,100.0,4.0,
386108,100.0,6.0,
386131,100.0,6.0,
386142,100.0,7.0,
386149,100.0,7.0,
386160,100.0,8.0,
386185,100.0,8.0,
386195,100.0,9.0,
386217,100.0,9.0,
386231,100.0,10.0,
386254,100.0,10.0,
386265,100.0,12.0,
386271,100.0,12.0,
386274,100.0,13.0,
386297,100.0,13.0,
386308,100.0,14.0,
386330,100.0,14.0,
386341,100.0,15.0,
386348,100.0,15.0,
386360,100.0,16.0,
386383,100.0,16.0,
386395,100.0,17.0,
386401,100.0,17.0,
386413,100.0,18.0,
386419,100.0,18.0,
386435,100.0,19.0,
386456,100.0,19.0,
386464,100.0,20.0,
386487,100.0,20.0,
386489,100.0,21.0,
386513,100.0,21.0,
386524,100.0,22.0,
386565,100.0,22.0,
386577,100.0,24.0,
386602,100.0,24.0,
386622,100.0,25.0,
386644,100.0,25.0,
386657,100.0,26.0,
386673,100.0,26.0,
386682,100.0,27.0,
386688,100.0,27.0,
386698,100.0,28.0,
386705,100.0,29.0,
386709,100.0,29.0,
386723,100.0,31.0,
386728,100.0,31.0,
386744,100.0,32.0,
386763,100.0,32.0,
386776,100.0,34.0,
386781,100.0,34.0,
386793,100.0,35.0,
386817,100.0,35.0,
386828,100.0,36.0,
386835,100.0,36.0,
386849,100.0,37.0,
386865,100.0,37.0,
386884,100.0,38.0,
386892,100.0,38.0,
386904,100.0,39.0,
386908,100.0,39.0,
386919,100.0,40.0,
386927,100.0,40.0,
386940,100.0,41.0,
386945,100.0,41.0,
386958,100.0,42.0,
386963,100.0,42.0,
386978,100.0,43.0,
386981,100.0,43.0,
386993,100.0,44.0,
387014,100.0,44.0,
387028,100.0,46.0,
387033,100.0,46.0,
387045,100.0,47.0,
387050,100.0,47.0,
387064,100.0,48.0,
387069,100.0,48.0,
387084,100.0,49.0,
387089,100.0,49.0,
387101,100.0,50.0,
387105,100.0,50.0,
387116,100.0,51.0,
387121,100.0,51.0,
387125,100.0,52.0,
387148,100.0,52.0,
387156,100.0,53.0,
387163,100.0,53.0,
387175,100.0,54.0,
387182,100.0,54.0,
387192,100.0,55.0,
387197,100.0,55.0,
387209,100.0,56.0,
387214,100.0,56.0,
387228,100.0,57.0,
387233,100.0,57.0,
387245,100.0,58.0,
387266,100.0,58.0,
387279,100.0,59.0,
387283,100.0,59.0,
387297,100.0,60.0,
387302,100.0,60.0,
387315,100.0,62.0,
387319,100.0,62.0,
387335,100.0,63.0,
387339,100.0,63.0,
387341,100.0,64.0,
387345,100.0,64.0,
387356,100.0,65.0,
387362,100.0,65.0,
387374,100.0,66.0,
387378,100.0,66.0,
387392,100.0,67.0,
387396,100.0,67.0,
387409,100.0,68.0,
387415,100.0,68.0,
387427,100.0,69.0,
387431,100.0,69.0,
387444,100.0,70.0,
387449,100.0,70.0,
387461,100.0,71.0,
387466,100.0,71.0,
387479,100.0,72.0,
387483,100.0,72.0,
387497,100.0,73.0,
387502,100.0,73.0,
387517,100.0,74.0,
387521,100.0,74.0,
387532,100.0,75.0,
387537,100.0,75.0,
387549,100.0,76.0,
387555,100.0,77.0,
387558,100.0,77.0,
387573,100.0,78.0,
387578,100.0,78.0,
387591,100.0,79.0,
387596,100.0,79.0,
387609,100.0,80.0,
387614,100.0,80.0,
387625,100.0,82.0,
387631,100.0,82.0,
387643,100.0,83.0,
387649,100.0,83.0,
387661,100.0,84.0,
387665,100.0,84.0,
387680,100.0,85.0,
387684,100.0,85.0,
387696,100.0,86.0,
387701,100.0,86.0,
387714,100.0,87.0,
387719,100.0,87.0,
387731,100.0,88.0,
387737,100.0,88.0,
387748,100.0,89.0,
387756,100.0,89.0,
387766,100.0,90.0,
387770,100.0,90.0,
387773,100.0,92.0,
387796,100.0,92.0,
387809,100.0,93.0,
387817,100.0,93.0,
387828,100.0,94.0,
387852,100.0,94.0,
387860,100.0,95.0,
387865,100.0,95.0,
387879,100.0,96.0,
387884,100.0,96.0,
387896,100.0,97.0,
387901,100.0,97.0,
387913,100.0,98.0,
387919,100.0,98.0,
387938,100.0,99.0,
387953,100.0,99.0,
387966,100.0,100.0,
402211,100.0,100.0,
402222,100.0,100.0,
402294,100.0,100.0,
402303,100.0,100.0,
402448,100.0,100.0,
402458,100.0,100.0,
402477,100.0,100.0,
402486,100.0,100.0,
402608,100.0,100.0,
402621,100.0,100.0,
402662,100.0,100.0,
402670,100.0,100.0,
402828,100.0,100.0,
402836,100.0,100.0,
402874,100.0,100.0,
402880,100.0,100.0,
403009,100.0,100.0,
403018,100.0,100.0,
403071,100.0,100.0,
403080,100.0,100.0,
403221,100.0,100.0,
403230,100.0,100.0,
403265,100.0,100.0,
403276,100.0,100.0,
403410,100.0,100.0,
403419,100.0,100.0,
403439,100.0,100.0,
403449,100.0,100.0,
403495,100.0,100.0,
403503,100.0,100.0,
403617,100.0,100.0,
403625,100.0,100.0,
403670,100.0,100.0,
403679,100.0,100.0,
403798,100.0,100.0,
403810,100.0,100.0,
403858,100.0,100.0,
403867,100.0,100.0,
403911,100.0,100.0,
403921,100.0,100.0,
404026,100.0,100.0,
404037,100.0,100.0,
404084,100.0,100.0,
404093,100.0,100.0,
404222,100.0,100.0,
404234,100.0,100.0,
404274,100.0,100.0,
404284,100.0,100.0,
404413,100.0,100.0,
404427,100.0,100.0,
404473,100.0,100.0,
404482,100.0,100.0,
404598,100.0,100.0,
404607,100.0,100.0,
404662,100.0,100.0,
404672,100.0,100.0,
404800,100.0,100.0,
404816,100.0,100.0,
404853,100.0,100.0,
404866,100.0,100.0,
404999,100.0,100.0,
405010,100.0,100.0,
405055,100.0,100.0,
405057,100.0,100.0,
405184,100.0,100.0,
405197,100.0,100.0,
406969,100.0,100.0,
407005,99.0,100.0,
407070,99.0,100.0,
407093,98.0,100.0,
407095,98.0,100.0,
407096,98.0,100.0,-10.0
407132,98.0,100.0,-11.0
407151,98.0,100.0,-11.0
407178,97.0,100.0,-11.0
407191,97.0,100.0,-11.0
407195,97.0,100.0,-11.5
407231,96.5,100.0,-12.0
407243,96.0,100.0,-12.0
407260,96.0,100.0,-12.0
407298,95.0,100.0,-12.0
407303,95.0,100.0,-12.0
407330,95.0,100.0,-13.0
407357,95.0,100.0,-13.0
407386,94.0,100.0,-13.0
407401,94.0,100.0,-13.0
407439,94.0,100.0,-14.0
407440,94.0,100.0,-14.0
407471,93.0,100.0,-14.0
407491,93.0,100.0,-14.0
407517,93.0,100.0,-15.0
407528,93.0,100.0,-15.0
407555,92.0,100.0,-15.0
407573,92.0,100.0,-15.0
407597,92.0,100.0,-16.0
407612,92.0,100.0,-16.0
407644,91.0,100.0,-16.0
407659,91.0,100.0,-16.0
407663,90.66666666666667,100.0,-16.0
407688,90.33333333333333,100.0,-17.0
407692,90.0,100.0,-17.0
407711,90.0,100.0,-17.0
407741,89.0,100.0,-17.0
407751,89.0,100.0,-17.0
407777,89.0,100.0,-18.0
407798,89.0,100.0,-18.0
407831,88.0,100.0,-18.0
407837,88.0,100.0,-18.0
407866,88.0,100.0,-19.0
407886,88.0,100.0,-19.0
407919,88.0,100.0,-20.0
407920,88.0,100.0,-20.0
407960,87.0,100.0,-20.0
407976,87.0,100.0,-20.0
407985,86.5,100.0,-20.0
408017,86.0,100.0,-20.5
408018,86.0,100.0,-21.0
408033,86.0,100.0,-21.0
408071,85.0,100.0,-21.0
408099,85.0,100.0,-21.0
408104,85.0,100.0,-21.333333333333332
408119,84.0,100.0,-21.666666666666668
408129,84.0,100.0,-22.0
408149,84.0,100.0,-22.0
408160,83.0,100.0,-22.0
408212,83.0,100.0,-22.0
408218,82.5,100.0,-22.0
408226,82.0,100.0,-22.333333333333332
408234,82.0,100.0,-22.666666666666668
408247,81.5,100.0,-23.0
408259,81.0,100.0,-23.0
408268,81.0,100.0,-23.0
408285,80.0,100.0,-23.0
408294,80.0,100.0,-23.0
408310,79.5,100.0,-23.0
408317,79.0,100.0,-23.25
408325,79.0,100.0,-23.5
408344,78.0,100.0,-23.75
408347,78.0,100.0,-24.0
408370,78.0,100.0,-24.0
408381,78.0,100.0,-24.333333333333332
408395,77.0,100.0,-24.666666666666668
408411,77.0,100.0,-25.0
408423,77.0,100.0,-25.0
408427,76.5,100.0,-25.0
408435,76.0,100.0,-25.25
408444,76.0,100.0,-25.5
408464,75.0,100.0,-25.75
408469,75.0,100.0,-26.0
408490,75.0,100.0,-26.0
408514,74.0,100.0,-26.0
408521,74.0,100.0,-26.0
408540,73.0,100.0,-26.0
408549,73.0,100.0,-26.0
408553,72.5,100.0,-26.0
408568,72.0,100.0,-26.5
408589,72.0,100.0,-27.0
408600,72.0,100.0,-27.0
408606,71.5,100.0,-27.0
408613,71.0,100.0,-27.333333333333332
408640,71.0,100.0,-27.666666666666668
408646,70.5,100.0,-28.0
408655,70.0,100.0,-28.0
408661,70.0,100.0,-28.0
408682,70.0,100.0,-28.333333333333332
408694,69.0,100.0,-28.666666666666668
408707,69.0,100.0,-29.0
408723,69.0,100.0,-29.0
408725,69.0,100.0,-29.333333333333332
408739,68.0,100.0,-29.666666666666668
408763,68.0,100.0,-30.0
408775,68.0,100.0,-30.0
408791,67.0,100.0,-30.0
408819,67.0,100.0,-30.0
408831,66.5,100.0,-30.0
408834,66.0,100.0,-30.5
408860,66.0,100.0,-31.0
408863,66.0,100.0,-31.0
408879,65.0,100.0,-31.0
408881,65.0,100.0,-31.0
408907,65.0,100.0,-31.333333333333332
408917,64.0,100.0,-31.666666666666668
408927,64.0,100.0,-32.0
408950,64.0,100.0,-32.0
408962,63.0,100.0,-32.0
408986,63.0,100.0,-32.0
408988,63.0,100.0,-32.333333333333336
409000,62.0,100.0,-32.666666666666664
409026,62.0,100.0,-33.0
409031,62.0,100.0,-33.0
409046,61.0,100.0,-33.0
409048,61.0,100.0,-33.0
409073,61.0,100.0,-33.5
409082,60.5,100.0,-34.0
409085,60.0,100.0,-34.0
409094,60.0,100.0,-34.0
409101,59.5,100.0,-34.0
409110,59.0,100.0,-34.25
409119,59.0,100.0,-34.5
409135,58.0,100.0,-34.75
409140,58.0,100.0,-35.0
409167,58.0,100.0,-35.0
409178,57.0,100.0,-35.0
409208,57.0,100.0,-35.0
409213,57.0,100.0,-35.333333333333336
409230,56.0,100.0,-35.666666666666664
409239,56.0,100.0,-36.0
409255,56.0,100.0,-36.0
409269,55.0,100.0,-36.0
409299,55.0,100.0,-36.0
409302,54.5,100.0,-36.0
409316,54.0,100.0,-36.5
409330,54.0,100.0,-37.0
409347,54.0,100.0,-37.0
409364,53.0,100.0,-37.0
409389,53.0,100.0,-37.0
409402,52.0,100.0,-37.0
409410,52.0,100.0,-37.0
409415,51.5,100.0,-37.0
409427,51.0,100.0,-37.5
409454,51.0,100.0,-38.0
409455,51.0,100.0,-38.0
409468,50.0,100.0,-38.0
409495,50.0,100.0,-38.0
409510,49.0,100.0,-38.0
409523,49.0,100.0,-38.0
409536,49.0,100.0,-38.333333333333336
409549,48.0,100.0,-38.666666666666664
409560,48.0,100.0,-39.0
409576,48.0,100.0,-39.0
409582,47.5,100.0,-39.0
409591,47.0,100.0,-39.333333333333336
409602,47.0,100.0,-39.666666666666664
409621,46.5,100.0,-40.0
409628,46.0,100.0,-40.0
409637,46.0,100.0,-40.0
409641,46.0,100.0,-40.333333333333336
409673,45.0,100.0,-40.666666666666664
409681,45.0,100.0,-41.0
409701,45.0,100.0,-41.0
409709,45.0,100.0,-41.333333333333336
409724,44.0,100.0,-41.666666666666664
409746,44.0,100.0,-42.0
409757,44.0,100.0,-42.0
409771,43.0,100.0,-42.0
409779,43.0,100.0,-42.0
409796,42.0,100.0,-42.0
409808,42.0,100.0,-42.0
409823,42.0,100.0,-42.25
409835,41.0,100.0,-42.5
409845,41.0,100.0,-42.75
409847,40.5,100.0,-43.0
409860,40.0,100.0,-43.0
409895,40.0,100.0,-43.0
409907,39.0,100.0,-43.0
409918,39.0,100.0,-43.0
409946,39.0,100.0,-43.5
409950,38.5,100.0,-44.0
409963,38.0,100.0,-44.0
409991,38.0,100.0,-44.0
410010,37.0,100.0,-44.0
410022,37.0,100.0,-44.0
410043,37.0,100.0,-44.333333333333336
410056,36.0,100.0,-44.666666666666664
410061,36.0,100.0,-45.0
410066,36.0,100.0,-45.0
410082,35.0,100.0,-45.0
410108,35.0,100.0,-45.0
410123,34.0,100.0,-45.0
410152,34.0,100.0,-46.0
410153,34.0,100.0,-46.0
410170,33.0,100.0,-46.0
410199,33.0,100.0,-46.0
410216,32.0,100.0,-46.0
410236,32.0,100.0,-46.0
410243,32.0,100.0,-46.333333333333336
410261,31.0,100.0,-46.666666666666664
410271,31.0,100.0,-47.0
410286,31.0,100.0,-47.0
410303,30.0,100.0,-47.0
410312,30.0,100.0,-47.0
410328,29.5,100.0,-47.0
410331,29.0,100.0,-47.5
410359,29.0,100.0,-48.0
410371,28.0,100.0,-48.0
410400,28.0,100.0,-48.0
410413,27.0,100.0,-48.0
410426,27.0,100.0,-48.0
410444,27.0,100.0,-48.333333333333336
410457,26.0,100.0,-48.666666666666664
410465,26.0,100.0,-49.0
410486,26.0,100.0,-49.0
410501,25.0,100.0,-49.0
410527,25.0,100.0,-49.0
410538,24.0,100.0,-49.0
410547,24.0,100.0,-49.0
410550,23.5,100.0,-49.0
410562,23.0,100.0,-49.5
410592,23.0,100.0,-50.0
410598,23.0,100.0,-50.0
