,AYYSG3O9FNU15,AOEGJLWFISOZQ,AU2980AA60A2C,A93LDI16XJWI8
94089,-91.75,-100.0,-100.0,-100.0
94093,-92.0,-100.0,-100.0,-100.0
94105,-92.06896551724138,-100.0,-100.0,-100.0
94123,-92.13793103448276,-100.0,-100.0,-100.0
94138,-92.20689655172414,-100.0,-100.0,-100.0
94155,-92.27586206896552,-100.0,-100.0,-100.0
94173,-92.34482758620689,-100.0,-100.0,-100.0
94188,-92.41379310344827,-100.0,-100.0,-100.0
94205,-92.48275862068965,-100.0,-100.0,-100.0
94221,-92.55172413793103,-100.0,-100.0,-100.0
94239,-92.62068965517241,-100.0,-100.0,-100.0
94255,-92.6896551724138,-100.0,-100.0,-100.0
94272,-92.75862068965517,-100.0,-100.0,-100.0
94288,-92.82758620689656,-100.0,-100.0,-100.0
94306,-92.89655172413794,-100.0,-100.0,-100.0
94322,-92.96551724137932,-100.0,-100.0,-100.0
94339,-93.03448275862068,-100.0,-100.0,-100.0
94356,-93.10344827586206,-100.0,-100.0,-100.0
94372,-93.17241379310344,-100.0,-100.0,-100.0
94388,-93.24137931034483,-100.0,-100.0,-100.0
94405,-93.3103448275862,-100.0,-100.0,-100.0
94422,-93.37931034482759,-100.0,-100.0,-100.0
94439,-93.44827586206897,-100.0,-100.0,-100.0
94455,-93.51724137931035,-100.0,-100.0,-100.0
94473,-93.58620689655173,-100.0,-100.0,-100.0
94489,-93.65517241379311,-100.0,-100.0,-100.0
94505,-93.72413793103448,-100.0,-100.0,-100.0
94522,-93.79310344827586,-100.0,-100.0,-100.0
94539,-93.86206896551724,-100.0,-100.0,-100.0
94556,-93.93103448275862,-100.0,-100.0,-100.0
94987,-94.0,-100.0,-100.0,-100.0
95028,-95.0,-100.0,-100.0,-100.0
95069,-97.0,-100.0,-100.0,-100.0
95111,-100.0,-100.0,-100.0,-100.0
95112,,-100.0,-100.0,-100.0
95914,,-100.0,-100.0,-100.0
95934,,-100.0,-100.0,-100.0
95966,,-100.0,-100.0,-100.0
95997,,-100.0,-100.0,-100.0
96015,,-100.0,-100.0,-100.0
96047,,-100.0,-100.0,-100.0
96068,,-100.0,-100.0,-100.0
96098,,-100.0,-100.0,-100.0
96131,,-100.0,-100.0,-100.0
96148,,-100.0,-100.0,-100.0
96182,,-100.0,-100.0,-100.0
96215,,-100.0,-100.0,-100.0
96233,,-100.0,-100.0,-100.0
96265,,-100.0,-100.0,-100.0
96297,,-100.0,-100.0,-100.0
96316,,-100.0,-100.0,-100.0
96347,,-100.0,-100.0,-100.0
96381,,-100.0,-100.0,-100.0
96399,,-100.0,-100.0,-100.0
96431,,-100.0,-100.0,-100.0
96465,,-100.0,-100.0,-100.0
96482,,-100.0,-100.0,-100.0
96515,,-100.0,-100.0,-100.0
97790,,-100.0,-100.0,-100.0
97825,,-100.0,-100.0,-100.0
98222,,-100.0,-100.0,-100.0
98251,,-100.0,-100.0,-100.0
98290,,-100.0,-100.0,-100.0
98304,,-100.0,-100.0,-100.0
99488,,-100.0,-100.0,-100.0
99506,,-100.0,-100.0,-100.0
99524,,-100.0,-100.0,-100.0
99555,,-100.0,-100.0,-100.0
99572,,-100.0,-100.0,-100.0
99588,,-100.0,-100.0,-100.0
99605,,-100.0,-100.0,-100.0
99621,,-100.0,-100.0,-100.0
99639,,-100.0,-100.0,-100.0
99655,,-100.0,-100.0,-100.0
99671,,-100.0,-100.0,-100.0
99688,,-100.0,-100.0,-100.0
99704,,-100.0,-100.0,-100.0
99722,,-100.0,-100.0,-100.0
99738,,-100.0,-100.0,-100.0
99755,,-100.0,-100.0,-100.0
99771,,-100.0,-100.0,-100.0
99788,,-100.0,-100.0,-100.0
103389,,-100.0,-100.0,-100.0
103406,,-100.0,-100.0,-100.0
103422,,-100.0,-100.0,-100.0
103438,,-100.0,-100.0,-100.0
103455,,-100.0,-100.0,-100.0
103474,,-100.0,-100.0,-100.0
103488,,-100.0,-100.0,-100.0
108772,,-100.0,-100.0,-100.0
108790,,-100.0,-100.0,-100.0
108805,,-100.0,-100.0,-100.0
108822,,-100.0,-100.0,-100.0
108839,,-100.0,-100.0,-100.0
108856,,-100.0,-100.0,-100.0
108873,,-100.0,-100.0,-100.0
121228,,-100.0,-100.0,-100.0
121229,-98.0,-100.0,-100.0,-100.0
121270,-97.0,-100.0,-100.0,-100.0
121311,-95.0,-100.0,-100.0,-100.0
121351,-92.0,-100.0,-100.0,-100.0
121373,-92.0,-100.0,-100.0,-100.0
121389,-92.0,-100.0,-100.0,-100.0
121405,-92.0,-100.0,-100.0,-100.0
121422,-92.0,-100.0,-100.0,-100.0
121440,-92.0,-100.0,-100.0,-100.0
121456,-92.0,-100.0,-100.0,-100.0
121472,-92.0,-100.0,-100.0,-100.0
121489,-92.0,-100.0,-100.0,-100.0
121506,-92.0,-100.0,-100.0,-100.0
121523,-92.0,-100.0,-100.0,-100.0
121539,-92.0,-100.0,-100.0,-100.0
121555,-92.0,-100.0,-100.0,-100.0
121572,-92.0,-100.0,-100.0,-100.0
121589,-92.0,-100.0,-100.0,-100.0
121605,-92.0,-100.0,-100.0,-100.0
121622,-92.0,-100.0,-100.0,-100.0
121640,-92.0,-100.0,-100.0,-100.0
121655,-92.0,-100.0,-100.0,-100.0
121674,-92.0,-100.0,-100.0,-100.0
121689,-92.0,-100.0,-100.0,-100.0
121707,-92.0,-100.0,-100.0,-100.0
121723,-92.0,-100.0,-100.0,-100.0
121740,-92.0,-100.0,-100.0,-100.0
122036,-92.0,-100.0,-100.0,-100.0
122053,-92.0,-99.0,-100.0,-100.0
122070,-92.0,-98.0,-100.0,-100.0
122086,-92.0,-97.0,-100.0,-100.0
122103,-92.0,-95.0,-100.0,-100.0
122120,-92.0,-94.0,-100.0,-100.0
122136,-92.0,-93.0,-100.0,-100.0
122154,-92.0,-92.0,-100.0,-100.0
122170,-92.0,-91.0,-100.0,-100.0
122188,-92.0,-91.0,-100.0,-100.0
122203,-92.0,-92.0,-100.0,-100.0
122220,-92.0,-94.0,-100.0,-100.0
122236,-92.0,-95.0,-100.0,-100.0
122239,-92.0,-95.33333333333333,-100.0,-100.0
122244,-92.0,-95.66666666666667,-100.0,-100.0
122253,-92.2,-96.0,-100.0,-100.0
122256,-92.4,-96.5,-100.0,-100.0
122270,-92.6,-97.0,-100.0,-100.0
122272,-92.8,-97.33333333333333,-100.0,-100.0
122284,-93.0,-97.66666666666667,-100.0,-100.0
122287,-93.42857142857143,-98.0,-100.0,-100.0
122289,-93.85714285714286,-98.5,-100.0,-100.0
122303,-94.28571428571429,-99.0,-100.0,-100.0
122306,-94.71428571428571,-99.5,-100.0,-100.0
122320,-95.14285714285714,-100.0,-100.0,-100.0
122323,-95.57142857142857,-100.0,-100.0,-100.0
122324,-96.0,-100.0,-100.0,-100.0
122339,-97.0,-100.0,-100.0,-100.0
122365,-98.0,-100.0,-100.0,-100.0
122366,,-100.0,-100.0,-100.0
122589,,-100.0,-100.0,-100.0
122606,,-100.0,-100.0,-100.0
122622,,-100.0,-100.0,-100.0
122639,,-100.0,-100.0,-100.0
122656,,-100.0,-100.0,-100.0
122672,,-100.0,-100.0,-100.0
122689,,-100.0,-100.0,-100.0
122706,,-100.0,-100.0,-100.0
122722,,-100.0,-100.0,-100.0
122739,,-100.0,-100.0,-100.0
122755,,-100.0,-100.0,-100.0
122774,,-100.0,-100.0,-100.0
122923,,-100.0,-100.0,-100.0
122939,,-100.0,-100.0,-100.0
122957,,-100.0,-100.0,-100.0
122973,,-100.0,-100.0,-100.0
122989,,-100.0,-100.0,-100.0
123007,,-100.0,-100.0,-100.0
123022,,-100.0,-100.0,-100.0
123039,,-100.0,-100.0,-100.0
123056,,-100.0,-100.0,-100.0
123074,,-100.0,-100.0,-100.0
123088,,-100.0,-100.0,-100.0
123105,,-100.0,-100.0,-100.0
123123,,-100.0,-100.0,-100.0
123140,,-100.0,-100.0,-100.0
123156,,-100.0,-100.0,-100.0
123173,,-100.0,-100.0,-100.0
123188,,-100.0,-100.0,-100.0
123207,,-100.0,-100.0,-100.0
127396,,-100.0,-100.0,-100.0
127405,,-100.0,-100.0,-100.0
127414,,-100.0,-100.0,-100.0
127423,,-100.0,-100.0,-100.0
127439,,-100.0,-100.0,-100.0
127457,,-100.0,-100.0,-100.0
127463,,-100.0,-100.0,-100.0
127473,,-100.0,-100.0,-100.0
127489,,-100.0,-100.0,-100.0
127505,,-100.0,-100.0,-100.0
127515,,-100.0,-100.0,-100.0
127522,,-100.0,-100.0,-100.0
127540,,-100.0,-100.0,-100.0
127548,,-100.0,-100.0,-100.0
127556,,-100.0,-100.0,-100.0
127572,,-100.0,-100.0,-100.0
127590,,-100.0,-100.0,-100.0
127605,,-100.0,-100.0,-100.0
127624,,-100.0,-100.0,-100.0
127639,,-100.0,-100.0,-100.0
127655,,-100.0,-100.0,-100.0
127673,,-100.0,-100.0,-100.0
127762,,-100.0,-100.0,-100.0
127781,,-100.0,-100.0,-100.0
127811,,-100.0,-100.0,-100.0
127829,,-100.0,-100.0,-100.0
127848,,-100.0,-100.0,-100.0
127878,,-100.0,-100.0,-100.0
127896,,-100.0,-100.0,-100.0
127972,,-100.0,-100.0,-100.0
127990,,-100.0,-100.0,-100.0
128007,,-100.0,-100.0,-100.0
128022,,-100.0,-100.0,-100.0
128038,,-100.0,-100.0,-100.0
128056,,-100.0,-100.0,-100.0
128072,,-100.0,-100.0,-100.0
128089,,-100.0,-100.0,-100.0
128106,,-100.0,-100.0,-100.0
128972,,-100.0,-100.0,-100.0
128990,,-100.0,-100.0,-100.0
129006,,-100.0,-100.0,-100.0
129022,,-100.0,-100.0,-100.0
129040,,-100.0,-100.0,-100.0
129056,,-100.0,-100.0,-100.0
129072,,-100.0,-100.0,-100.0
129090,,-100.0,-100.0,-100.0
129105,,-100.0,-100.0,-100.0
129122,,-100.0,-100.0,-100.0
130870,,-100.0,-100.0,-100.0
130887,,-100.0,-100.0,-100.0
130903,,-100.0,-100.0,-100.0
130920,,-100.0,-100.0,-100.0
130937,,-100.0,-100.0,-100.0
130953,,-100.0,-100.0,-100.0
130970,,-100.0,-100.0,-100.0
131755,,-100.0,-100.0,-100.0
131772,,-100.0,-100.0,-100.0
131790,,-100.0,-100.0,-100.0
131807,,-100.0,-100.0,-100.0
131823,,-100.0,-100.0,-100.0
131840,,-100.0,-100.0,-100.0
131856,,-100.0,-100.0,-100.0
131872,,-100.0,-100.0,-100.0
131889,,-100.0,-100.0,-100.0
131907,,-100.0,-100.0,-100.0
131923,,-100.0,-100.0,-100.0
131939,,-100.0,-100.0,-100.0
131955,,-100.0,-100.0,-100.0
131974,,-100.0,-100.0,-100.0
131989,,-100.0,-100.0,-100.0
132006,,-100.0,-100.0,-100.0
132024,,-100.0,-100.0,-100.0
132039,,-100.0,-100.0,-100.0
132056,,-100.0,-100.0,-100.0
132072,,-100.0,-100.0,-100.0
132089,,-100.0,-100.0,-100.0
132107,,-100.0,-100.0,-100.0
132124,,-100.0,-100.0,-100.0
132139,,-100.0,-100.0,-100.0
132156,,-100.0,-100.0,-100.0
132172,,-100.0,-100.0,-100.0
132189,,-100.0,-100.0,-100.0
132206,,-100.0,-100.0,-100.0
132222,,-100.0,-100.0,-100.0
132240,,-100.0,-100.0,-100.0
132256,,-100.0,-100.0,-100.0
132272,,-100.0,-100.0,-100.0
132289,,-100.0,-100.0,-100.0
132307,,-100.0,-100.0,-100.0
147627,,-100.0,-100.0,-100.0
147652,,-100.0,-100.0,-100.0
147703,,-100.0,-100.0,-100.0
147718,,-100.0,-100.0,-100.0
147811,,-100.0,-100.0,-100.0
147844,,-100.0,-100.0,-100.0
148019,,-100.0,-100.0,-100.0
148043,,-100.0,-100.0,-100.0
148087,,-100.0,-100.0,-100.0
148101,,-100.0,-100.0,-100.0
148357,,-100.0,-100.0,-100.0
148376,,-100.0,-100.0,-100.0
148416,,-100.0,-100.0,-100.0
148427,,-100.0,-100.0,-100.0
148611,,-100.0,-100.0,-100.0
148636,,-100.0,-100.0,-100.0
148660,,-100.0,-100.0,-100.0
148675,,-100.0,-100.0,-100.0
148680,,-100.0,-100.0,-100.0
148690,,-100.0,-100.0,-100.0
148728,,-100.0,-100.0,-100.0
148762,,-100.0,-100.0,-100.0
148779,,-100.0,-100.0,-100.0
148830,,-100.0,-100.0,-100.0
148877,,-100.0,-100.0,-100.0
148881,,-100.0,-100.0,-100.0
148895,,-100.0,-100.0,-100.0
148905,,-100.0,-100.0,-100.0
148927,,-100.0,-100.0,-100.0
148942,,-100.0,-100.0,-100.0
148958,,-100.0,-100.0,-100.0
176241,,-100.0,-100.0,-100.0
176256,,-100.0,-100.0,-100.0
176273,,-100.0,-100.0,-100.0
176290,,-100.0,-100.0,-100.0
176306,,-100.0,-100.0,-100.0
176323,,-100.0,-100.0,-100.0
176340,,-100.0,-100.0,-100.0
176356,,-100.0,-100.0,-100.0
176374,,-100.0,-100.0,-100.0
176390,,-100.0,-100.0,-100.0
176407,,-100.0,-100.0,-100.0
176423,,-100.0,-100.0,-100.0
176440,,-100.0,-100.0,-100.0
176457,,-100.0,-100.0,-100.0
176474,,-100.0,-100.0,-100.0
176490,,-100.0,-100.0,-100.0
176506,,-100.0,-100.0,-100.0
176523,,-100.0,-100.0,-100.0
176539,,-100.0,-100.0,-100.0
176556,,-100.0,-100.0,-100.0
176572,,-100.0,-100.0,-100.0
176590,,-100.0,-100.0,-100.0
176606,,-100.0,-100.0,-100.0
176623,,-100.0,-100.0,-100.0
176640,,-100.0,-100.0,-100.0
176655,,-100.0,-100.0,-100.0
176673,,-100.0,-100.0,-100.0
176689,,-100.0,-100.0,-100.0
176706,,-100.0,-100.0,-100.0
176723,,-100.0,-100.0,-100.0
176740,,-100.0,-100.0,-100.0
176757,,-100.0,-100.0,-100.0
176773,,-100.0,-100.0,-100.0
176789,,-100.0,-100.0,-100.0
176805,,-100.0,-100.0,-100.0
176824,,-100.0,-100.0,-100.0
176839,,-100.0,-100.0,-100.0
176856,,-100.0,-100.0,-100.0
176874,,-100.0,-100.0,-100.0
176889,,-100.0,-100.0,-100.0
176980,,-100.0,-100.0,-100.0
176997,,-99.0,-100.0,-100.0
177014,,-98.0,-100.0,-100.0
177030,,-97.0,-100.0,-100.0
177047,,-95.0,-100.0,-100.0
177064,,-94.0,-100.0,-100.0
177080,,-93.0,-100.0,-100.0
177097,,-92.0,-100.0,-100.0
177114,,-91.0,-100.0,-100.0
177130,,-90.0,-100.0,-100.0
177147,,-89.0,-100.0,-100.0
177164,,-88.0,-100.0,-100.0
177180,,-87.0,-100.0,-100.0
177197,,-85.0,-100.0,-100.0
177214,,-84.0,-100.0,-100.0
177240,,-84.0,-100.0,-100.0
177256,,-84.0,-100.0,-100.0
177273,,-84.0,-100.0,-100.0
177290,,-84.0,-100.0,-100.0
177306,,-84.0,-100.0,-100.0
177323,,-84.0,-100.0,-100.0
177340,,-84.0,-100.0,-100.0
177647,,-84.0,-100.0,-100.0
177665,,-85.0,-100.0,-100.0
177681,,-86.0,-100.0,-100.0
177698,,-87.0,-100.0,-100.0
177714,,-88.0,-100.0,-100.0
177731,,-89.0,-100.0,-100.0
177748,,-90.0,-100.0,-100.0
177764,,-92.0,-100.0,-100.0
177781,,-93.0,-100.0,-100.0
177798,,-94.0,-100.0,-100.0
177940,,-94.0,-100.0,-100.0
177958,,-94.0,-100.0,-100.0
177973,,-94.0,-100.0,-100.0
177990,,-94.0,-100.0,-100.0
178007,,-94.0,-100.0,-100.0
178022,,-94.0,-100.0,-100.0
178039,,-94.0,-100.0,-100.0
178056,,-94.0,-100.0,-100.0
178073,,-94.0,-100.0,-100.0
178089,,-94.0,-100.0,-100.0
178106,,-94.0,-100.0,-100.0
179306,,-94.0,-100.0,-100.0
179324,,-94.0,-100.0,-100.0
179339,,-94.0,-100.0,-100.0
179357,,-94.0,-100.0,-100.0
179373,,-94.0,-100.0,-100.0
179389,,-94.0,-100.0,-100.0
179406,,-94.0,-100.0,-100.0
179424,,-94.0,-100.0,-100.0
179441,,-94.0,-100.0,-100.0
179457,,-94.0,-100.0,-100.0
179539,,-94.0,-100.0,-100.0
179556,,-94.0,-100.0,-100.0
179573,,-94.0,-100.0,-100.0
179589,,-94.0,-100.0,-100.0
179607,,-94.0,-100.0,-100.0
179623,,-94.0,-100.0,-100.0
179640,,-94.0,-100.0,-100.0
179656,,-94.0,-100.0,-100.0
179722,,-94.0,-100.0,-100.0
179739,,-94.0,-100.0,-100.0
179757,,-94.0,-100.0,-100.0
179773,,-94.0,-100.0,-100.0
179790,,-94.0,-100.0,-100.0
179806,,-94.0,-100.0,-100.0
179823,,-94.0,-100.0,-100.0
179840,,-94.0,-100.0,-100.0
180734,,-94.0,-100.0,-100.0
180751,,-95.0,-100.0,-100.0
180768,,-96.0,-100.0,-100.0
180784,,-97.0,-100.0,-100.0
180801,,-98.0,-100.0,-100.0
180818,,-99.0,-100.0,-100.0
180834,,-100.0,-100.0,-100.0
181159,,-100.0,-100.0,-100.0
181186,,-100.0,-100.0,-100.0
181227,,-100.0,-100.0,-100.0
181238,,-100.0,-100.0,-100.0
181508,,-100.0,-100.0,-100.0
181523,,-100.0,-100.0,-100.0
181539,,-100.0,-100.0,-100.0
181558,,-100.0,-100.0,-100.0
181574,,-100.0,-100.0,-100.0
181590,,-100.0,-100.0,-100.0
181606,,-100.0,-100.0,-100.0
181623,,-100.0,-100.0,-100.0
181640,,-100.0,-100.0,-100.0
181656,,-100.0,-100.0,-100.0
181672,,-100.0,-100.0,-100.0
181690,,-100.0,-100.0,-100.0
181707,,-100.0,-100.0,-100.0
181724,,-100.0,-100.0,-100.0
181740,,-100.0,-100.0,-100.0
181756,,-100.0,-100.0,-100.0
181773,,-100.0,-100.0,-100.0
181790,,-100.0,-100.0,-100.0
181806,,-100.0,-100.0,-100.0
181823,,-100.0,-100.0,-100.0
181840,,-100.0,-100.0,-100.0
181856,,-100.0,-100.0,-100.0
181873,,-100.0,-100.0,-100.0
181889,,-100.0,-100.0,-100.0
181906,,-100.0,-100.0,-100.0
181923,,-100.0,-100.0,-100.0
181941,,-100.0,-100.0,-100.0
181956,,-100.0,-100.0,-100.0
181973,,-100.0,-100.0,-100.0
181989,,-100.0,-100.0,-100.0
182007,,-100.0,-100.0,-100.0
182023,,-100.0,-100.0,-100.0
182843,,-100.0,-100.0,-100.0
182867,,-100.0,-100.0,-100.0
182910,,-100.0,-100.0,-100.0
182920,,-100.0,-100.0,-100.0
183021,,-100.0,-100.0,-100.0
183037,,-100.0,-100.0,-100.0
183077,,-100.0,-100.0,-100.0
183087,,-100.0,-100.0,-100.0
183196,,-100.0,-100.0,-100.0
183213,,-100.0,-100.0,-100.0
183240,,-100.0,-100.0,-100.0
183249,,-100.0,-100.0,-100.0
183379,,-100.0,-100.0,-100.0
183398,,-100.0,-100.0,-100.0
183427,,-100.0,-100.0,-100.0
183575,,-100.0,-100.0,-100.0
183600,,-100.0,-100.0,-100.0
183629,,-100.0,-100.0,-100.0
183666,,-100.0,-100.0,-100.0
183692,,-100.0,-100.0,-100.0
183715,,-100.0,-100.0,-100.0
183732,,-100.0,-100.0,-100.0
185823,,-100.0,-100.0,-100.0
185841,,-100.0,-100.0,-100.0
185857,,-100.0,-100.0,-100.0
185873,,-100.0,-100.0,-100.0
185890,,-100.0,-100.0,-100.0
185906,,-100.0,-100.0,-100.0
185924,,-100.0,-100.0,-100.0
185940,,-100.0,-100.0,-100.0
187007,,-100.0,-100.0,-100.0
187024,,-100.0,-100.0,-100.0
187040,,-100.0,-100.0,-100.0
187057,,-100.0,-100.0,-100.0
187073,,-100.0,-100.0,-100.0
187089,,-100.0,-100.0,-100.0
187106,,-100.0,-100.0,-100.0
187318,,-100.0,-100.0,-100.0
187335,,-100.0,-100.0,-100.0
187351,,-100.0,-100.0,-100.0
187384,,-100.0,-100.0,-100.0
187401,,-100.0,-100.0,-100.0
187417,,-100.0,-100.0,-100.0
187434,,-100.0,-100.0,-100.0
187451,,-100.0,-100.0,-100.0
187469,,-100.0,-100.0,-100.0
187484,,-100.0,-100.0,-100.0
187500,,-100.0,-100.0,-100.0
187517,,-100.0,-100.0,-100.0
187534,,-100.0,-100.0,-100.0
187552,,-100.0,-100.0,-100.0
187744,,-100.0,-100.0,-100.0
187779,,-100.0,-100.0,-100.0
187827,,-100.0,-100.0,-100.0
187851,,-100.0,-100.0,-100.0
187868,,-100.0,-100.0,-100.0
187878,,-100.0,-100.0,-100.0
187884,,-100.0,-100.0,-100.0
187901,,-100.0,-100.0,-100.0
187920,,-100.0,-100.0,-100.0
187934,,-100.0,-100.0,-100.0
187950,,-100.0,-100.0,-100.0
187967,,-100.0,-100.0,-100.0
187984,,-100.0,-100.0,-100.0
187993,,-100.0,-100.0,-100.0
188001,,-100.0,-100.0,-100.0
188011,,-100.0,-100.0,-100.0
188018,,-100.0,-100.0,-100.0
188034,,-100.0,-100.0,-100.0
188042,,-100.0,-100.0,-100.0
188050,,-100.0,-100.0,-100.0
188060,,-100.0,-100.0,-100.0
188068,,-100.0,-100.0,-100.0
188076,,-100.0,-100.0,-100.0
188083,,-100.0,-100.0,-100.0
188101,,-100.0,-100.0,-100.0
188111,,-100.0,-100.0,-100.0
188118,,-100.0,-100.0,-100.0
188162,,-100.0,-100.0,-100.0
188195,,-100.0,-100.0,-100.0
188212,,-100.0,-100.0,-100.0
188226,,-100.0,-100.0,-100.0
188247,,-100.0,-100.0,-100.0
188262,,-100.0,-100.0,-100.0
188279,,-100.0,-100.0,-100.0
188292,,-100.0,-100.0,-100.0
188313,,-100.0,-100.0,-100.0
188427,,-100.0,-100.0,-100.0
188447,,-100.0,-100.0,-100.0
188469,,-100.0,-100.0,-100.0
188484,,-100.0,-100.0,-100.0
188500,,-100.0,-100.0,-100.0
188516,,-100.0,-100.0,-100.0
188534,,-100.0,-100.0,-100.0
188549,,-100.0,-100.0,-100.0
188564,,-100.0,-100.0,-100.0
188584,,-100.0,-100.0,-100.0
188611,,-100.0,-100.0,-100.0
188624,,-100.0,-100.0,-100.0
188642,,-100.0,-100.0,-100.0
188659,,-100.0,-100.0,-100.0
188675,,-100.0,-100.0,-100.0
188697,,-100.0,-100.0,-100.0
188712,,-100.0,-100.0,-100.0
188726,,-100.0,-100.0,-100.0
188754,,-100.0,-100.0,-100.0
188771,,-100.0,-100.0,-100.0
188785,,-100.0,-100.0,-100.0
188800,,-100.0,-100.0,-100.0
188816,,-100.0,-100.0,-100.0
188831,,-100.0,-100.0,-100.0
188860,,-100.0,-100.0,-100.0
189476,,-100.0,-100.0,-100.0
189494,,-100.0,-100.0,-100.0
189514,,-100.0,-100.0,-100.0
189529,,-100.0,-100.0,-100.0
189546,,-100.0,-100.0,-100.0
189560,,-100.0,-100.0,-100.0
189576,,-100.0,-100.0,-100.0
189602,,-100.0,-100.0,-100.0
189617,,-100.0,-100.0,-100.0
189644,,-100.0,-100.0,-100.0
189660,,-100.0,-100.0,-100.0
189678,,-100.0,-100.0,-100.0
189693,,-100.0,-100.0,-100.0
189709,,-100.0,-100.0,-100.0
189728,,-100.0,-100.0,-100.0
189744,,-100.0,-100.0,-100.0
189761,,-100.0,-100.0,-100.0
190157,,-100.0,-100.0,-100.0
190175,,-100.0,-100.0,-100.0
190189,,-100.0,-100.0,-100.0
190207,,-100.0,-100.0,-100.0
190223,,-100.0,-100.0,-100.0
190240,,-100.0,-100.0,-100.0
190256,,-100.0,-100.0,-100.0
190340,,-100.0,-100.0,-100.0
190357,,-100.0,-100.0,-100.0
190373,,-100.0,-100.0,-100.0
190390,,-100.0,-100.0,-100.0
190408,,-100.0,-100.0,-100.0
190424,,-100.0,-100.0,-100.0
190439,,-100.0,-100.0,-100.0
190473,,-100.0,-100.0,-100.0
190490,,-100.0,-100.0,-100.0
190506,,-100.0,-100.0,-100.0
190523,,-100.0,-100.0,-100.0
190540,,-100.0,-100.0,-100.0
190557,,-100.0,-100.0,-100.0
190574,,-100.0,-100.0,-100.0
190590,,-100.0,-100.0,-100.0
190606,,-100.0,-100.0,-100.0
190623,,-100.0,-100.0,-100.0
190640,,-100.0,-100.0,-100.0
190656,,-100.0,-100.0,-100.0
190674,,-100.0,-100.0,-100.0
190691,,-100.0,-100.0,-100.0
190707,,-100.0,-100.0,-100.0
190725,,-100.0,-100.0,-100.0
190740,,-100.0,-100.0,-100.0
190756,,-100.0,-100.0,-100.0
190775,,-100.0,-100.0,-100.0
190790,,-100.0,-100.0,-100.0
190808,,-100.0,-100.0,-100.0
190822,,-100.0,-100.0,-100.0
190840,,-100.0,-100.0,-100.0
190858,,-100.0,-100.0,-100.0
190873,,-100.0,-100.0,-100.0
190891,,-100.0,-100.0,-100.0
190907,,-100.0,-100.0,-100.0
190923,,-100.0,-100.0,-100.0
190941,,-100.0,-100.0,-100.0
190957,,-100.0,-100.0,-100.0
190973,,-100.0,-100.0,-100.0
190989,,-100.0,-100.0,-100.0
191007,,-100.0,-100.0,-100.0
191023,,-100.0,-100.0,-100.0
191040,,-100.0,-100.0,-100.0
191056,,-100.0,-100.0,-100.0
191073,,-100.0,-100.0,-100.0
191090,,-100.0,-100.0,-100.0
191108,,-100.0,-100.0,-100.0
191124,,-100.0,-100.0,-100.0
191139,,-100.0,-100.0,-100.0
191158,,-100.0,-100.0,-100.0
191173,,-100.0,-100.0,-100.0
191191,,-100.0,-100.0,-100.0
191207,,-100.0,-100.0,-100.0
191223,,-100.0,-100.0,-100.0
191240,,-100.0,-100.0,-100.0
191258,,-100.0,-100.0,-100.0
191273,,-100.0,-100.0,-100.0
191289,,-100.0,-100.0,-100.0
191307,,-100.0,-100.0,-100.0
191323,,-100.0,-100.0,-100.0
191341,,-100.0,-100.0,-100.0
191356,,-100.0,-100.0,-100.0
191373,,-100.0,-100.0,-100.0
191390,,-100.0,-100.0,-100.0
191406,,-100.0,-100.0,-100.0
191423,,-100.0,-100.0,-100.0
191440,,-100.0,-100.0,-100.0
191456,,-100.0,-100.0,-100.0
191474,,-100.0,-100.0,-100.0
191490,,-100.0,-100.0,-100.0
191508,,-100.0,-100.0,-100.0
191523,,-100.0,-100.0,-100.0
191529,,-100.0,-100.0,-100.0
191541,,-100.0,-100.0,-100.0
191558,,-100.0,-100.0,-100.0
191573,,-100.0,-100.0,-100.0
191591,,-100.0,-100.0,-100.0
191606,,-100.0,-100.0,-100.0
191610,,-100.0,-100.0,-100.0
191638,,-100.0,-100.0,-100.0
191657,,-100.0,-99.0,-100.0
191660,,-100.0,-98.66666666666667,-100.0
191692,,-100.0,-98.33333333333333,-100.0
191706,,-100.0,-98.0,-100.0
191725,,-100.0,-98.0,-100.0
191741,,-100.0,-98.0,-100.0
191775,,-100.0,-98.0,-100.0
191812,,-100.0,-98.0,-100.0
191842,,-100.0,-98.0,-100.0
191859,,-100.0,-98.0,-100.0
191891,,-100.0,-98.0,-100.0
191909,,-100.0,-98.0,-100.0
191943,,-100.0,-98.0,-100.0
191975,,-100.0,-98.0,-100.0
191992,,-100.0,-98.0,-100.0
192024,,-100.0,-98.0,-100.0
192026,,-100.0,-97.5,-100.0
192043,,-100.0,-97.0,-100.0
192074,,-100.0,-96.0,-100.0
192110,,-100.0,-95.0,-100.0
192209,,-100.0,-95.0,-100.0
192225,,-100.0,-94.0,-100.0
192258,,-100.0,-92.0,-100.0
192274,,-100.0,-91.0,-100.0
192291,,-100.0,-90.5,-100.0
192294,,-100.0,-90.0,-100.0
192308,,-100.0,-89.5,-100.0
192313,,-100.0,-89.0,-100.0
192323,,-100.0,-89.0,-100.0
192339,,-100.0,-89.0,-100.0
192357,,-100.0,-89.0,-100.0
192373,,-100.0,-89.0,-100.0
192391,,-100.0,-89.0,-100.0
192408,,-100.0,-89.0,-100.0
192423,,-100.0,-89.0,-100.0
