,nan_x,nan_y,ASM06EV1KY10G,2VKACLXTMOQWO,A4CHLWPHZIP7Y,A8DMLATJZOF4Q,A4AB8514GUJS5,A4WBW7FVQASZE
305346,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305358,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305374,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305376,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305398,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305404,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305416,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305419,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305423,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305431,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305433,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305438,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305445,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305446,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305449,-81.0,-96.0,-98.0,-67.8,-100.0,-100.0,-98.0,-76.0
305451,-81.0,-96.0,-98.0,-67.6,-100.0,-100.0,-98.0,-76.0
305457,-81.0,-96.0,-98.0,-67.4,-100.0,-100.0,-98.0,-76.0
305472,-81.0,-96.0,-98.0,-67.2,-100.0,-100.0,-98.0,-76.0
305476,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305477,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305481,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305486,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305502,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305503,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305507,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305508,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305511,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305515,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305530,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305535,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305556,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305577,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305590,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305623,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305627,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305631,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305642,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305645,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305649,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305655,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305657,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305665,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305674,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305678,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305689,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305694,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305704,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305708,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305715,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305718,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305731,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305741,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305746,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305760,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305770,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305780,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305786,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305800,-81.0,-96.0,-98.0,-67.33333333333333,-100.0,-100.0,-98.0,-76.0
305807,-81.0,-96.0,-98.0,-67.66666666666667,-100.0,-100.0,-98.0,-76.0
305818,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305822,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305829,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305832,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305843,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
305852,-81.0,-96.0,-98.0,-67.8,-100.0,-100.0,-98.0,-76.0
305865,-81.0,-96.0,-98.0,-67.6,-100.0,-100.0,-98.0,-76.0
305874,-81.0,-96.0,-98.0,-67.4,-100.0,-100.0,-98.0,-76.0
305878,-81.0,-96.0,-98.0,-67.2,-100.0,-100.0,-98.0,-76.0
305880,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305882,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305884,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305891,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305903,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305909,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305911,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305928,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305937,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305955,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305962,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305969,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305980,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
305995,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306053,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306075,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306080,-81.0,-96.0,-98.0,-67.33333333333333,-100.0,-100.0,-98.0,-76.0
306107,-81.0,-96.0,-98.0,-67.66666666666667,-100.0,-100.0,-98.0,-76.0
306118,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
306162,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
306169,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
306175,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
306183,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
306210,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
306233,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
306249,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
306251,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
306274,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
306279,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
306294,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
306299,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
306306,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
306307,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
306329,-81.0,-96.0,-98.0,-67.66666666666667,-100.0,-100.0,-98.0,-76.0
306339,-81.0,-96.0,-98.0,-67.33333333333333,-100.0,-100.0,-98.0,-76.0
306347,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306353,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306358,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306360,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306379,-81.0,-96.0,-98.0,-66.8,-100.0,-100.0,-98.0,-76.0
306385,-81.0,-96.0,-98.0,-66.6,-100.0,-100.0,-98.0,-76.0
306386,-81.0,-96.0,-98.0,-66.4,-100.0,-100.0,-98.0,-76.0
306389,-81.0,-96.0,-98.0,-66.2,-100.0,-100.0,-98.0,-76.0
306391,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306394,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306400,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306403,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306408,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306416,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306418,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306420,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306431,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306440,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306447,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306448,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306462,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306464,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306473,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306479,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306496,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306499,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306500,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306525,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306527,-81.0,-96.0,-98.0,-66.25,-100.0,-100.0,-98.0,-76.0
306532,-81.0,-96.0,-98.0,-66.5,-100.0,-100.0,-98.0,-76.0
306553,-81.0,-96.0,-98.0,-66.75,-100.0,-100.0,-98.0,-76.0
306558,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306563,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306564,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306578,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306585,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306595,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306597,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306608,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306622,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306636,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306659,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306664,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306732,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306753,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306763,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306778,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306786,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306804,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306811,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306819,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306824,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
306827,-81.0,-96.0,-98.0,-66.75,-100.0,-100.0,-98.0,-76.0
306845,-81.0,-96.0,-98.0,-66.5,-100.0,-100.0,-98.0,-76.0
306853,-81.0,-96.0,-98.0,-66.25,-100.0,-100.0,-98.0,-76.0
306865,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306871,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
306995,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307021,-81.0,-96.0,-98.0,-66.5,-100.0,-100.0,-98.0,-76.0
307031,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307049,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307071,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307080,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307082,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307099,-81.0,-96.0,-98.0,-67.33333333333333,-100.0,-100.0,-98.0,-76.0
307105,-81.0,-96.0,-98.0,-67.66666666666667,-100.0,-100.0,-98.0,-76.0
307112,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
307123,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
307132,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
307150,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
307156,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
307163,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
307175,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
307185,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
307203,-81.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-76.0
307204,-81.0,-96.0,-98.0,-67.5,-100.0,-100.0,-98.0,-76.0
307244,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307263,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307280,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307286,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307290,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307299,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307315,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307329,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307333,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307350,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307356,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307362,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307380,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307401,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307411,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307412,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307431,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307444,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307445,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307498,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307598,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307602,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307605,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307615,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307627,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307629,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307637,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307651,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307653,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307655,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307660,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307667,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307669,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307670,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307674,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307692,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307696,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307705,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307721,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307731,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307732,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307747,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307768,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307774,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307775,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307784,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307791,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
307802,-81.0,-96.0,-98.0,-66.8,-100.0,-100.0,-98.0,-76.0
307815,-81.0,-96.0,-98.0,-66.6,-100.0,-100.0,-98.0,-76.0
307827,-81.0,-96.0,-98.0,-66.4,-100.0,-100.0,-98.0,-76.0
307836,-81.0,-96.0,-98.0,-66.2,-100.0,-100.0,-98.0,-76.0
307838,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307848,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307859,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307863,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307868,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307877,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307887,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307926,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307929,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307958,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
307962,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
308000,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
308002,-81.0,-96.0,-98.0,-66.33333333333333,-100.0,-100.0,-98.0,-76.0
308017,-81.0,-96.0,-98.0,-66.66666666666667,-100.0,-100.0,-98.0,-76.0
308057,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308090,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308098,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308125,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308128,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308155,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308166,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308170,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308179,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308239,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308333,-81.0,-96.0,-98.0,-66.5,-100.0,-100.0,-98.0,-76.0
308344,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
308361,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
308408,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
308452,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308498,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308516,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308579,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308593,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308620,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308655,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308683,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308703,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308723,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
308824,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
308848,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
308948,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
308972,-81.0,-96.0,-98.0,-66.5,-100.0,-100.0,-98.0,-76.0
308979,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
308989,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309096,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309132,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309160,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309184,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309210,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309234,-81.0,-96.0,-98.0,-66.5,-100.0,-100.0,-98.0,-76.0
309246,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309272,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309316,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309321,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309339,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309352,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309359,-81.0,-96.0,-98.0,-66.33333333333333,-100.0,-100.0,-98.0,-76.0
309376,-81.0,-96.0,-98.0,-66.66666666666667,-100.0,-100.0,-98.0,-76.0
309381,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309407,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309410,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309426,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309429,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309488,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309515,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309531,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309566,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309579,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309581,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309583,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309596,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309597,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309634,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309637,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309646,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309648,-81.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-76.0
309650,-81.0,-96.0,-98.0,-66.75,-100.0,-100.0,-98.0,-76.0
309661,-81.0,-96.0,-98.0,-66.5,-100.0,-100.0,-98.0,-76.0
309665,-81.0,-96.0,-98.0,-66.25,-100.0,-100.0,-98.0,-76.0
309668,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309695,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309702,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309724,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309727,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309738,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309753,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309779,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309789,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309821,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309825,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309832,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
309849,-81.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-76.0
